Result of replaying M5.tpn on Process 1 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Traversed Arcs","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Num. States","Move-Model Fitness","Trace Fitness","Max Fitness Cost","Move-Log Fitness","Trace Length","Queued States",Match
87,"instance_273",1,Yes,"2,809.00","7.00","123.00","43.00","489.00","0.91","0.90","71.00","0.93","43.00","1,622.00",[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L/M]X|[L/M]Z|[L/M]AE|[M-REAL]P|[L/M]R|[L/M]L|[L/M]J|[L/M]S|[L/M]AF|[L/M]O|[L/M]N|[L/M]M|[L/M]H|[L/M]AC|[L/M]AA|[L/M]F|[L/M]AD|[L/M]Z|[M-REAL]Q|[L/M]T|[L/M]W|[L]Z|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]Z|[L/M]U|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[L]P|[L]Q|[L/M]Y|[L/M]D|[L/M]B
88,"instance_87",1,Yes,"56,508.00","19.00","1,663.00","39.00","11,272.00","0.78","0.72","67.00","0.72","39.00","20,991.00",[L/M]A|[M-REAL]C|[L]H|[L/M]P|[L]G|[L/M]E|[M-REAL]G|[M-REAL]X|[L/M]Z|[L/M]AE|[L/M]S|[L/M]L|[L/M]J|[M-REAL]H|[L/M]R|[L]Z|[L/M]AF|[L/M]N|[L/M]AC|[L/M]O|[L/M]Q|[M-REAL]M|[L/M]F|[L]M|[L/M]AA|[L/M]T|[L]U|[L/M]V|[M-REAL]U|[L/M]AD|[L]C|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[L]AD|[L/M]Y|[L]AD|[L]X|[L]AC|[L]AA|[L/M]D|[L/M]B
89,"instance_38",1,Yes,"9,236.00","11.00","342.00","43.00","1,643.00","0.90","0.85","71.00","0.84","43.00","4,399.00",[L/M]A|[L/M]C|[L/M]P|[M-REAL]X|[L/M]Z|[L/M]E|[L/M]AE|[L/M]S|[L]AD|[L/M]L|[L/M]G|[L/M]K|[L/M]AF|[L/M]N|[L/M]AC|[M-REAL]R|[L/M]Q|[L/M]O|[L/M]AA|[L/M]M|[L/M]AD|[L/M]H|[L/M]T|[L/M]Z|[L/M]V|[L/M]U|[L/M]F|[L]Z|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]X|[L/M]AB|[L/M]AA|[L/M]AD|[L]AA|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[L]R|[L]Z|[L]AB|[L/M]Y|[L/M]D|[L/M]B
90,"instance_386",1,Yes,"15,851.00","11.00","496.00","43.00","2,775.00","0.90","0.85","71.00","0.84","43.00","6,685.00",[L/M]A|[L/M]C|[L/M]P|[L/M]X|[L/M]Z|[L/M]E|[L/M]AE|[L]B|[L/M]G|[L/M]S|[L]Z|[L/M]L|[L/M]R|[L/M]AC|[L/M]AF|[L/M]I|[L/M]N|[L/M]Q|[L/M]AA|[M-REAL]O|[L/M]M|[L]AA|[L/M]T|[L/M]V|[L/M]H|[L/M]F|[L/M]U|[M-REAL]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L]O|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[L]AD|[L]AC|[L]AD|[L/M]Y|[L/M]D|[M-REAL]B
91,"instance_303",1,Yes,"129,517.00","27.00","3,377.00","35.00","32,679.00","0.62","0.57","63.00","0.57","35.00","44,290.00",[M-REAL]A|[L]H|[L/M]C|[L]AD|[L]Y|[L/M]E|[M-REAL]X|[L/M]Z|[L/M]AC|[L/M]L|[L/M]AE|[M-REAL]P|[L/M]R|[M-REAL]G|[L/M]J|[L]A|[L]P|[L/M]O|[M-REAL]H|[M-REAL]S|[L]AB|[L/M]Q|[L/M]AF|[L]AC|[L]D|[L/M]T|[L/M]AA|[L]Z|[L/M]W|[L]F|[L/M]AD|[L]M|[L/M]U|[L]AA|[L]X|[L/M]Z|[M-REAL]AB|[L/M]AA|[M-REAL]t26t24|[M-REAL]Y|[L/M]N|[M-REAL]M|[M-REAL]F|[M-REAL]D|[L]G|[L]S|[L/M]B
92,"instance_86",1,Yes,"27,974.00","15.00","882.00","39.00","5,433.00","0.80","0.78","67.00","0.82","39.00","11,134.00",[M-REAL]A|[L]H|[L/M]C|[L/M]E|[L/M]P|[L/M]X|[L/M]L|[L/M]Z|[L/M]G|[L/M]K|[M-REAL]H|[L/M]S|[L]M|[L]Z|[L]AD|[L/M]R|[L/M]O|[M-REAL]AE|[L/M]AF|[L/M]N|[M-REAL]M|[L/M]AC|[L/M]AA|[L]AE|[L]U|[L/M]Q|[L]A|[L/M]T|[L/M]AD|[L/M]F|[L/M]V|[M-REAL]U|[M-REAL]Z|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[L/M]B
93,"instance_210",1,Yes,"24,193.00","19.00","796.00","39.00","5,127.00","0.78","0.72","67.00","0.72","39.00","10,783.00",[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[L/M]J|[M-REAL]L|[L/M]N|[L]Z|[L/M]X|[M-REAL]P|[L/M]R|[L/M]S|[L/M]O|[L/M]AE|[L]AC|[L/M]AF|[L]G|[L/M]Z|[L]L|[L/M]AC|[L]E|[L/M]M|[L]C|[L]AA|[L]P|[L/M]Q|[L/M]AA|[L]AA|[L/M]T|[L/M]AD|[L/M]W|[M-REAL]H|[L/M]F|[L/M]Z|[L/M]U|[L/M]AC|[L]AD|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[M-REAL]AA|[M-REAL]t26t24|[L]H|[L/M]Y|[L/M]D|[L/M]B
94,"instance_214",1,Yes,"52,207.00","19.00","1,269.00","39.00","10,556.00","0.78","0.72","67.00","0.72","39.00","18,046.00",[L]AE|[L/M]A|[L/M]C|[L/M]P|[L/M]X|[M-REAL]AE|[L]AA|[L/M]R|[M-REAL]E|[L]AD|[L/M]G|[L/M]AF|[M-REAL]I|[L]Z|[L]AA|[L/M]H|[L/M]L|[M-REAL]S|[M-REAL]Q|[L/M]T|[L]K|[L/M]N|[L/M]O|[L]AA|[L/M]M|[L/M]W|[L]Q|[L]S|[L/M]U|[L]E|[L/M]F|[L/M]Z|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[M-REAL]AA|[L/M]AD|[L/M]Z|[L]AC|[L/M]AC|[M-REAL]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[L/M]B
95,"instance_101",1,Yes,"494.00","7.00","27.00","43.00","105.00","0.91","0.90","71.00","0.93","43.00","390.00",[L]O|[L/M]A|[L/M]C|[L]AD|[L/M]P|[L/M]X|[L/M]R|[L/M]E|[L/M]AE|[L/M]Z|[L/M]S|[L/M]Q|[L/M]L|[M-REAL]O|[L/M]G|[L/M]AF|[L/M]N|[L/M]M|[L/M]AB|[L/M]T|[L/M]K|[L/M]W|[L/M]AA|[M-REAL]AD|[L/M]H|[L/M]Z|[L/M]U|[L/M]F|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L]AC|[L/M]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[L/M]B
96,"instance_235",1,Yes,"96,064.00","15.00","2,427.00","43.00","20,020.00","0.89","0.79","71.00","0.74","43.00","32,194.00",[L/M]A|[L/M]C|[L/M]X|[L/M]E|[L/M]P|[L/M]Z|[L/M]AE|[L/M]G|[L/M]S|[L/M]R|[L]AD|[L/M]AB|[L]AC|[L/M]Q|[L]Z|[L/M]AA|[L/M]T|[L/M]L|[L/M]I|[L/M]H|[L/M]V|[L/M]AD|[L]F|[L/M]Z|[L/M]U|[L/M]AC|[L]M|[L/M]AA|[L/M]AD|[L]Y|[L/M]Z|[L/M]O|[L]AA|[L]AD|[L/M]AC|[L]AB|[L]AA|[L/M]N|[M-REAL]M|[M-REAL]F|[L/M]AF|[L]Z|[L/M]AA|[M-REAL]t26t24|[M-REAL]Y|[L/M]D|[L/M]B
97,"instance_14",1,Yes,"6,232.00","15.00","187.00","39.00","1,117.00","0.80","0.78","67.00","0.82","39.00","3,051.00",[L/M]A|[M-REAL]C|[M-REAL]E|[L]Q|[L/M]G|[L]B|[L/M]X|[L]E|[L/M]P|[L/M]AE|[L/M]L|[L/M]K|[L/M]N|[L]T|[L/M]S|[L/M]AF|[M-REAL]Z|[L/M]AB|[L/M]O|[L/M]M|[L]C|[L/M]AA|[L/M]R|[M-REAL]Q|[M-REAL]T|[L/M]H|[L/M]AD|[L/M]F|[L]Z|[L/M]Z|[L/M]W|[L/M]AB|[L/M]AA|[L]AC|[L/M]AD|[L/M]Z|[M-REAL]AB|[L/M]U|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[M-REAL]B
98,"instance_374",1,Yes,"92,669.00","23.00","2,752.00","39.00","20,180.00","0.75","0.66","67.00","0.62","39.00","33,397.00",[M-REAL]A|[L]AA|[L/M]C|[L]O|[L/M]X|[L/M]E|[L/M]AE|[L/M]Z|[M-REAL]P|[L]T|[L/M]S|[M-REAL]R|[L]Z|[L/M]Q|[M-REAL]T|[L/M]L|[M-REAL]O|[L/M]AF|[M-REAL]G|[L/M]K|[L/M]H|[L/M]AB|[L/M]N|[L/M]AA|[L/M]AD|[L]R|[L/M]V|[L/M]M|[L/M]F|[L/M]Z|[L/M]U|[L]AC|[L/M]AB|[L]A|[L]AD|[L]G|[L]AB|[L/M]AA|[M-REAL]t26t24|[L]B|[L]Z|[L]AA|[L/M]Y|[L/M]D|[M-REAL]B|[L]P|[L]AD
99,"instance_187",1,Yes,"180,572.00","21.00","4,882.00","39.00","41,486.00","0.78","0.69","67.00","0.64","39.00","57,904.00",[L]O|[L/M]A|[L/M]C|[L/M]E|[L/M]P|[L]AA|[L/M]X|[L/M]R|[M-REAL]S|[L/M]Q|[L/M]L|[M-REAL]O|[L/M]AE|[L/M]G|[L/M]AF|[L]U|[L/M]Z|[L/M]AB|[L/M]K|[L]AC|[L/M]H|[L/M]T|[L]Z|[L]B|[L/M]AA|[L/M]W|[M-REAL]U|[L/M]AD|[L]F|[L]S|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[M-REAL]N|[L]AD|[L/M]M|[M-REAL]F|[L]AC|[L/M]Y|[L]AD|[L]Z|[L]N|[L]AA|[L/M]D|[M-REAL]B
100,"instance_96",1,Yes,"45,603.00","17.00","1,244.00","39.00","9,105.00","0.81","0.75","67.00","0.74","39.00","16,643.00",[L/M]A|[L]AD|[L/M]C|[L]R|[L/M]P|[M-REAL]R|[L/M]X|[L/M]E|[L/M]S|[L/M]AE|[L]Y|[L/M]G|[L]AC|[L/M]Z|[L/M]J|[L/M]AF|[L/M]AC|[L]AB|[L/M]Q|[L/M]H|[L]M|[L/M]AA|[L]F|[L/M]T|[L/M]AD|[M-REAL]L|[L/M]N|[L/M]W|[L/M]Z|[M-REAL]AB|[L/M]O|[M-REAL]M|[M-REAL]F|[L/M]U|[L/M]AA|[L/M]AD|[L]Z|[L]L|[L]AA|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]t26t24|[M-REAL]Y|[L/M]D|[L/M]B
101,"instance_28",1,Yes,"152,454.00","25.00","4,178.00","39.00","35,734.00","0.75","0.63","67.00","0.54","39.00","48,598.00",[M-REAL]A|[L]AD|[L/M]C|[L/M]P|[L/M]E|[L/M]X|[L/M]Z|[L]M|[L/M]AE|[L/M]R|[L/M]G|[L]D|[L]T|[L]AA|[L]Z|[L/M]K|[M-REAL]L|[L/M]N|[M-REAL]S|[L/M]Q|[M-REAL]T|[L]Z|[L/M]O|[M-REAL]M|[L/M]H|[L]Z|[L]AC|[L/M]AC|[L]AB|[L/M]AA|[L]L|[L/M]V|[L]A|[L/M]U|[M-REAL]t26t24|[L/M]F|[L]S|[L]AB|[L]AA|[L]AD|[L]AD|[L/M]AF|[L]AA|[L/M]Y|[M-REAL]D|[L/M]B
102,"instance_183",1,Yes,"61,794.00","17.00","1,583.00","39.00","12,094.00","0.81","0.75","67.00","0.74","39.00","21,822.00",[L/M]A|[L/M]C|[L/M]P|[M-REAL]E|[L]H|[L/M]G|[L/M]S|[L/M]X|[L/M]Z|[L/M]AE|[M-REAL]AB|[L/M]AA|[L/M]L|[L/M]R|[L]D|[L/M]AD|[L/M]N|[L/M]O|[L]AA|[L/M]M|[L/M]Q|[L]E|[L]AA|[L]AB|[L/M]Z|[L/M]T|[L/M]V|[M-REAL]I|[M-REAL]H|[L/M]F|[L/M]AF|[L]Z|[L/M]U|[L/M]AB|[L/M]AA|[L]AD|[L]AC|[L/M]AD|[L/M]Z|[L/M]AC|[M-REAL]AA|[M-REAL]t26t24|[L/M]Y|[M-REAL]D|[L]K|[L/M]B
103,"instance_313",1,Yes,"50,675.00","17.00","1,293.00","39.00","9,948.00","0.81","0.75","67.00","0.74","39.00","17,329.00",[L]B|[L/M]A|[L/M]C|[L/M]X|[L/M]P|[L/M]E|[L/M]Z|[L/M]R|[L/M]G|[L]W|[L/M]S|[M-REAL]AE|[L]Z|[L]AA|[L/M]AF|[L/M]K|[L]F|[L/M]AB|[L/M]Q|[L/M]H|[L/M]AA|[L]M|[L/M]AD|[L/M]T|[M-REAL]V|[L/M]Z|[L/M]AC|[L]AE|[L/M]U|[L/M]AA|[L]AD|[L/M]L|[L]AC|[L]Y|[L/M]O|[L/M]AD|[L/M]Z|[L/M]N|[M-REAL]M|[M-REAL]F|[L/M]AB|[L/M]AA|[M-REAL]t26t24|[M-REAL]Y|[L/M]D|[M-REAL]B
104,"instance_329",1,Yes,"36,322.00","13.00","979.00","39.00","6,934.00","0.82","0.81","67.00","0.85","39.00","14,007.00",[L/M]A|[L/M]C|[L/M]P|[L/M]E|[L/M]R|[L/M]L|[L/M]G|[M-REAL]X|[L/M]AE|[L/M]S|[L/M]Z|[L]Z|[L/M]O|[L/M]K|[L/M]AF|[L/M]Q|[L]AD|[L]B|[L/M]AC|[L/M]T|[L/M]AA|[L/M]V|[L/M]AD|[L/M]N|[L/M]U|[M-REAL]Z|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]AD|[L]F|[L/M]H|[L]X|[L/M]Z|[L/M]AC|[L]D|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]M|[M-REAL]F|[M-REAL]D|[M-REAL]B
105,"instance_209",1,Yes,"38,495.00","21.00","899.00","39.00","8,190.00","0.78","0.69","67.00","0.64","39.00","13,885.00",[L/M]A|[M-REAL]C|[L]AA|[L/M]E|[L/M]X|[M-REAL]P|[L]AD|[L/M]S|[L]F|[L/M]AE|[L]AD|[L/M]Z|[L/M]R|[M-REAL]G|[L/M]J|[L]AA|[L/M]Q|[M-REAL]L|[L/M]N|[L/M]AC|[L/M]AA|[L/M]H|[L/M]O|[L]Y|[L/M]M|[M-REAL]F|[L/M]T|[L]G|[L]Z|[L/M]W|[L]AC|[L/M]U|[L]C|[L/M]AD|[L]Z|[L]AC|[L]P|[L]L|[L/M]Z|[L/M]AC|[L/M]AF|[L/M]AA|[M-REAL]t26t24|[M-REAL]Y|[L/M]D|[L/M]B
106,"instance_350",1,Yes,"15,642.00","13.00","1,224.00","39.00","2,911.00","0.82","0.81","67.00","0.85","39.00","7,385.00",[L/M]A|[L/M]C|[L]S|[L/M]P|[M-REAL]S|[L/M]X|[M-REAL]E|[L]U|[L/M]L|[L/M]AE|[L/M]G|[L/M]N|[L/M]Z|[L/M]R|[L]E|[L/M]AC|[L/M]I|[L/M]O|[L/M]M|[L/M]AA|[L/M]Q|[L/M]H|[L]W|[L/M]AD|[L/M]T|[M-REAL]V|[M-REAL]U|[L/M]Z|[L/M]AC|[L]B|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]F|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[M-REAL]AF|[L/M]Y|[L/M]D|[M-REAL]B|[L]AF
107,"instance_126",1,Yes,"82,843.00","17.00","2,005.00","39.00","17,054.00","0.81","0.75","67.00","0.74","39.00","27,322.00",[L/M]A|[L/M]C|[L/M]P|[L/M]E|[L/M]X|[L/M]Z|[L/M]G|[L]B|[L/M]AE|[L/M]S|[M-REAL]L|[L]Z|[L]Q|[L/M]O|[L/M]AF|[L/M]AB|[L/M]N|[L]L|[L/M]R|[M-REAL]I|[M-REAL]Q|[L/M]H|[L/M]M|[L/M]T|[L]AC|[L/M]V|[L/M]AA|[L/M]U|[L/M]F|[L]AD|[L/M]AD|[M-REAL]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L]AC|[L]AA|[L]Z|[L/M]Z|[M-REAL]AB|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[M-REAL]B|[L]K
108,"instance_368",1,Yes,"79,355.00","17.00","2,159.00","39.00","15,919.00","0.81","0.75","67.00","0.74","39.00","27,458.00",[L/M]A|[L/M]C|[L]AA|[L/M]E|[L/M]X|[L/M]AE|[L]AC|[L/M]G|[M-REAL]P|[L/M]S|[L/M]R|[L/M]Z|[L/M]AB|[L/M]J|[M-REAL]L|[L/M]N|[L/M]O|[L/M]Q|[L/M]AF|[L/M]T|[L/M]AA|[L/M]M|[L/M]AD|[L/M]H|[M-REAL]V|[L]AA|[L/M]U|[L/M]F|[L]AA|[L/M]Z|[L]P|[L]B|[L]L|[L/M]AB|[M-REAL]AA|[L/M]AD|[L]Z|[L/M]Z|[L/M]AB|[M-REAL]AA|[M-REAL]t26t24|[L]V|[L/M]Y|[L/M]D|[M-REAL]B|[L]AD
109,"instance_195",1,Yes,"9,393.00","13.00","335.00","39.00","1,635.00","0.82","0.81","67.00","0.85","39.00","4,402.00",[L/M]A|[L]E|[L/M]C|[M-REAL]E|[L/M]P|[L]T|[L/M]S|[M-REAL]X|[L/M]Z|[L/M]AE|[L/M]L|[L/M]G|[L/M]AC|[L/M]R|[L]D|[L/M]AF|[L/M]J|[L/M]N|[L/M]AA|[L/M]Q|[M-REAL]T|[L/M]O|[L]AA|[L/M]M|[L/M]W|[L]F|[L/M]AD|[L/M]Z|[L/M]U|[L/M]AC|[M-REAL]AA|[L]X|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]H|[M-REAL]F|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[M-REAL]D|[L/M]B
110,"instance_160",1,Yes,"103,667.00","17.00","2,685.00","39.00","21,250.00","0.81","0.75","67.00","0.74","39.00","33,917.00",[L/M]A|[L/M]C|[L/M]E|[L/M]X|[L/M]P|[L]O|[L/M]L|[M-REAL]O|[L/M]AE|[L]AD|[L/M]Z|[L]AA|[L/M]R|[L/M]G|[L]Y|[L/M]S|[L/M]AB|[M-REAL]N|[L/M]M|[L/M]K|[L/M]AA|[L/M]Q|[L/M]AD|[L/M]H|[L]Z|[L/M]F|[L/M]Z|[L]AD|[L]AB|[L]N|[L]U|[L]W|[L/M]T|[M-REAL]V|[M-REAL]U|[L/M]AC|[L/M]AA|[M-REAL]AD|[L/M]AF|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[M-REAL]Y|[L/M]D|[L/M]B
111,"instance_332",1,Yes,"186,623.00","21.00","4,909.00","39.00","44,332.00","0.78","0.69","67.00","0.64","39.00","58,812.00",[L]X|[L/M]A|[L/M]C|[M-REAL]X|[L/M]E|[L/M]L|[M-REAL]P|[L/M]S|[L/M]AE|[L/M]Z|[L/M]G|[L/M]AC|[L/M]O|[L/M]R|[L/M]AF|[L]Z|[L]P|[L/M]N|[L]AC|[L]AD|[L/M]M|[L/M]Q|[L]H|[L/M]AA|[L/M]K|[M-REAL]H|[L/M]AD|[L/M]F|[M-REAL]T|[L]D|[L/M]W|[L]AA|[L/M]U|[L]AA|[L]AD|[L/M]Z|[L/M]AC|[M-REAL]AA|[M-REAL]t26t24|[L/M]Y|[M-REAL]D|[L]AB|[L]AA|[L]Z|[L]T|[L/M]B
112,"instance_379",1,Yes,"68,332.00","23.00","1,660.00","35.00","14,652.00","0.69","0.63","63.00","0.63","35.00","22,030.00",[M-REAL]A|[M-REAL]C|[M-REAL]X|[L/M]Z|[L]L|[L/M]AE|[L/M]P|[L/M]E|[M-REAL]L|[L]X|[L]F|[L/M]S|[L/M]G|[L]U|[L]B|[L/M]O|[L]Z|[L/M]R|[L]AA|[L]V|[L/M]AB|[L/M]K|[L/M]H|[L]M|[L/M]Q|[L/M]AA|[L/M]T|[L]C|[L]AD|[L/M]AF|[L]A|[L]AB|[L/M]AD|[M-REAL]V|[M-REAL]U|[L/M]N|[M-REAL]M|[M-REAL]F|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[M-REAL]B
113,"instance_255",1,Yes,"30,388.00","19.00","814.00","39.00","6,328.00","0.81","0.72","67.00","0.67","39.00","11,653.00",[L/M]A|[M-REAL]C|[L]AB|[L/M]E|[L]AC|[L]AA|[L/M]P|[L/M]S|[L/M]G|[L/M]X|[L]AA|[L/M]I|[L]AA|[L/M]R|[L/M]Q|[M-REAL]L|[L/M]O|[L/M]H|[M-REAL]N|[L]Z|[L/M]M|[M-REAL]AE|[L]L|[L/M]AF|[L/M]F|[L/M]T|[L/M]V|[L/M]U|[L/M]Z|[L/M]AB|[M-REAL]AA|[L]N|[L]AD|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L]AD|[L]AE|[L]Z|[L]C|[L/M]D|[L/M]B
114,"instance_23",1,Yes,"74,246.00","15.00","2,187.00","39.00","15,909.00","0.83","0.78","67.00","0.77","39.00","26,649.00",[L]AA|[L/M]A|[L/M]C|[L/M]E|[L/M]X|[L/M]P|[L/M]S|[L/M]AE|[L/M]G|[L/M]AF|[L/M]Z|[L/M]K|[L/M]L|[L/M]N|[L/M]R|[L/M]AC|[L/M]H|[M-REAL]O|[L]AB|[L/M]M|[L/M]Q|[M-REAL]AA|[L]AB|[L]O|[L/M]AD|[L/M]F|[L/M]Z|[L]AD|[L]Z|[L]U|[L/M]AB|[L/M]AA|[L/M]AD|[L]W|[L/M]Z|[L]AA|[L/M]T|[M-REAL]AB|[M-REAL]V|[M-REAL]U|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[L/M]B
115,"instance_382",1,Yes,"82,052.00","23.00","2,356.00","35.00","18,561.00","0.69","0.63","63.00","0.63","35.00","30,942.00",[L/M]A|[L]H|[L]N|[L/M]C|[M-REAL]P|[L/M]R|[L/M]E|[M-REAL]X|[L/M]Z|[M-REAL]AE|[L]AA|[L]W|[L/M]AF|[L/M]S|[M-REAL]G|[L]X|[L/M]J|[L]P|[L/M]AC|[M-REAL]H|[M-REAL]L|[M-REAL]N|[L/M]O|[L/M]AA|[L/M]Q|[L/M]M|[L]Z|[L]L|[L/M]AD|[L/M]T|[L]G|[L/M]Z|[M-REAL]V|[L/M]AC|[L/M]U|[L/M]AA|[M-REAL]t26t24|[L/M]F|[L]AE|[L]D|[L]AD|[L/M]Y|[M-REAL]D|[L]AC|[L/M]B
116,"instance_387",1,Yes,"129,825.00","23.00","3,018.00","35.00","29,172.00","0.69","0.63","63.00","0.63","35.00","40,929.00",[L]P|[L/M]A|[L/M]C|[M-REAL]P|[L/M]E|[L]B|[L/M]X|[L]Y|[L/M]L|[M-REAL]Z|[L/M]AC|[L/M]AE|[L/M]AA|[L/M]S|[L]AB|[L/M]O|[L/M]AF|[M-REAL]R|[L/M]Q|[L]R|[L]M|[L]V|[L/M]N|[L/M]T|[M-REAL]V|[M-REAL]G|[M-REAL]M|[M-REAL]I|[L/M]H|[L]AA|[L/M]U|[L]AD|[L/M]F|[L]Z|[L]K|[L]Z|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]t26t24|[M-REAL]Y|[L]G|[L/M]D|[M-REAL]B
117,"instance_193",1,Yes,"32,372.00","15.00","890.00","39.00","6,031.00","0.83","0.78","67.00","0.77","39.00","12,309.00",[L/M]A|[L/M]C|[L]N|[L/M]P|[L/M]S|[L/M]E|[L]AA|[L/M]X|[L/M]Z|[L/M]AE|[L/M]R|[L]B|[L/M]G|[L/M]L|[M-REAL]N|[L]AD|[L]F|[L/M]Q|[L]D|[L/M]K|[L/M]AF|[L/M]O|[L/M]AC|[L/M]H|[L/M]T|[L/M]AA|[L/M]M|[M-REAL]F|[L/M]V|[L/M]U|[L]Z|[L]AB|[L/M]AD|[M-REAL]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[M-REAL]D|[M-REAL]B|[L]Z
118,"instance_216",1,Yes,"38,030.00","15.00","1,062.00","39.00","6,825.00","0.83","0.78","67.00","0.77","39.00","13,838.00",[L/M]A|[M-REAL]C|[L/M]E|[L]R|[L/M]X|[L/M]AE|[L/M]P|[M-REAL]R|[L/M]L|[L/M]Z|[L/M]G|[L]AA|[L/M]S|[L]F|[L/M]N|[L]M|[L/M]AC|[L/M]O|[M-REAL]M|[L/M]J|[L]D|[L/M]AA|[L/M]AD|[L/M]Q|[L/M]H|[M-REAL]F|[L/M]AF|[L/M]T|[L/M]Z|[L/M]AC|[L/M]W|[L]Z|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L]AD|[L/M]U|[M-REAL]t26t24|[L]AC|[L/M]Y|[M-REAL]D|[L]C|[L/M]B
119,"instance_420",1,Yes,"131,455.00","19.00","3,289.00","39.00","28,572.00","0.81","0.72","67.00","0.67","39.00","43,115.00",[L/M]A|[L/M]C|[L/M]X|[L/M]P|[L/M]R|[L]F|[L/M]AE|[L/M]E|[L]H|[L/M]AF|[L/M]S|[L/M]Z|[L/M]L|[L]AD|[L/M]Q|[L/M]G|[L]AC|[L/M]I|[L]Z|[L/M]T|[M-REAL]H|[L/M]N|[L]M|[L/M]O|[M-REAL]M|[M-REAL]F|[L]B|[L/M]W|[L]Z|[L]Z|[L/M]AB|[L/M]AA|[L/M]AD|[M-REAL]Z|[L/M]U|[L]AA|[L/M]AB|[L]AD|[L]AA|[L]AC|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[M-REAL]B
120,"instance_464",1,Yes,"16,171.00","15.00","534.00","39.00","2,933.00","0.83","0.78","67.00","0.77","39.00","7,072.00",[L/M]A|[M-REAL]C|[L]Y|[L/M]P|[L]AD|[L/M]R|[L/M]X|[L/M]S|[L/M]E|[L/M]AE|[L/M]L|[L/M]Q|[L/M]Z|[L/M]G|[L]AA|[L/M]AF|[L/M]N|[L/M]K|[L/M]AC|[M-REAL]AA|[L/M]AD|[M-REAL]T|[L/M]W|[M-REAL]O|[L/M]M|[L/M]H|[L]T|[L]AC|[L]Z|[L/M]F|[L/M]U|[L]AA|[L]O|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]t26t24|[M-REAL]Y|[L]C|[L/M]D|[L/M]B
