Case_id,Replayed,Model_Fitness_Initial,Model_Fitness _Final,Time,|Alignment| Initial,|Alignment| Final,|Trace|,|Parikh_Trace|,|Model's Move|,Alignment
139|,1,0.344827586206897,0.4,0.616999864578247,43,39,24,25,25,[L]I|[M]A|[L/M]C|[L]J|[L]P|[M]E|[L/M]G|[L/M]M|[M]O|[L]B|[M]Q|[L/M]T|[L/M]H|[L]A|[M]I|[L/M]V|[L]R|[L/M]W|[M]P|[L/M]L|[M]S|[L]E|[M]O|[L]D|[M]R|[L/M]U|[L]N|[M]P|[L]S|[M]t15t13|[L]O|[M]J|[L]P|[M]N|[L]Q|[L/M]F|[M]D|[L]O|[M]B|
138|,1,0.518518518518519,0.666666666666667,0.343000173568726,33,27,20,21,21,[L]E|[M]A|[L/M]C|[M]E|[L]A|[M]M|[L/M]G|[L/M]O|[L]V|[L/M]H|[L]M|[L/M]T|[M]V|[L/M]Q|[L/M]I|[L/M]L|[L/M]J|[L/M]P|[M]t15t13|[L/M]W|[L]D|[M]U|[L/M]N|[L/M]F|[L]U|[M]D|[L/M]B|
487|,1,0.591836734693878,0.711111111111111,0.932999849319458,64,57,44,45,45,[L]T|[M]A|[L/M]C|[L/M]E|[L/M]M|[L/M]G|[L/M]O|[L]A|[M]Q|[L]S|[M]T|[L]P|[M]H|[L/M]I|[M]V|[L/M]P|[L/M]L|[L/M]W|[M]S|[L/M]J|[L/M]U|[L]H|[L/M]O|[L]S|[M]Q|[L/M]P|[L/M]S|[L/M]O|[L/M]Q|[L]R|[L]V|[M]P|[L/M]S|[L/M]O|[L/M]R|[L]P|[L/M]P|[L/M]S|[L/M]O|[L]Q|[M]R|[L/M]P|[L]N|[M]S|[L/M]O|[L/M]R|[L/M]P|[L/M]S|[L/M]O|[L/M]R|[M]P|[M]t15t13|[L]Q|[M]N|[L/M]F|[L/M]D|[L/M]B|
6|,1,0.538461538461538,0.666666666666667,0.336999893188477,32,27,20,21,21,[L/M]A|[L]M|[M]C|[L/M]E|[L]C|[M]M|[L]R|[L/M]G|[M]O|[L/M]H|[M]R|[L/M]T|[L/M]I|[L/M]V|[L/M]K|[M]W|[L/M]U|[L]W|[M]P|[L]O|[M]t15t13|[L/M]J|[L]P|[L/M]N|[L/M]F|[L/M]D|[L/M]B|
256|,1,0.418604651162791,0.5625,0.787000179290772,72,61,47,40,32,[L/M]A|[L]AZ|[L/M]C|[L]AJ|[L/M]X|[L]AL|[L/M]AN|[L/M]AP|[L]D|[M]AT|[L/M]AR|[L]AG|[M]AX|[L]AA|[M]Z|[L]AT|[M]AG|[L/M]AB|[L]AT|[L/M]AD|[L/M]AQ|[L]AM|[M]AJ|[L]AO|[M]AK|[L/M]AS|[M]AL|[L/M]AU|[L/M]AE|[L/M]AY|[L/M]AI|[L/M]AF|[L]Z|[L]AX|[L/M]AH|[L/M]AC|[L]BA|[M]AZ|[L]BC|[M]AM|[L]BB|[M]AO|[L]BF|[M]t51t24|[L]BA|[M]AA|[L]BC|[M]Y|[L]BB|[M]D|[L/M]B|[L]BF|[L]BA|[L]BE|[L]BB|[L]AV|[L]AK|[L]AU|[L]AY|[L]AZ|[L]Y|
407|,1,0.523809523809524,0.6875,0.984999895095825,71,61,51,44,32,[L/M]A|[L/M]C|[L/M]X|[L]B|[L/M]AT|[L/M]Z|[L/M]AX|[L/M]AG|[L/M]AB|[L]AQ|[M]AN|[L/M]AK|[L]BC|[L]AS|[M]AU|[L/M]AD|[L]BA|[M]AJ|[L]AO|[L/M]AL|[M]AP|[L/M]AI|[L/M]AY|[L/M]AF|[L/M]AE|[L]BC|[L/M]AH|[L/M]AZ|[L]BA|[L]BD|[L]BB|[L]AA|[L]BF|[L]BB|[L]AJ|[L/M]AR|[L]AU|[L]BF|[M]AS|[L]BA|[M]AQ|[L/M]AC|[L]BA|[L]BB|[L]BF|[L/M]AM|[L]AP|[L]BC|[L]BB|[L]AT|[L]AV|[L]AU|[M]AO|[L]AY|[M]t51t24|[L]AZ|[M]AA|[L/M]Y|[L/M]D|[L]AN|[M]B|
259|,1,0.469387755102041,0.75,0.632999897003174,57,39,31,32,32,[L/M]A|[L/M]C|[L/M]X|[M]AT|[L/M]Z|[M]AV|[L/M]AN|[L/M]AR|[L]AT|[L/M]AP|[M]AU|[L/M]AL|[M]AB|[L/M]AG|[L/M]AF|[L/M]AI|[L]AV|[L/M]AM|[L/M]AD|[L/M]AS|[L]AB|[M]AY|[L/M]AQ|[L/M]AO|[L/M]AJ|[L/M]AE|[L/M]AK|[L]D|[M]AZ|[L/M]AC|[L]AU|[L]AY|[L/M]AH|[M]t51t24|[L/M]AA|[L]AZ|[L/M]Y|[M]D|[L/M]B|
255|,1,0.75,0.857142857142857,0.31600022315979,26,23,20,21,21,[L/M]A|[L/M]C|[L/M]E|[L/M]M|[L/M]G|[L]F|[L/M]H|[M]O|[L/M]R|[L/M]T|[L/M]I|[L/M]P|[L/M]W|[L/M]V|[L/M]L|[M]t15t13|[L/M]U|[L/M]J|[L/M]N|[L]O|[M]F|[L/M]D|[L/M]B|
406|,1,0.5,0.59375,0.800999879837036,79,72,59,36,32,[L/M]A|[L/M]C|[L/M]X|[L/M]Z|[L]AZ|[L/M]AT|[L/M]AL|[L]AR|[L]AD|[L]AE|[L/M]AX|[L]AS|[L/M]AM|[L]BA|[L/M]AG|[L]AP|[L/M]AI|[L]AQ|[L/M]AK|[M]AN|[L/M]AU|[L/M]AJ|[L]AY|[L/M]AB|[L]AO|[L]AT|[L/M]AH|[L]AC|[L]AU|[L]AA|[L]AT|[L]BD|[L]BC|[L]AT|[L]AX|[M]AP|[L]AU|[M]AR|[L/M]AY|[L]AZ|[L/M]AF|[L]BC|[L]BB|[L]AV|[M]AD|[L]AN|[M]AE|[L]BA|[M]AS|[L]AY|[M]AQ|[L/M]AZ|[L]BA|[M]AC|[L]BD|[M]AO|[L]BB|[M]t51t24|[L]BF|[M]AA|[L]BA|[M]Y|[L]BB|[M]D|[L/M]B|[L]AW|[L]AU|[L]AY|[L]AZ|[L]BB|[L]Y|[L]D|
9|,1,0.583333333333333,0.707317073170732,0.901999950408936,60,52,40,41,41,[L/M]A|[L]O|[L]O|[M]C|[L/M]E|[L/M]G|[L/M]M|[L/M]O|[L/M]T|[L]C|[L/M]Q|[M]H|[L/M]I|[L/M]L|[L/M]V|[L]P|[M]W|[L/M]P|[L/M]U|[L/M]J|[L/M]S|[L/M]O|[L]R|[M]Q|[L/M]P|[L/M]S|[M]O|[L/M]Q|[M]P|[L/M]S|[L]S|[M]O|[L]Q|[M]R|[L/M]P|[L/M]S|[L]H|[M]O|[L/M]R|[L/M]P|[L]O|[M]S|[L]W|[L/M]O|[M]R|[L/M]P|[L]R|[M]t15t13|[L/M]N|[L/M]F|[L/M]D|[L/M]B|
23|,1,0.615384615384615,0.648648648648649,0.769000053405762,51,49,36,37,37,[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L/M]M|[L]P|[L]V|[M]O|[L]I|[M]Q|[L/M]T|[L/M]H|[L]L|[L]R|[M]I|[L]J|[M]V|[L/M]W|[L/M]P|[L/M]U|[L]D|[L/M]S|[L]O|[L/M]O|[L/M]Q|[L/M]P|[L/M]S|[L/M]O|[L/M]R|[M]P|[L/M]S|[M]O|[L/M]R|[L/M]P|[M]S|[L/M]O|[M]R|[L]Q|[M]P|[L]O|[M]L|[L]S|[M]t15t13|[L]P|[M]J|[L/M]N|[L/M]F|[M]D|[L/M]B|
34|,1,0.487179487179487,0.636363636363636,0.654000043869019,52,44,32,33,33,[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L/M]M|[M]O|[L/M]H|[L]S|[M]Q|[L]V|[M]T|[L]D|[M]V|[L]R|[M]I|[L/M]W|[L/M]K|[L]T|[L/M]P|[L/M]U|[L/M]J|[L/M]S|[L/M]O|[L]S|[M]Q|[L/M]P|[L]R|[M]S|[L/M]O|[L]Q|[M]R|[L/M]P|[M]S|[L/M]O|[L]Q|[M]R|[L/M]P|[M]t15t13|[L/M]N|[L/M]F|[L]O|[L]I|[M]D|[L/M]B|
30|,1,0.5,0.625,1.54999995231628,167,159,147,52,32,[L/M]A|[L/M]C|[L/M]X|[L]AT|[L/M]AN|[L]BF|[L]AB|[L/M]AR|[L]AD|[L/M]AP|[L]AY|[L]AE|[L]AY|[L]AM|[L]AF|[L/M]AQ|[L]BA|[L/M]AS|[L]BB|[L/M]AO|[L]AJ|[L]AC|[L]AY|[L]AH|[L]AU|[L]BA|[L]AA|[L]BF|[L]BC|[L]BB|[L]AT|[L]AT|[L]AV|[L]AU|[L]AX|[L]AZ|[L]BA|[L]BC|[L]BB|[L]AT|[L]AX|[L]AU|[L]AY|[L]AZ|[L]BB|[L]BA|[L]BC|[L]BB|[L]AU|[L]BD|[L]BB|[L]BC|[L]AZ|[L]AX|[L]AU|[L]AY|[L]AZ|[L]BA|[L]BE|[L]AY|[L/M]AT|[L/M]AX|[L]BD|[L]AZ|[L]AY|[L]AZ|[L]BA|[L]AT|[L]AK|[L]AT|[L]AV|[L]AU|[L]AY|[L]BB|[L]BA|[L]BE|[L]BB|[L]BF|[L]BA|[L]BE|[L]BB|[L]BB|[L]BD|[L]AT|[L]AV|[L]AU|[L]AI|[L]AZ|[L]BA|[L]BF|[L]AY|[L]BC|[L]BB|[L]AT|[L]AW|[L]AU|[L]BB|[L]AZ|[L]BA|[L]AU|[L]AT|[L]AV|[L]AU|[L]AY|[L]AZ|[L]BA|[L]BC|[L]BB|[L]AT|[L/M]Z|[L]BC|[L/M]AG|[L]BA|[L]AZ|[L]BA|[L]BC|[L]BB|[L/M]AU|[L]BA|[L]BC|[L]AZ|[L]AT|[M]AB|[L]AW|[M]AI|[L]AU|[M]AJ|[L]AY|[M]AK|[L/M]AY|[L]AT|[L]BA|[L]BB|[L/M]AZ|[L]AX|[L]AU|[L]AY|[M]AD|[L/M]AL|[L]BA|[L]BD|[L]BB|[L]BF|[M]AE|[L]BA|[M]AF|[L]BB|[M]AH|[L]AW|[M]AC|[L]BD|[M]AM|[L]AV|[M]t51t24|[L]AZ|[M]AA|[L/M]Y|[L/M]D|[L/M]B|
24|,1,0.516129032258065,0.64,0.538000106811523,39,33,24,25,25,[L/M]A|[L/M]C|[L/M]E|[M]M|[L/M]G|[M]O|[L/M]R|[L/M]H|[L/M]T|[L]O|[L/M]W|[L/M]I|[L]M|[M]P|[L/M]V|[M]S|[L/M]L|[M]O|[L]F|[M]R|[L/M]P|[L/M]U|[L]O|[L]R|[M]t15t13|[L/M]J|[L]P|[L/M]N|[L]B|[M]F|[L]S|[L/M]D|[M]B|
20|,1,0.521739130434783,0.75,0.70199990272522,61,47,39,32,32,[L/M]A|[L/M]C|[L]AJ|[L/M]X|[L/M]AN|[L/M]Z|[L/M]AT|[L/M]AR|[L/M]AP|[M]AX|[L/M]AB|[L/M]AG|[L/M]AS|[L/M]AD|[L]AZ|[L/M]AU|[L/M]AL|[L]AX|[M]AJ|[L/M]AK|[L/M]AE|[L]AO|[L/M]AM|[L/M]AI|[L]AC|[L]AU|[L/M]AH|[L/M]AY|[L]BA|[M]AF|[L]AA|[M]AQ|[L/M]AZ|[L]BC|[L]BB|[L]AT|[L]AX|[M]AC|[L]AF|[M]AO|[L]AY|[M]t51t24|[L]AQ|[M]AA|[L/M]Y|[L/M]D|[L/M]B|
140|,1,0.478260869565218,0.75,0.617000102996826,55,39,31,32,32,[L/M]A|[L]AA|[M]C|[L/M]X|[L/M]AT|[L/M]Z|[L/M]AN|[L/M]AP|[L]D|[L/M]AR|[M]AB|[L/M]AG|[L/M]AL|[L/M]AW|[L/M]AU|[L/M]AM|[L/M]AF|[L/M]AS|[M]AY|[L/M]AD|[L/M]AQ|[L/M]AE|[L/M]AI|[L/M]AJ|[L/M]AK|[L/M]AO|[L]AB|[M]AH|[L/M]AC|[L/M]AZ|[L]C|[M]t51t24|[L]Y|[M]AA|[L]AH|[M]Y|[L]AY|[M]D|[L/M]B|
141|,1,0.5,0.78125,0.648000001907349,53,38,31,32,32,[L/M]A|[L/M]C|[L/M]X|[L/M]AT|[L/M]Z|[L]Y|[L/M]AB|[M]AN|[L/M]AP|[L/M]AX|[M]AU|[L/M]AR|[L/M]AL|[L/M]AS|[L/M]AG|[L/M]AD|[M]AK|[L]AN|[L/M]AM|[L/M]AQ|[L/M]AE|[L/M]AI|[L/M]AF|[L/M]AY|[L/M]AJ|[L]B|[M]AH|[L/M]AZ|[L]AU|[L/M]AO|[L]AK|[M]t51t24|[L/M]AC|[L/M]AA|[M]Y|[L/M]D|[L]AH|[M]B|
131|,1,0.619047619047619,0.719298245614035,1.60199999809265,80,72,56,57,57,[L/M]A|[L/M]C|[L]O|[L]G|[M]E|[L]Q|[M]M|[L]P|[M]G|[L/M]O|[L/M]H|[L/M]T|[L/M]I|[L/M]V|[L/M]Q|[L/M]L|[L/M]P|[L/M]S|[L/M]W|[L/M]J|[L]P|[M]O|[L/M]U|[L]P|[L/M]Q|[L]S|[L/M]P|[L]R|[M]S|[L]E|[M]O|[L/M]Q|[L]R|[M]P|[L/M]S|[L/M]O|[L/M]Q|[L/M]P|[L/M]S|[L/M]O|[M]Q|[L]O|[M]P|[L/M]S|[L/M]O|[L/M]Q|[M]P|[L/M]S|[L/M]O|[L/M]Q|[L/M]P|[L]Q|[M]S|[L/M]O|[M]Q|[L/M]P|[L/M]S|[L/M]O|[L]P|[M]R|[L]M|[M]P|[L/M]S|[L/M]O|[L]S|[M]R|[L/M]P|[M]t15t13|[L/M]N|[L/M]F|[L/M]D|[L/M]B|
130|,1,0.7,0.777777777777778,0.898000001907349,59,54,44,45,45,[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L/M]M|[L]B|[L/M]O|[L/M]Q|[L/M]T|[M]H|[L/M]I|[L/M]L|[L/M]W|[L/M]V|[L/M]P|[L/M]S|[L/M]J|[L/M]U|[L/M]O|[L]R|[M]Q|[L/M]P|[M]S|[L/M]O|[L/M]Q|[L/M]P|[L/M]S|[L/M]O|[L/M]R|[L/M]P|[L/M]S|[L/M]O|[L/M]R|[L/M]P|[L/M]S|[L/M]O|[L]Q|[M]R|[L/M]P|[L]F|[L/M]S|[L]N|[M]O|[L/M]R|[L/M]P|[M]t15t13|[L]O|[M]N|[L]D|[M]F|[L]S|[M]D|[L]H|[M]B|
33|,1,0.48,0.571428571428571,0.399999856948852,33,29,20,21,21,[L/M]A|[L/M]C|[L/M]E|[L]J|[M]M|[L]W|[M]G|[L/M]H|[L]B|[M]O|[L/M]T|[L/M]R|[L]G|[M]I|[L]O|[L/M]K|[M]W|[L/M]P|[M]t15t13|[L/M]V|[L/M]U|[L]D|[M]J|[L/M]N|[L/M]F|[L]M|[M]D|[L]I|[M]B|
144|,1,0.492307692307692,0.524590163934426,2.67900013923645,93,89,60,61,61,[L/M]A|[L]O|[M]C|[L/M]E|[M]M|[L]S|[M]G|[L]J|[M]O|[L/M]T|[L]R|[M]Q|[L/M]V|[L]N|[M]H|[L]R|[M]I|[L]O|[M]W|[L/M]L|[M]P|[L]H|[M]S|[L]P|[M]O|[L]I|[M]Q|[L/M]U|[M]P|[L/M]S|[L]C|[M]O|[L/M]R|[L/M]P|[L/M]S|[L]G|[M]O|[L]M|[M]R|[L/M]P|[L/M]S|[L]P|[L]S|[M]O|[L/M]R|[L/M]P|[L]W|[L/M]S|[L/M]O|[L/M]R|[L]R|[M]P|[L]O|[M]S|[L/M]O|[L/M]R|[L]Q|[L/M]P|[L/M]S|[L]R|[M]O|[L]P|[M]R|[L/M]P|[L/M]S|[L/M]O|[L]B|[L/M]R|[L/M]P|[L/M]S|[L/M]O|[L]P|[M]R|[L]O|[M]P|[L/M]S|[L/M]O|[M]R|[L]O|[M]P|[L]O|[M]t15t13|[L]Q|[M]J|[L]P|[M]N|[L/M]F|[L/M]D|[M]B|
38|,1,0.468085106382979,0.71875,0.718999862670898,56,40,31,32,32,[L]AH|[M]A|[L/M]C|[L/M]X|[L/M]AN|[M]AT|[L/M]Z|[L]AZ|[L/M]AR|[M]AG|[L/M]AP|[L/M]AI|[L/M]AB|[L/M]AV|[L/M]AS|[L/M]AU|[L/M]AL|[L/M]AM|[L/M]AD|[L]AO|[M]AY|[L/M]AJ|[L/M]AK|[L/M]AQ|[L/M]AE|[L]B|[M]AH|[L/M]AF|[L]AG|[M]AZ|[L]A|[M]AO|[L]AT|[L/M]AC|[M]t51t24|[L/M]AA|[L/M]Y|[L/M]D|[L]AY|[M]B|
28|,1,0.560975609756098,0.71875,0.480999946594238,69,60,51,36,32,[L/M]A|[L/M]C|[L]BF|[L/M]X|[L/M]Z|[L/M]AN|[L/M]AT|[L/M]AR|[L/M]AP|[L/M]AL|[L]AW|[M]AV|[L/M]AG|[L]AE|[L/M]AS|[L]AD|[L]AO|[L/M]AM|[L/M]AI|[L/M]AU|[L]AU|[M]AB|[L/M]AF|[L/M]AJ|[L]AY|[L]AZ|[L]AH|[L]BA|[L]AA|[L]BE|[M]AK|[L/M]AY|[L]BB|[L]AT|[L]AV|[M]AD|[L]AY|[M]AE|[L]BA|[M]AH|[L/M]AQ|[L/M]AZ|[L]AB|[L]BA|[L]BD|[L/M]AC|[L]BB|[L]BC|[L]BB|[L]AT|[L]AV|[L]AU|[M]AO|[L]AK|[M]t51t24|[L]AZ|[M]AA|[L/M]Y|[L/M]D|[L/M]B|
27|,1,0.51219512195122,0.65625,1.01099991798401,107,98,87,48,32,[L/M]A|[L/M]C|[L/M]X|[L/M]AT|[L/M]Z|[L]BF|[L]AR|[L]BB|[L/M]AB|[L/M]AG|[L]AP|[L/M]AL|[L/M]AV|[L]BF|[L/M]AK|[L]AS|[L/M]AM|[L]AQ|[L/M]AE|[M]AN|[L/M]AU|[L/M]AF|[L]BA|[L]AO|[L]AC|[M]AI|[L/M]AJ|[L]BC|[L]AT|[L]AZ|[L/M]AH|[L]BA|[L]AZ|[L]BE|[L]AA|[L]BB|[L]AT|[L]AX|[M]AP|[L]AU|[M]AR|[L/M]AY|[L/M]AD|[L]AZ|[L]BA|[L]BC|[L]BB|[L]AT|[L]BE|[L]AX|[L]AU|[L]AY|[L]AZ|[L]BA|[L]BE|[L]BB|[L]BA|[L]BE|[L]BB|[L]BF|[L]AU|[L]BB|[L]BA|[L]AU|[L]BF|[L]BA|[L]BB|[L]AN|[L]AT|[L]D|[L]AI|[M]AS|[L]AY|[M]AQ|[L/M]AZ|[L]BA|[L]BC|[L]BB|[L]AT|[L]AV|[L]BC|[L]AY|[L]BA|[L]BE|[L]BB|[L]AY|[L]AW|[M]AC|[L]AU|[M]AO|[L]AY|[M]t51t24|[L]AZ|[M]AA|[L/M]Y|[L]AV|[M]D|[L/M]B|
145|,1,0.603448275862069,0.679245283018868,1.2480001449585,75,69,52,53,53,[M]A|[L/M]C|[L]P|[M]E|[L/M]G|[L/M]M|[L/M]O|[M]Q|[L/M]T|[L/M]H|[L]R|[L]R|[M]I|[L/M]V|[L/M]W|[L/M]U|[L/M]L|[M]P|[L/M]J|[M]S|[L/M]O|[L/M]Q|[L]E|[M]P|[L/M]S|[L/M]O|[L]P|[M]Q|[L/M]P|[L]I|[L/M]S|[L/M]O|[L]S|[L]R|[M]Q|[L/M]P|[L/M]S|[L/M]O|[L/M]Q|[L/M]P|[M]S|[L/M]O|[L]Q|[M]R|[L/M]P|[L/M]S|[L/M]O|[L]P|[M]R|[L/M]P|[L/M]S|[L/M]O|[L]Q|[L]S|[L]B|[M]R|[L/M]P|[L/M]S|[L/M]O|[M]R|[L]Q|[M]P|[L]R|[M]t15t13|[L/M]N|[L/M]F|[L/M]D|[L]A|[M]B|
135|,1,0.522727272727273,0.71875,0.901999950408936,76,64,55,32,32,[L]C|[M]A|[L]AZ|[M]C|[L/M]X|[L/M]AN|[L/M]Z|[L/M]AT|[L/M]AR|[L/M]AP|[L/M]AQ|[L/M]AG|[L/M]AV|[L]AD|[L]AU|[L/M]AL|[L/M]AU|[L]AE|[L/M]AM|[M]AB|[L/M]AI|[L/M]AF|[L]AC|[L]AY|[L/M]AS|[L/M]AK|[L]A|[L]AB|[L]BA|[M]AJ|[L/M]AH|[L]BC|[L]AA|[L]BB|[L]AT|[L]AW|[L/M]AO|[L/M]AY|[L]AZ|[L]BA|[L]AJ|[L]AU|[L]BB|[L]AT|[L]AV|[L]BD|[M]AD|[L]AY|[M]AE|[L/M]AZ|[L]BA|[L]BD|[L]BB|[L]AT|[L]AV|[L]AU|[M]AC|[L]AY|[M]t51t24|[L]AZ|[M]AA|[L/M]Y|[L/M]D|[L/M]B|
134|,1,0.615384615384615,0.875,0.802000045776367,46,35,31,32,32,[L/M]A|[L]AM|[L/M]C|[L/M]X|[L/M]AT|[L/M]Z|[M]AG|[L/M]AN|[L/M]AB|[L/M]AK|[L/M]AL|[L]D|[L/M]AE|[L/M]AR|[L/M]AI|[L/M]AD|[L/M]AV|[L/M]AP|[L/M]AF|[L/M]AS|[L/M]AU|[L]AG|[L/M]AQ|[L/M]AJ|[L/M]AY|[L/M]AZ|[M]AM|[L/M]AO|[L/M]AC|[L/M]AH|[M]t51t24|[L/M]AA|[L/M]Y|[M]D|[L/M]B|
37|,1,0.739130434782609,0.80952380952381,0.36899995803833,26,24,20,21,21,[L/M]A|[L/M]C|[L/M]E|[L/M]M|[L/M]G|[L/M]O|[L/M]T|[L/M]W|[L]J|[M]Q|[L/M]H|[L/M]I|[L/M]V|[L/M]P|[M]t15t13|[L/M]K|[L/M]U|[L]Q|[M]J|[L/M]N|[L]B|[L/M]F|[L/M]D|[M]B|
261|,1,0.394736842105263,0.46875,0.953999996185303,62,56,39,32,32,[L/M]A|[L]X|[L]Z|[L]AN|[M]C|[L]AG|[M]X|[L/M]AT|[L]AR|[L]AS|[L]AL|[L]AO|[L/M]AW|[L]AB|[L]AP|[M]Z|[L]AM|[M]AG|[L]AD|[M]AN|[L]AQ|[L/M]AK|[M]AB|[L/M]AI|[L/M]AJ|[L/M]AU|[L/M]AE|[M]AL|[L]AA|[M]AP|[L/M]AF|[M]AR|[L]AW|[M]AY|[L]C|[M]AD|[L/M]AC|[L/M]AZ|[L/M]AH|[L]BC|[L]BA|[L]AY|[M]AS|[L]BB|[M]AQ|[L]AT|[M]AM|[L]AU|[M]AO|[L]AY|[M]t51t24|[L]AZ|[M]AA|[L/M]Y|[L/M]D|[L/M]B|
240|,1,0.434782608695652,0.71875,0.749000072479248,57,40,31,32,32,[L/M]A|[L/M]C|[L/M]X|[L/M]AN|[L/M]Z|[L/M]AT|[M]AX|[L/M]AL|[L/M]AG|[L/M]AP|[L]Y|[M]AB|[L/M]AU|[L]AO|[L/M]AQ|[L]AS|[L/M]AI|[L/M]AD|[L]B|[L/M]AR|[M]AE|[L/M]AM|[M]AF|[L/M]AK|[L/M]AC|[L/M]AJ|[L]AB|[M]AS|[L]AF|[L/M]AY|[M]AO|[L/M]AH|[L/M]AZ|[M]t51t24|[L/M]AA|[L]AX|[M]Y|[L/M]D|[L]AE|[M]B|
262|,1,0.5,0.8125,0.700999975204468,55,37,31,32,32,[L/M]A|[L]AY|[M]C|[L/M]X|[L/M]Z|[L/M]AB|[L/M]AT|[L/M]AG|[L/M]AL|[L]C|[M]AN|[L/M]AP|[L/M]AR|[L/M]AD|[L/M]AV|[L/M]AM|[L/M]AU|[L/M]AJ|[L/M]AI|[L]Y|[M]AY|[L/M]AQ|[L/M]AK|[L/M]AF|[L/M]AE|[L]AN|[M]AS|[L/M]AO|[L/M]AZ|[L/M]AH|[L/M]AC|[M]t51t24|[L/M]AA|[L]AS|[M]Y|[L/M]D|[L/M]B|
241|,1,0.478260869565218,0.71875,0.868000030517578,87,72,63,32,32,[L]AV|[L/M]A|[L]BB|[M]C|[L/M]X|[L/M]Z|[L/M]AT|[L/M]AN|[L/M]AB|[L]AY|[L/M]AR|[L/M]AP|[L]AY|[L]AJ|[L/M]AQ|[L/M]AD|[L/M]AS|[L]AY|[L/M]AL|[L]AI|[L/M]AO|[L/M]AF|[L]AZ|[L]AU|[L]AC|[L]AY|[L]AH|[L]AZ|[L]AA|[L]BA|[L]BD|[L]BB|[L]Y|[L/M]AW|[L]AT|[L]AU|[L]BA|[L]AZ|[L]BA|[L]BC|[L]C|[L]AT|[L]AV|[L/M]AU|[L]AZ|[L/M]AG|[L/M]AY|[L]BC|[L]BB|[M]AI|[L]AT|[M]AJ|[L]AW|[M]AK|[L]AU|[M]AH|[L/M]AE|[L/M]AZ|[L]BA|[L]BC|[L]BB|[L]AT|[M]AC|[L]AW|[M]t51t24|[L]AU|[L/M]AM|[M]AA|[L]AK|[M]Y|[L/M]D|[L/M]B|
148|,1,0.428571428571429,0.48,0.370000123977661,40,37,24,25,25,[L]B|[M]A|[L]R|[M]C|[L]D|[M]E|[L/M]M|[L/M]G|[M]O|[M]Q|[L]E|[M]T|[L/M]H|[L/M]I|[L]O|[M]W|[L/M]P|[L]C|[M]S|[L/M]L|[M]O|[L]A|[M]R|[L/M]P|[L/M]V|[L/M]J|[L]S|[M]t15t13|[L/M]U|[L]O|[L]Q|[L]T|[L/M]N|[L/M]F|[M]D|[L]W|[M]B|
127|,1,0.64,0.761904761904762,0.36899995803833,29,25,20,21,21,[L/M]A|[L]N|[M]C|[L/M]E|[L/M]M|[L/M]G|[L/M]O|[M]Q|[L/M]T|[L/M]H|[L/M]W|[L/M]P|[L/M]I|[L]J|[L]Q|[L/M]L|[M]t15t13|[L/M]V|[L/M]U|[M]J|[L]C|[M]N|[L/M]F|[L/M]D|[L/M]B|
265|,1,0.6,0.787878787878788,0.685999870300293,48,39,32,33,33,[L/M]A|[L]O|[L/M]C|[L]P|[L/M]E|[L/M]G|[L/M]M|[L]S|[L/M]H|[M]O|[L/M]Q|[L]F|[M]T|[L/M]I|[L/M]P|[L/M]V|[L/M]W|[M]S|[L/M]O|[L/M]L|[L/M]U|[L/M]J|[L]O|[L/M]R|[M]P|[L/M]S|[L/M]O|[L/M]R|[L/M]P|[L/M]S|[M]O|[L/M]R|[L/M]P|[M]t15t13|[L/M]N|[L]T|[M]F|[L/M]D|[L/M]B|
149|,1,0.456521739130435,0.71875,0.668999910354614,56,40,31,32,32,[L/M]A|[L]AT|[M]C|[L/M]X|[L]AA|[M]AT|[L/M]AN|[L]AY|[M]AV|[L/M]AR|[L/M]Z|[L]C|[M]AU|[L/M]AG|[L/M]AP|[L/M]AB|[M]AJ|[L/M]AS|[L/M]AL|[L/M]AI|[L]AV|[M]AY|[L/M]AD|[L/M]AQ|[L/M]AM|[L]AU|[L/M]AF|[L/M]AK|[L/M]AE|[M]AZ|[L/M]AO|[L/M]AH|[L]AJ|[L/M]AC|[M]t51t24|[L]AZ|[M]AA|[L/M]Y|[L/M]D|[L/M]B|
128|,1,0.34375,0.44,0.546000003814697,45,38,24,25,25,[L/M]A|[M]C|[L]M|[M]E|[L]J|[M]M|[L/M]G|[L]D|[M]O|[L/M]H|[L]U|[M]Q|[L/M]T|[L/M]I|[L]F|[L/M]P|[L/M]L|[L/M]V|[M]S|[L/M]W|[L]E|[M]O|[L]S|[M]R|[L/M]P|[L]O|[M]t15t13|[L]N|[M]U|[L]O|[M]J|[L]R|[M]N|[L]Q|[M]F|[L]C|[M]D|[L/M]B|
