Case_id,Replayed,Model_Fitness_Initial,Model_Fitness _Final,Time,|Alignment| Initial,|Alignment| Final,|Trace|,|Parikh_Trace|,|Model's Move|,Alignment
5|,1,0.7142857143,0.7878787879,1.7630000114,138,135,128,40,33,[L/M]A|[L/M]C|[M]t2t80|[L/M]CC|[L/M]CD|[L/M]CE|[L/M]CG|[L]FE|[L]CO|[L]EI|[L]CF|[L]CL|[L]CJ|[L]FJ|[L]CK|[L]FB|[L]CO|[L]CR|[L]CQ|[L]CP|[L]CS|[L]DD|[L]DF|[L]DE|[L]CT|[L]DH|[L]DN|[L]DJ|[L]CU|[L]DL|[L]CP|[L]DK|[L]DI|[L]EC|[L]FE|[L]ES|[L]EE|[L]FI|[L]EU|[L]DI|[L]EW|[L]EX|[L]FJ|[L]D|[L]EV|[L]ED|[L]CE|[L]EK|[L]FM|[L]FF|[L]ET|[L]FL|[L]FK|[L]DC|[L]FC|[L]FD|[L]CS|[L]ES|[L]EY|[L]FB|[L]EZ|[L]ET|[L]CC|[L]CD|[L/M]CI|[L]EJ|[L/M]CH|[L]CE|[M]CF|[L/M]CJ|[L/M]CL|[L/M]CK|[L/M]CO|[L/M]CQ|[L]DJ|[L/M]CR|[L/M]CP|[L/M]CS|[L/M]CZ|[L]FF|[L/M]DB|[L]EF|[L]DJ|[M]DC|[L/M]DA|[L/M]CT|[L]DH|[L/M]DH|[L]DO|[L]DM|[L]DK|[L]DI|[L]EC|[L]ES|[L]CF|[L]EE|[L]FI|[L]EY|[L]EF|[L]CH|[L]CT|[L]EZ|[L]CG|[L]ED|[L]ET|[L]FM|[L]FK|[L]FL|[L]CC|[L]CF|[L]CH|[L]CI|[L]CG|[L]CJ|[L]CN|[L]CK|[L]CI|[L]CR|[L]CQ|[L]DO|[L]CY|[L]CV|[L]EM|[L]DN|[M]DJ|[L/M]DN|[L/M]DO|[L/M]DL|[L/M]DK|[M]DI|[L]EI|[M]t112t3|[L]CD|[M]D|[L/M]B|
139|,1,0.6111111111,0.6111111111,0.496999979,25,25,18,18,18,[L/M]A|[L]BR|[M]C|[L/M]AS|[L]AT|[L]BW|[M]BP|[L]C|[M]BQ|[L]D|[M]BR|[L/M]BU|[L/M]BS|[L/M]BV|[L]BQ|[M]BW|[L/M]BX|[L/M]BZ|[L/M]CA|[L/M]CB|[L/M]BY|[M]AT|[L]BP|[M]D|[L/M]B|
138|,1,0.6216216216,0.7666666667,0.646999836,44,37,30,30,30,[L/M]A|[L]V|[L/M]C|[L/M]E|[L/M]T|[M]V|[L]AF|[M]W|[L/M]P|[L]AL|[M]U|[L/M]Y|[L/M]Z|[L]AN|[M]F|[L/M]AA|[L/M]AC|[L/M]AG|[L]W|[L/M]AJ|[L/M]AE|[L/M]AI|[M]AF|[L/M]AH|[L/M]AD|[L/M]AB|[L/M]AK|[L/M]AQ|[L/M]AM|[L/M]AR|[L/M]AP|[L]F|[M]AN|[L]U|[M]AL|[L/M]D|[L/M]B|
487|,1,0.4705882353,0.5333333333,0.739000082,48,44,30,30,30,[L/M]A|[L]I|[M]C|[L/M]E|[L/M]G|[L]AH|[L]AR|[L/M]H|[L]C|[M]I|[L]AP|[M]L|[L]AE|[L/M]K|[M]M|[L/M]J|[L/M]F|[L/M]AA|[L]AD|[M]AG|[L/M]AJ|[L/M]AI|[L]L|[L/M]AC|[L]AG|[M]AE|[L/M]AF|[M]AH|[L]AB|[M]AD|[L]D|[M]AB|[L/M]AK|[L/M]AM|[M]AP|[L/M]AQ|[L]M|[M]AR|[L]B|[M]AN|[L/M]AL|[M]D|[L]AN|[M]B|
6|,1,0.5161290323,0.5666666667,0.7119998932,45,43,30,30,30,[L]C|[L]J|[M]A|[L]AQ|[M]C|[L/M]E|[L]F|[L]I|[M]G|[L/M]H|[L]AG|[M]I|[L]AC|[M]K|[L/M]L|[L]AJ|[M]M|[L]AF|[M]J|[L]G|[M]F|[L/M]AA|[M]AG|[L]M|[M]AC|[L/M]AI|[L]K|[M]AJ|[L/M]AE|[M]AF|[L/M]AH|[L/M]AD|[L/M]AB|[L/M]AK|[L/M]AM|[L]A|[M]AQ|[L/M]AR|[L/M]AP|[L/M]AN|[L/M]AL|[L/M]D|[L/M]B|
256|,1,0.6363636364,0.7,0.7389998436,42,39,30,30,30,[L/M]A|[L/M]C|[L/M]E|[L]Z|[L/M]T|[L]AQ|[L/M]V|[L/M]P|[L/M]W|[L]AJ|[M]U|[L/M]Y|[L]AG|[M]Z|[L/M]F|[L/M]AA|[L]AF|[M]AG|[L/M]AC|[L/M]AI|[L]U|[M]AJ|[L/M]AE|[M]AF|[L/M]AH|[L/M]AD|[L/M]AB|[L/M]AK|[L]AL|[M]AM|[L]AR|[M]AQ|[L/M]AO|[M]AR|[L/M]AN|[L]AM|[M]AL|[L/M]D|[L/M]B|
407|,1,0.7647058824,0.7878787879,1.2650001049,85,84,77,33,33,[L]FE|[M]A|[L/M]C|[M]t2t80|[L/M]CC|[L/M]CD|[L/M]CE|[L/M]CI|[L/M]CG|[L/M]CH|[L]CR|[M]CF|[L/M]CJ|[L/M]CM|[L/M]CK|[L/M]CO|[L/M]CQ|[L/M]CR|[L/M]CP|[L]EM|[L/M]CS|[L/M]CZ|[L/M]DB|[L]DL|[M]DC|[L/M]DA|[L/M]CT|[L/M]DH|[L]EI|[L/M]DJ|[L]FK|[L]DO|[L]DK|[L]DI|[L]EC|[L]ES|[L]A|[L]EE|[L]EU|[L]FG|[L]DN|[L]FF|[L]EW|[L]EX|[L]FJ|[L]EJ|[L]EV|[L]FM|[L]EF|[L]FL|[L]CC|[L/M]DL|[L]ED|[L]ET|[L]CD|[L]CE|[L]CI|[L]CG|[L]CH|[L]CF|[L]CJ|[L]CM|[L]CK|[L]CO|[L]CF|[L]CQ|[L]CP|[L]CS|[L]CX|[L]CV|[L]CT|[L]DH|[L/M]DN|[L]DJ|[L]DI|[M]DK|[L/M]DO|[L]DC|[L]CU|[M]DI|[L]DK|[M]t112t3|[L/M]D|[L/M]B|
259|,1,0.6216216216,0.696969697,0.7290000916,45,41,31,33,33,[L]CJ|[M]A|[L/M]C|[M]t2t80|[L/M]CC|[L/M]CD|[L/M]CE|[L]CR|[L/M]CH|[L/M]CG|[M]CI|[L/M]CF|[L]A|[M]CJ|[L/M]CL|[L/M]CK|[L/M]CO|[L/M]CQ|[L]CI|[M]CR|[L/M]CP|[L/M]CS|[L/M]CZ|[L/M]DC|[L/M]DB|[L]DO|[M]DA|[L]DN|[M]CT|[L/M]DH|[L]CT|[L/M]DJ|[L]DA|[L/M]DM|[M]DN|[L/M]DK|[M]DO|[L/M]DI|[M]t112t3|[L/M]D|[L/M]B|
255|,1,0.5277777778,0.6666666667,0.7209999561,47,40,30,30,30,[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L]AJ|[L/M]H|[L/M]I|[L/M]L|[L]J|[L]AA|[M]M|[L]AB|[L/M]K|[M]J|[L/M]F|[L]D|[M]AA|[L/M]AC|[L/M]AG|[L]B|[M]AI|[L/M]AE|[L]AQ|[M]AJ|[L/M]AF|[L/M]AD|[L/M]AH|[L]AI|[M]AB|[L/M]AK|[L/M]AM|[L]AN|[L/M]AO|[M]AQ|[L/M]AR|[M]AN|[L/M]AL|[M]D|[L]M|[M]B|
406|,1,0.6060606061,0.6666666667,0.7300000191,43,40,30,30,30,[L]AJ|[M]A|[L]AI|[M]C|[L/M]E|[L]AQ|[L/M]G|[L/M]H|[L/M]I|[L]AG|[L/M]K|[L/M]L|[L/M]M|[L/M]J|[L/M]F|[L/M]AA|[L]A|[M]AG|[L]B|[L/M]AC|[M]AI|[L/M]AF|[M]AJ|[L/M]AE|[L/M]AH|[L/M]AD|[L/M]AB|[L]C|[M]AK|[L/M]AM|[L]AR|[M]AQ|[L]D|[L/M]AP|[M]AR|[L/M]AN|[L/M]AL|[M]D|[L]AK|[M]B|
9|,1,0.6571428571,0.71875,1.3519999981,88,85,76,32,32,[L/M]A|[L]DH|[L/M]C|[M]t2t80|[L/M]CC|[L]D|[M]CD|[L/M]CE|[M]CG|[L/M]CH|[L/M]CI|[L]EX|[L/M]CF|[L/M]CJ|[L/M]CL|[L/M]CK|[L/M]CO|[L]CJ|[M]CQ|[L/M]CR|[L/M]CP|[L/M]CS|[L]CD|[M]DD|[L]CI|[M]DF|[L]FF|[M]DE|[L/M]CT|[L/M]DH|[L]CT|[L]DJ|[L/M]DN|[L/M]DJ|[L/M]DL|[L/M]DK|[L/M]DO|[L/M]DI|[L]EC|[L]ES|[L]EE|[L]FE|[L]EU|[L]FI|[L]EN|[L]DE|[L]ER|[L]EW|[L]CG|[L]EV|[L]CK|[L]EO|[L]FJ|[L]EF|[L]FM|[L]FL|[L]CG|[L]ED|[L]CC|[L]DD|[L]CE|[L]CH|[L]ET|[L]FK|[L]DF|[L]CF|[L]DK|[L]CQ|[L]CN|[L]CO|[L]CQ|[L]CR|[L]CP|[L]CS|[L]DD|[L]DG|[L]DE|[L]DN|[L]DO|[L]DL|[L]DI|[M]t112t3|[L]CD|[M]D|[L/M]B|
23|,1,0.6216216216,0.7666666667,0.7460000515,44,37,30,30,30,[L/M]A|[L]L|[L]G|[L/M]C|[L]AA|[L]J|[L/M]E|[M]G|[L/M]H|[L/M]I|[L/M]K|[M]L|[L/M]M|[M]J|[L/M]F|[L]AC|[M]AA|[L/M]AG|[L]AH|[M]AC|[L/M]AE|[L/M]AI|[L/M]AF|[L/M]AJ|[M]AH|[L/M]AD|[L/M]AB|[L/M]AK|[L]AL|[L/M]AM|[L/M]AQ|[L/M]AR|[L/M]AP|[L/M]AN|[M]AL|[L/M]D|[L/M]B|
34|,1,0.5555555556,0.6060606061,1.7179999352,116,113,100,57,33,[L/M]A|[L]DO|[L/M]C|[M]t2t80|[L/M]CC|[L/M]CD|[L/M]CE|[L]DA|[M]CH|[L]CF|[M]CI|[L]CZ|[L/M]CG|[M]CF|[L/M]CJ|[L/M]CL|[L/M]CK|[L/M]CO|[L]ET|[L/M]CR|[L/M]CQ|[L/M]CP|[L/M]CS|[L]CO|[M]CZ|[L]DD|[M]DB|[L]DF|[M]DC|[L]DE|[M]DA|[L/M]CT|[L]FC|[L/M]DH|[L]CD|[L/M]DJ|[L]DO|[L]DM|[L]EC|[L]DI|[L]DK|[L]FE|[L]EE|[L]ES|[L]FI|[L]EI|[L]EU|[L]FF|[L]EM|[L]EJ|[L]EW|[L]FJ|[L]EX|[L]EF|[L]EV|[L]FL|[L]DN|[L]ET|[L]FC|[L]FD|[L]ES|[L]EU|[L]FK|[L]EW|[L]EX|[L]EV|[L]ET|[L]FC|[L]FD|[L]EV|[L]EY|[L]FB|[L]EZ|[L]D|[L]FD|[L]ES|[L]EU|[L]EW|[L]CH|[L]ES|[L]ET|[L]ED|[L]CC|[M]DL|[L/M]DN|[L]CE|[L]CI|[L]CI|[L]CH|[L]CF|[L]CJ|[L]CL|[M]DK|[L]CK|[M]DO|[L/M]DI|[L]CQ|[L]CR|[L]CP|[L]CS|[L]EX|[L]DC|[L]DB|[L]CG|[L]CT|[L]DH|[L]DJ|[L]FM|[L]DL|[M]t112t3|[L]DK|[M]D|[L/M]B|
30|,1,0.6111111111,0.6875,0.6949999332,44,40,30,32,32,[L]CJ|[M]A|[L/M]C|[L]CC|[M]t2t80|[L]CG|[M]CC|[L/M]CD|[L/M]CE|[L/M]CI|[M]CG|[L/M]CH|[L]A|[L/M]CF|[M]CJ|[L/M]CN|[L/M]CK|[L]B|[L]CR|[M]CO|[L]DJ|[L/M]CQ|[M]CR|[L/M]CP|[L/M]CS|[L/M]DD|[L/M]DG|[L/M]DE|[L/M]CT|[L/M]DH|[L/M]DN|[M]DJ|[L/M]DM|[L/M]DO|[L/M]DK|[L/M]DI|[M]t112t3|[L/M]D|[L]CO|[M]B|
24|,1,0.7894736842,0.8333333333,0.4300000668,22,21,18,18,18,[L/M]A|[L]BS|[M]C|[L/M]AS|[L/M]BP|[M]BQ|[L/M]BR|[L/M]BU|[L]C|[M]BS|[L/M]BV|[L]BQ|[L/M]BW|[L/M]BX|[L/M]CB|[L/M]BZ|[L/M]CA|[L/M]BY|[L/M]AT|[L/M]D|[L/M]B|
20|,1,0.75,0.8333333333,0.4680001736,23,21,18,18,18,[L/M]A|[L]AT|[M]C|[L/M]AS|[L/M]BP|[L/M]BQ|[L/M]BR|[L/M]BU|[L]B|[L/M]BS|[L/M]BV|[L/M]BW|[L/M]BX|[L/M]BZ|[L/M]CB|[L/M]CA|[L/M]BY|[L]C|[M]AT|[L/M]D|[M]B|
140|,1,0.6363636364,0.7,0.7079999447,42,39,30,30,30,[L/M]A|[L/M]C|[M]E|[L/M]G|[L/M]H|[L/M]I|[L/M]L|[L/M]K|[L]J|[L/M]M|[L]E|[L]AD|[M]J|[L]AI|[M]F|[L/M]AA|[L/M]AC|[L/M]AG|[L]F|[L]AN|[M]AI|[L/M]AJ|[L/M]AE|[M]AF|[L/M]AH|[L]AB|[M]AD|[L]AM|[M]AB|[L/M]AK|[L/M]AQ|[M]AM|[L/M]AP|[L/M]AR|[L]AF|[M]AN|[L/M]AL|[L/M]D|[L/M]B|
141|,1,0.9230769231,0.9230769231,0.3150000572,14,14,13,13,13,[L/M]A|[L/M]C|[L/M]AS|[L]D|[L/M]BP|[L/M]BH|[L/M]BA|[L/M]BD|[L/M]BB|[L/M]AX|[L/M]AV|[L/M]AT|[M]D|[L/M]B|
131|,1,0.7857142857,0.7857142857,0.3800001144,17,17,14,14,14,[L/M]A|[L]B|[M]C|[L/M]AS|[L/M]BP|[L]AT|[L/M]BH|[L/M]BK|[L/M]BI|[L/M]BL|[L/M]BN|[L/M]BM|[L/M]AV|[M]AT|[L/M]D|[L]C|[M]B|
130|,1,0.7222222222,0.8666666667,0.638999939,40,34,30,30,30,[L/M]A|[L]AH|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[L/M]I|[L/M]L|[L/M]M|[L/M]K|[L/M]J|[L/M]F|[L]D|[L/M]AA|[L]B|[L/M]AC|[L/M]AG|[L/M]AF|[L/M]AE|[L]AR|[L/M]AI|[L/M]AJ|[M]AH|[L/M]AD|[L/M]AB|[L/M]AK|[L/M]AQ|[L/M]AM|[L/M]AO|[M]AR|[L/M]AN|[L/M]AL|[M]D|[M]B|
33|,1,0.4620689655,0.53125,8.5550000668,250,232,172,128,128,[L/M]A|[L/M]C|[M]t2t80|[L]DZ|[M]CC|[L/M]CD|[L/M]CE|[L/M]CI|[L]CR|[L/M]CG|[L/M]CH|[L/M]CF|[L]DN|[L]CL|[L]FF|[M]CJ|[L]DJ|[M]CM|[L]CC|[M]CK|[L]CR|[M]CO|[L/M]CQ|[L]CT|[L]DQ|[M]CR|[L]EA|[M]CP|[L]DY|[M]CS|[L/M]CU|[L]CS|[M]CW|[L/M]CV|[L]CI|[M]CT|[L/M]DH|[L/M]DN|[L]CM|[M]DJ|[L/M]DO|[L]DM|[M]DL|[L/M]DK|[L/M]DI|[L/M]DP|[L]D|[M]DR|[L]CX|[M]DV|[L]EB|[L/M]DT|[M]EA|[L/M]DZ|[L/M]DX|[L/M]DY|[L/M]DS|[M]EB|[L/M]DW|[L/M]DQ|[L/M]CS|[L]DO|[L]DF|[M]CU|[L]DE|[M]CX|[L]DS|[M]CV|[L/M]CT|[L/M]DH|[L]CJ|[L/M]DJ|[L]CK|[M]DL|[L]DD|[M]DN|[L]DM|[L/M]DK|[M]DO|[L/M]DI|[L/M]DP|[L/M]EA|[M]DR|[L/M]DV|[M]DY|[L]DN|[M]DZ|[L/M]EB|[L/M]DT|[L]DN|[L]EV|[M]DX|[L]CH|[M]DS|[L/M]DW|[L/M]DQ|[L]CS|[L]CZ|[L/M]CS|[L]DO|[L]EW|[L]DO|[L]DC|[M]DD|[L]EU|[M]DF|[L]DA|[M]DE|[L/M]CT|[L/M]DH|[L/M]DJ|[L/M]DL|[L]DK|[L]EA|[L]DI|[L]DR|[L]DR|[L]DG|[L]DV|[L]EB|[L]DT|[L]ES|[L]DX|[L/M]DN|[L]DS|[L]DH|[L]CP|[L]CW|[L]CV|[L]DR|[L/M]DK|[L]DZ|[L]DJ|[L]DL|[L]DB|[M]DO|[L]CE|[M]DI|[L/M]DP|[L]CU|[M]DR|[L/M]DV|[L]EB|[L/M]DZ|[M]EA|[L/M]DT|[L/M]DX|[L/M]DY|[L/M]DS|[M]EB|[L/M]DW|[L/M]DQ|[L/M]CS|[L/M]DD|[L]DV|[L]DP|[M]DF|[L/M]DE|[L/M]CT|[L/M]DH|[L/M]DN|[L/M]DJ|[L/M]DO|[L]ET|[M]DL|[L]DW|[M]DK|[L/M]DI|[L]EC|[L]FE|[M]DP|[L]DY|[M]DR|[L]DK|[M]DV|[L]FG|[M]DY|[L]EI|[M]DZ|[L/M]EA|[L]EK|[L]EX|[L]FJ|[L]CQ|[L]CK|[L]EF|[M]DT|[L]FM|[M]DX|[L]FL|[M]DS|[L]DL|[M]EB|[L]FK|[M]DW|[L]ED|[M]DQ|[L]CC|[M]CS|[L]CD|[M]DD|[L]DI|[M]DG|[L]DX|[M]DE|[L/M]CT|[L]CG|[L]CF|[L]CJ|[M]DH|[L/M]DJ|[L]CO|[L]DK|[L]CP|[L]CS|[L]DD|[L]DF|[L]DE|[L]DH|[M]DM|[L]CO|[M]DN|[L]DR|[M]DK|[L/M]DO|[L]DL|[L]EE|[L/M]DI|[M]t112t3|[L]CT|[M]D|[L/M]B|
144|,1,0.6176470588,0.7,0.6740000248,43,39,30,30,30,[L/M]A|[L]F|[L]Y|[L]AN|[L/M]C|[L]AR|[M]E|[L/M]T|[L/M]P|[L/M]W|[L/M]V|[L]AJ|[L/M]U|[M]Y|[L/M]Z|[L]AA|[M]F|[L]AL|[M]AA|[L/M]AG|[L/M]AC|[L/M]AI|[M]AJ|[L/M]AF|[L/M]AH|[L/M]AE|[L/M]AD|[L/M]AB|[L/M]AK|[L/M]AM|[L]E|[M]AP|[L/M]AQ|[M]AR|[M]AN|[L]AP|[M]AL|[L/M]D|[L/M]B|
38|,1,0.6764705882,0.7666666667,0.6210000515,41,37,30,30,30,[L/M]A|[L]AC|[L]AP|[L/M]C|[L]B|[M]E|[L/M]T|[L/M]P|[L/M]V|[L]AD|[L/M]W|[L/M]U|[L/M]Y|[L/M]Z|[L/M]F|[L/M]AA|[L/M]AG|[L/M]AJ|[M]AC|[L/M]AI|[L/M]AE|[L/M]AF|[L]AK|[L/M]AH|[M]AD|[L/M]AB|[L]AQ|[M]AK|[L/M]AM|[M]AP|[M]AQ|[L/M]AR|[L/M]AN|[L/M]AL|[L/M]D|[L]E|[M]B|
28|,1,0.4583333333,0.5375,3.8359999657,130,115,78,80,80,[L/M]A|[L/M]C|[M]t2t80|[L]CM|[M]CC|[L/M]CD|[L]CH|[M]CE|[L/M]CI|[L]CE|[M]CG|[L]CF|[M]CH|[L]DV|[M]CF|[L/M]CJ|[L]CG|[L]CC|[M]CM|[L/M]CK|[L/M]CO|[L/M]CR|[L/M]CQ|[L/M]CP|[L/M]CS|[L]DD|[M]CU|[L]DF|[M]CY|[L]DE|[M]CV|[L/M]CT|[L/M]DH|[L]DH|[L/M]DJ|[M]DM|[L/M]DN|[L/M]DO|[L]DY|[M]DK|[L/M]DI|[L/M]DP|[L/M]DV|[L]DM|[L/M]EA|[M]DR|[L/M]EB|[L/M]DX|[L]DM|[L/M]DY|[L]DO|[M]DT|[L/M]DZ|[L]DI|[L/M]DS|[L/M]DW|[L/M]DQ|[L/M]CS|[L/M]DD|[L]DG|[M]DF|[L/M]DE|[L/M]CT|[L/M]DH|[L/M]DN|[L/M]DJ|[L/M]DM|[L]DT|[L]CS|[M]DK|[L]CT|[M]DO|[L]DR|[M]DI|[L]EA|[M]DP|[L]DU|[M]DR|[L]EB|[M]DV|[L]DK|[M]DY|[L/M]DX|[L/M]DZ|[L]DK|[M]EA|[L]DN|[M]DU|[L/M]DS|[M]EB|[L/M]DW|[L/M]DQ|[L]DI|[M]CS|[L]B|[M]DD|[L]CU|[M]DG|[L]CY|[M]DE|[L]CV|[M]CT|[L]DP|[M]DH|[L/M]DJ|[M]DM|[M]DN|[L]DR|[M]DK|[L/M]DO|[M]DI|[L]DK|[M]t112t3|[L/M]D|[M]B|
27|,1,0.7297297297,0.8125,0.8550000191,40,36,30,32,32,[L/M]A|[M]C|[L]CR|[M]t2t80|[L/M]CC|[L/M]CD|[L/M]CE|[L/M]CG|[L/M]CI|[L/M]CH|[L/M]CF|[L/M]CJ|[L/M]CM|[L/M]CK|[L/M]CO|[L]C|[L/M]CQ|[M]CR|[L/M]CP|[L/M]CS|[L/M]DD|[L/M]DF|[L/M]DE|[L/M]CT|[L/M]DH|[L/M]DN|[L/M]DJ|[L/M]DL|[L/M]DO|[L/M]DK|[M]DI|[L]D|[M]t112t3|[L]DI|[M]D|[L/M]B|
145|,1,0.7368421053,0.7777777778,0.6569998264,23,22,18,18,18,[L]BQ|[M]A|[L/M]C|[L/M]AS|[L/M]BP|[L]A|[M]BQ|[L/M]BR|[L/M]BU|[L/M]BS|[L/M]BV|[L/M]BW|[L/M]BX|[L]AT|[L/M]CA|[L/M]BZ|[M]CB|[L/M]BY|[L]CB|[M]AT|[L/M]D|[L/M]B|
135|,1,0.5833333333,0.6428571429,4.3369998932,232,227,207,72,56,[L/M]A|[L/M]C|[M]t2t80|[L/M]CC|[L/M]CD|[L/M]CE|[L]CN|[L/M]CG|[L]DN|[L]CS|[M]CH|[L/M]CI|[L/M]CF|[L/M]CJ|[L]CR|[L]CH|[M]CM|[L/M]CK|[L/M]CO|[L/M]CQ|[L/M]CR|[L]CP|[L]DD|[L]DG|[L]DE|[L]CT|[L]DH|[L]DJ|[L]DN|[L]DJ|[L]DO|[L]DM|[L]CM|[L]DK|[L]DI|[L]EC|[L]FE|[L]ES|[L]FM|[L/M]CP|[L]EY|[L]EI|[L]FD|[L]EL|[L]FF|[L]FJ|[L]FB|[L]EJ|[L]DB|[L]FJ|[L]EZ|[L]FI|[L]EE|[L]FL|[L]FK|[L]CT|[L]CF|[L]CD|[L]CE|[L]CH|[L]CI|[L]DC|[L]CF|[L]CJ|[L]CK|[L]CO|[L]DA|[L]CQ|[L]ES|[L/M]CS|[L]CR|[L]CG|[M]CU|[L]CP|[M]CW|[L]CR|[M]CV|[L/M]CT|[L]CC|[L]DK|[M]DH|[L/M]DJ|[L]EB|[L]FC|[L/M]DM|[L]DO|[L/M]DK|[L]DI|[L]EC|[L]FE|[L]EE|[L]ES|[L]EX|[L]FI|[L]FC|[L]EI|[L]EU|[L]FD|[L]FF|[L]EK|[L]FJ|[L]EW|[L]EJ|[L]EF|[L]EV|[L]DY|[L]DW|[L]FM|[L]FK|[L]CZ|[L]ES|[L]EU|[L]EX|[L]EW|[L]EV|[L]ET|[L]ES|[L]EY|[L]FA|[L]CI|[L]EZ|[L]ET|[L]ED|[L]CC|[L]CD|[L]CE|[L]CG|[L]CH|[L]CI|[L]CF|[L]CM|[L]CJ|[L]CM|[L]CK|[L]CO|[L]ED|[L]CP|[L]CS|[L]CU|[L]CX|[L]CV|[L]CQ|[L]DH|[L/M]DN|[L]DL|[L/M]DO|[L]DK|[L/M]DI|[L]EC|[L]EE|[L]FE|[L]EI|[L]EF|[L]EU|[L]EM|[L]FF|[L]EJ|[L]EX|[L]EW|[L]EF|[L]EV|[L]FL|[L/M]DP|[L]ET|[L]FK|[L]ED|[L]DH|[L]CD|[L]CE|[M]DR|[L]CH|[M]DV|[L]CG|[M]DY|[L]ET|[M]DZ|[L]CC|[M]EA|[L]CJ|[M]DT|[L]CK|[M]DS|[L]CO|[L/M]DX|[M]EB|[L]CQ|[M]DW|[L]FI|[M]DQ|[L/M]CS|[L/M]CU|[L]CW|[M]CX|[L/M]CV|[L/M]CT|[L/M]DH|[L/M]DJ|[L]DN|[L]DT|[L]DL|[L]D|[L]DI|[L]FM|[L]CT|[L]DV|[L]EA|[L]FL|[L]DZ|[L]DS|[L]ET|[L]DQ|[L]CS|[L]DD|[L]DF|[L]DE|[L]DR|[L]DH|[L/M]DN|[L]DJ|[L/M]DO|[L/M]DM|[L/M]DK|[L/M]DI|[M]t112t3|[L]DO|[M]D|[L/M]B|
134|,1,0.8095238095,0.9444444444,0.4149999619,22,19,18,18,18,[L/M]A|[L]AS|[L/M]C|[M]AS|[L/M]BP|[L/M]BQ|[L/M]BR|[L/M]BU|[L/M]BS|[L/M]BV|[L/M]BW|[L/M]BX|[L/M]CB|[L/M]CA|[L/M]BZ|[L/M]BY|[L/M]AT|[L/M]D|[L/M]B|
37|,1,0.6666666667,0.8,0.7520000935,42,36,30,30,30,[L]AE|[M]A|[L/M]C|[L/M]E|[L/M]T|[L/M]V|[L/M]P|[L]AD|[L/M]W|[L/M]U|[L/M]Y|[L/M]Z|[L/M]F|[L/M]AA|[L/M]AG|[L]AM|[M]AC|[L/M]AJ|[L]AB|[M]AE|[L/M]AI|[L]A|[L/M]AF|[M]AD|[L/M]AH|[M]AB|[L/M]AK|[L]AC|[M]AM|[L/M]AQ|[L/M]AR|[L/M]AO|[L/M]AN|[L/M]AL|[L/M]D|[L/M]B|
261|,1,0.7575757576,0.75,2.1740000248,159,159,151,63,32,[L/M]A|[L/M]C|[L]EZ|[L]CE|[L]CI|[L]CH|[L]CF|[L]CJ|[L]CM|[L]CK|[L]DG|[L]CR|[L]CQ|[L]CP|[L]EE|[L]DI|[L]EV|[L]DC|[L]DB|[L]DA|[L]CT|[L]DH|[L]ET|[L]DJ|[L]DN|[L]DJ|[L]DK|[L]DO|[L]CG|[L]EU|[L]DK|[L]FE|[L]ES|[L]FI|[L]EU|[L]FF|[L]EN|[L]EY|[L]EW|[L]EX|[L]DK|[L]EV|[L]FM|[L]DN|[L]EO|[L]FK|[L]CS|[L]FC|[L]FD|[L]ES|[L]EU|[L]EX|[L]EW|[L]ET|[L]FC|[L]CP|[L]FD|[L]ES|[L]EC|[L]DM|[L]EW|[L]EV|[L]ET|[L]FC|[L]FD|[L]EF|[L]ES|[L]FJ|[L]FA|[L]EZ|[L]ET|[L]EZ|[M]t2t80|[L/M]CC|[L/M]CD|[L/M]CE|[L/M]CG|[L]CO|[L/M]CH|[L/M]CI|[L/M]CF|[L/M]CJ|[L/M]CL|[L/M]CK|[L/M]CO|[L/M]CR|[L/M]CQ|[L]CS|[M]CP|[L]CD|[M]CS|[L]CR|[M]DD|[L/M]DG|[L/M]DE|[L/M]CT|[L/M]DH|[L]FL|[L/M]DJ|[L]DO|[L]EX|[L]FA|[L]CD|[L]DI|[L]EC|[L]ES|[L]FE|[L]EE|[L]EY|[L]FI|[L]EI|[L]FF|[L]FA|[L]ED|[L]FL|[L]FJ|[L]EK|[L]ET|[L]FM|[L]DD|[L]FK|[L]FC|[L]FD|[L]ES|[L]EY|[L]DI|[L]CC|[L]ET|[L]ED|[L]CC|[L]DD|[L]CE|[L]CH|[L]CI|[L]CG|[L]CF|[L]CJ|[L]CL|[L]CK|[L]CQ|[L]CZ|[L]CP|[L]EF|[L]CO|[L]CS|[L]DE|[L]B|[L]DH|[L/M]DL|[L/M]DN|[M]DK|[L/M]DO|[L]DL|[M]DI|[L]EQ|[M]t112t3|[L/M]D|[L]CT|[M]B|
240|,1,0.9473684211,1,0.3669998646,19,18,18,18,18,[L/M]A|[L/M]C|[L/M]AS|[L/M]BP|[L/M]BQ|[L/M]BR|[L/M]BU|[L/M]BS|[L/M]BV|[L/M]BW|[L/M]BX|[L/M]CB|[L/M]BZ|[L/M]CA|[L/M]BY|[L/M]AT|[L/M]D|[L/M]B|
