Result of replaying ML3.tpn on Process 28 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost Lo","Decomposed Sync-Move Numerator","Raw Fitness Cost Hi","Sync-Move Fitness","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Decomposed Sync-Move Fitness","Decomposed Sync-Move Denominator","Raw Fitness Perc Hi","Raw Fitness Cost Max","Raw Fitness Perc Lo",Match
146,"instance_215",1,Yes,"210,00","19,00","210,00","0,39","210,00","140,00","320,00","0,39","49,00","0,40","352,00","0,40",[M-REAL]A|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[L]V|[L]Z|[L/M]S|[L/M]V|[M-REAL]W|[L]T|[L/M]U|[L/M]T|[L/M]P|[L]O|[L/M]X|[M-REAL]AA|[L/M]Z|[L/M]AB|[L]R|[L/M]Y|[L]AA|[L]W|[L/M]O|[M-REAL]S|[M-REAL]V|[L]D|[L]C|[L/M]U|[L/M]W|[M-REAL]T|[L/M]P|[M-REAL]X|[M-REAL]Z|[M-REAL]AB|[L]B|[L/M]AA|[M-REAL]Y|[L/M]O|[L/M]S|[M-REAL]R|[L]Y|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]B|[L]A|[L]AB|[L]S|[L]X
147,"instance_103",1,Yes,"184,00","24,00","184,00","0,49","184,00","186,00","320,00","0,49","49,00","0,48","352,00","0,48",[M-REAL]A|[L]AC|[L]AE|[L]S|[L/M]C|[M-INVI]t2t14|[L/M]O|[M-REAL]S|[L]D|[L/M]W|[L/M]U|[L/M]V|[L]S|[L/M]T|[L]T|[L]A|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]AC|[M-REAL]AE|[L/M]AJ|[L]W|[L/M]AG|[L]V|[L/M]AN|[L/M]AK|[M-REAL]AO|[L/M]AF|[M-INVI]t31t29|[L]U|[L/M]AJ|[L/M]AM|[L/M]AK|[M-INVI]t36t29|[M-REAL]AD|[M-REAL]C|[M-INVI]t2t14|[L]D|[L/M]O|[M-REAL]S|[M-REAL]R|[L]AO|[L]C|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[L]AD|[L/M]B
148,"instance_477",1,Yes,"182,00","23,00","182,00","0,47","182,00","303,00","340,00","0,47","49,00","0,51","372,00","0,51",[M-REAL]A|[M-REAL]C|[L]N|[L/M]E|[M-REAL]K|[L/M]N|[L]E|[L]C|[L]K|[L/M]G|[L/M]M|[L/M]I|[L/M]J|[L]A|[L/M]L|[L/M]H|[L/M]F|[L/M]D|[L/M]AC|[L/M]AE|[M-REAL]AG|[L]H|[L]L|[L/M]AJ|[L/M]AN|[L/M]AK|[L]B|[L/M]AF|[M-INVI]t31t29|[M-INVI]t36t29|[M-REAL]AD|[M-REAL]C|[M-REAL]E|[L/M]K|[M-REAL]N|[M-REAL]G|[L]D|[L/M]J|[L/M]M|[M-REAL]L|[L]AD|[L/M]I|[M-REAL]H|[L]C|[L/M]F|[M-REAL]D|[M-REAL]B|[L]G|[L]AH
149,"instance_260",1,Yes,"154,00","27,00","154,00","0,55","154,00","203,00","320,00","0,55","49,00","0,56","352,00","0,56",[M-REAL]A|[L]D|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[L]AG|[L/M]S|[L]AO|[L/M]V|[L/M]U|[L/M]W|[L]P|[L/M]T|[L/M]P|[M-INVI]t15t3|[L/M]D|[L/M]AC|[M-REAL]AJ|[L]O|[L/M]AM|[L/M]AE|[M-REAL]AG|[L]AN|[L]O|[L/M]AK|[L/M]AF|[M-REAL]AO|[L/M]AJ|[M-REAL]AL|[L]AJ|[L]C|[L/M]AK|[M-INVI]t31t29|[M-INVI]t36t29|[L/M]AD|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[L/M]U|[L/M]W|[L]S|[L/M]V|[L/M]T|[M-REAL]P|[M-INVI]t15t3|[M-REAL]D|[L]A|[L/M]B
150,"instance_469",1,Yes,"180,00","24,00","180,00","0,50","180,00","150,00","320,00","0,50","48,00","0,49","352,00","0,49",[M-REAL]A|[M-REAL]C|[M-INVI]t2t14|[L/M]O|[L]AD|[L]C|[L]AG|[L/M]S|[L/M]V|[M-REAL]W|[L/M]U|[L]AE|[L/M]T|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[L]V|[L]AO|[L]AJ|[L]AK|[L/M]AC|[M-REAL]AE|[M-REAL]AG|[L]W|[L/M]AJ|[L/M]AF|[M-INVI]t31t29|[L/M]AN|[L/M]AK|[M-INVI]t36t29|[M-REAL]AD|[L]B|[L/M]C|[M-INVI]t2t14|[L/M]O|[M-REAL]S|[L/M]W|[L]D|[L/M]U|[M-REAL]V|[L]S|[L/M]T|[L]AN|[L]A|[L/M]P|[M-INVI]t15t3|[L/M]D|[M-REAL]B
151,"instance_200",1,Yes,"182,00","22,00","182,00","0,46","182,00","263,00","310,00","0,46","48,00","0,47","342,00","0,47",[L/M]A|[L]T|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[L]AM|[L/M]U|[L/M]W|[L]G|[L]S|[L/M]V|[M-REAL]T|[L/M]P|[M-INVI]t15t3|[L]H|[L/M]D|[L]C|[L/M]AC|[L/M]AJ|[M-REAL]AL|[L]K|[L/M]AE|[L/M]AK|[M-INVI]t36t29|[L/M]AG|[M-REAL]AF|[M-INVI]t31t29|[M-REAL]AD|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]K|[L/M]I|[L/M]M|[L]E|[L]AD|[L/M]J|[M-REAL]H|[L]O|[L]D|[L/M]N|[L/M]L|[L]B|[L/M]F|[M-REAL]D|[M-REAL]B|[L]AF
152,"instance_339",1,Yes,"182,00","22,00","182,00","0,46","182,00","204,00","310,00","0,46","48,00","0,47","342,00","0,47",[L/M]A|[M-REAL]C|[M-INVI]t2t14|[L]N|[L]P|[L]I|[L/M]O|[M-REAL]S|[L/M]U|[L/M]V|[L/M]W|[M-REAL]T|[M-REAL]P|[M-INVI]t15t3|[L/M]D|[L]C|[L]H|[L]T|[L]AK|[L/M]AC|[L]D|[L]F|[L/M]AJ|[L/M]AE|[L/M]AN|[L/M]AG|[L/M]AF|[M-REAL]AK|[M-INVI]t31t29|[M-INVI]t36t29|[L/M]AD|[M-REAL]C|[L]M|[L/M]E|[L/M]K|[L/M]G|[M-REAL]M|[M-REAL]N|[M-REAL]I|[L]S|[L]C|[L]B|[L/M]J|[M-REAL]H|[L/M]L|[M-REAL]F|[M-REAL]D|[M-REAL]B
153,"instance_315",1,Yes,"182,00","22,00","182,00","0,46","182,00","259,00","310,00","0,46","48,00","0,47","342,00","0,47",[L/M]A|[L]F|[L/M]C|[L/M]E|[L/M]K|[L]L|[L/M]M|[L/M]G|[L/M]N|[M-REAL]L|[M-REAL]I|[M-REAL]J|[L]S|[L]AF|[L/M]H|[M-REAL]F|[L/M]D|[L/M]AC|[L/M]AE|[L/M]AJ|[M-REAL]AG|[M-REAL]AF|[M-INVI]t31t29|[M-REAL]AL|[L]V|[L/M]AK|[M-INVI]t36t29|[M-REAL]AD|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[M-REAL]V|[L/M]W|[L]AH|[L]O|[L]J|[L]AD|[L/M]U|[M-REAL]T|[M-REAL]P|[M-INVI]t15t3|[L/M]D|[L/M]B|[L]T|[L]P|[L]I|[L]AM
154,"instance_292",1,Yes,"126,00","29,00","126,00","0,62","126,00","173,00","320,00","0,62","47,00","0,64","352,00","0,64",[L/M]A|[L/M]C|[M-INVI]t2t14|[L/M]O|[L]AM|[L/M]S|[L/M]U|[L]AE|[L/M]V|[L/M]W|[L/M]T|[L/M]P|[M-INVI]t15t3|[L/M]D|[L/M]AC|[M-REAL]AE|[L/M]AJ|[L]U|[L/M]AM|[M-REAL]AK|[L/M]AO|[L]S|[L]C|[L/M]AJ|[M-REAL]AL|[M-REAL]AG|[L]AK|[L/M]AK|[M-REAL]AF|[M-INVI]t31t29|[M-INVI]t36t29|[L/M]AD|[M-REAL]C|[M-INVI]t2t14|[L/M]O|[M-REAL]S|[M-REAL]U|[L]AF|[L]D|[L/M]V|[L]AG|[L/M]W|[L/M]T|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[L/M]B
155,"instance_490",1,Yes,"182,00","21,00","182,00","0,45","182,00","86,00","280,00","0,45","47,00","0,42","312,00","0,42",[M-REAL]A|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[M-REAL]W|[L]P|[L]AC|[L]D|[L/M]U|[L/M]V|[L/M]T|[L]W|[L/M]P|[M-INVI]t15t3|[L/M]D|[M-REAL]AC|[L/M]AJ|[L]T|[L]AD|[L/M]AE|[L]W|[L]V|[L/M]AM|[L/M]AG|[L/M]AF|[M-INVI]t31t29|[L/M]AK|[M-INVI]t36t29|[M-REAL]AD|[M-REAL]C|[M-INVI]t2t14|[L/M]O|[L/M]S|[M-REAL]V|[L/M]U|[M-REAL]W|[M-REAL]T|[M-REAL]P|[M-INVI]t15t3|[M-REAL]D|[L]C|[L]S|[L]A|[L]O|[L]C|[L/M]B
156,"instance_302",1,Yes,"198,00","20,00","198,00","0,43","198,00","195,00","310,00","0,43","47,00","0,42","342,00","0,42",[L/M]A|[L/M]C|[M-REAL]E|[M-REAL]K|[M-REAL]G|[M-REAL]M|[L]V|[L]B|[L/M]N|[M-REAL]L|[L]K|[L/M]J|[L]G|[L/M]I|[L]T|[L/M]H|[M-REAL]F|[M-REAL]D|[L/M]AC|[L/M]AJ|[L/M]AE|[M-REAL]AG|[M-REAL]AL|[L]U|[L/M]AK|[L/M]AF|[M-INVI]t36t29|[M-INVI]t31t29|[L]AG|[L]AN|[L/M]AD|[M-REAL]C|[M-INVI]t2t14|[L]L|[L]F|[L/M]O|[L/M]S|[M-REAL]R|[L]D|[L]M|[L]E|[L/M]P|[M-INVI]t15t3|[L/M]D|[M-REAL]B|[L]W|[L]C
157,"instance_276",1,Yes,"168,00","23,00","168,00","0,49","168,00","164,00","310,00","0,49","47,00","0,51","342,00","0,51",[M-REAL]A|[M-REAL]C|[M-INVI]t2t14|[L]M|[L]E|[L/M]O|[L]N|[L/M]S|[M-REAL]W|[L]AD|[L]T|[L/M]V|[L/M]U|[M-REAL]T|[M-REAL]P|[M-INVI]t15t3|[L/M]D|[L]P|[L]W|[L/M]AC|[L/M]AJ|[M-REAL]AE|[L]L|[L/M]AN|[L]C|[L/M]AK|[L/M]AG|[M-INVI]t36t29|[L/M]AF|[M-INVI]t31t29|[M-REAL]AD|[M-REAL]C|[M-REAL]E|[L/M]G|[L]AE|[L/M]K|[M-REAL]M|[L/M]I|[L]A|[L/M]J|[L]C|[L/M]H|[M-REAL]N|[M-REAL]L|[L/M]F|[L/M]D|[L/M]B
158,"instance_192",1,Yes,"180,00","22,00","180,00","0,48","180,00","131,00","320,00","0,48","46,00","0,49","352,00","0,49",[L/M]A|[M-REAL]C|[L/M]E|[M-REAL]G|[M-REAL]I|[L]S|[L/M]K|[L]AE|[L/M]M|[L/M]J|[L]AF|[L/M]N|[L/M]H|[L]O|[L/M]L|[L/M]F|[M-REAL]D|[M-REAL]AC|[M-REAL]AJ|[L]G|[L/M]AE|[L/M]AN|[L/M]AG|[M-REAL]AF|[M-INVI]t31t29|[L]AG|[L/M]AK|[M-INVI]t36t29|[L]AC|[L/M]AD|[L]AJ|[L]D|[L]AF|[L]I|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[L]B|[L/M]R|[L/M]P|[M-INVI]t15t3|[L/M]D|[M-REAL]B|[L]C|[L]AI
159,"instance_94",1,Yes,"154,00","24,00","154,00","0,52","154,00","182,00","310,00","0,52","46,00","0,55","342,00","0,55",[L/M]A|[L]K|[L]AD|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[L/M]V|[L/M]U|[L/M]W|[L/M]T|[L/M]P|[M-INVI]t15t3|[L/M]D|[M-REAL]AC|[M-REAL]AJ|[L/M]AM|[M-REAL]AE|[M-REAL]AG|[M-REAL]AK|[M-INVI]t36t29|[L/M]AF|[M-INVI]t31t29|[M-REAL]AD|[L]AJ|[L]AC|[L]AG|[L]J|[L]O|[L/M]C|[L/M]E|[L/M]G|[M-REAL]K|[M-REAL]J|[L]AK|[L]S|[L/M]I|[L/M]N|[L/M]M|[L/M]H|[M-REAL]L|[L/M]F|[L]AE|[L]L|[L/M]D|[L/M]B
160,"instance_317",1,Yes,"156,00","22,00","156,00","0,48","156,00","125,00","260,00","0,48","46,00","0,47","292,00","0,47",[L/M]A|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[L]B|[L/M]S|[M-REAL]R|[M-REAL]P|[M-INVI]t15t3|[L/M]D|[M-REAL]AC|[M-REAL]AJ|[L/M]AM|[L]P|[L]O|[L]R|[L/M]AK|[M-REAL]AO|[M-REAL]AE|[L]AD|[L/M]AJ|[L/M]AG|[L/M]AL|[L]C|[L/M]AF|[M-INVI]t31t29|[L/M]AK|[L/M]AO|[L/M]AJ|[M-REAL]AL|[M-REAL]AK|[M-INVI]t36t29|[M-REAL]AD|[L/M]C|[M-INVI]t2t14|[L]AE|[L/M]O|[M-REAL]S|[L]AC|[L]D|[L/M]R|[L]S|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]B
161,"instance_479",1,Yes,"180,00","22,00","180,00","0,48","180,00","244,00","320,00","0,48","46,00","0,49","352,00","0,49",[L/M]A|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[L]AD|[L]AI|[L/M]S|[L/M]R|[L/M]P|[M-INVI]t15t3|[L/M]D|[M-REAL]AC|[L]E|[L/M]AE|[M-REAL]AG|[L]AC|[L]K|[L/M]AJ|[L/M]AN|[L/M]AF|[M-INVI]t31t29|[L/M]AK|[M-INVI]t36t29|[M-REAL]AD|[L]AG|[L]AE|[L/M]C|[M-REAL]E|[M-REAL]K|[M-REAL]G|[L]C|[L]AF|[L/M]I|[L]G|[L]B|[L]L|[L/M]J|[L/M]M|[L/M]N|[M-REAL]L|[L]O|[L]AG|[L/M]H|[L/M]F|[L/M]D|[M-REAL]B
162,"instance_402",1,Yes,"140,00","25,00","140,00","0,56","140,00","112,00","290,00","0,56","45,00","0,57","322,00","0,57",[M-REAL]A|[L]W|[L]T|[L]D|[L/M]C|[M-INVI]t2t14|[L/M]O|[L]AO|[L/M]S|[L/M]R|[M-REAL]P|[M-INVI]t15t3|[L]AF|[L]AE|[L/M]D|[L/M]AC|[M-REAL]AE|[L/M]AJ|[L]AK|[L]P|[L/M]AM|[L/M]AH|[L/M]AK|[M-REAL]AO|[L/M]AJ|[M-REAL]AF|[L]C|[L/M]AM|[M-REAL]AK|[M-INVI]t31t29|[M-INVI]t36t29|[L/M]AD|[M-REAL]C|[M-INVI]t2t14|[L/M]O|[L/M]S|[M-REAL]W|[L/M]V|[L/M]U|[M-REAL]T|[L]A|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[L/M]B
163,"instance_403",1,Yes,"232,00","17,00","232,00","0,38","232,00","171,00","350,00","0,38","45,00","0,39","382,00","0,39",[M-REAL]A|[L]Y|[L/M]C|[M-INVI]t2t14|[L/M]O|[L/M]S|[L/M]U|[M-REAL]V|[L]S|[L/M]W|[M-REAL]T|[L/M]P|[L]O|[L/M]X|[L/M]AB|[L]U|[L/M]Z|[L/M]AA|[M-REAL]Y|[M-REAL]O|[L]A|[L]T|[L]T|[L/M]S|[M-REAL]U|[L]V|[L/M]V|[M-REAL]W|[M-REAL]T|[L]AB|[L/M]P|[M-INVI]t15t3|[L]W|[L]O|[L]V|[L]W|[L]X|[L/M]D|[L]Y|[L]P|[L]T|[L]Z|[L]U|[L]AA|[L/M]B
164,"instance_2",1,Yes,"184,00","20,00","184,00","0,44","184,00","147,00","280,00","0,44","45,00","0,41","312,00","0,41",[L/M]A|[M-REAL]C|[M-INVI]t2t14|[L]AD|[L/M]O|[L/M]S|[M-REAL]R|[L/M]P|[M-INVI]t15t3|[L]C|[L]P|[L]T|[L]V|[L/M]D|[M-REAL]AC|[M-REAL]AE|[M-REAL]AG|[L/M]AJ|[L]V|[L]U|[L/M]AM|[L/M]AK|[M-INVI]t36t29|[L/M]AF|[M-INVI]t31t29|[M-REAL]AD|[L]W|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[M-REAL]V|[L/M]U|[L/M]W|[L]S|[L]O|[L]B|[L/M]T|[M-REAL]P|[M-INVI]t15t3|[L]AC|[L]AH|[L/M]D|[M-REAL]B|[L]AE
165,"instance_351",1,Yes,"184,00","20,00","184,00","0,44","184,00","124,00","320,00","0,44","45,00","0,48","352,00","0,48",[L/M]A|[L]W|[L/M]C|[M-INVI]t2t14|[L/M]O|[M-REAL]S|[L]B|[L]R|[L]Y|[L]P|[L/M]W|[L]X|[L]U|[L/M]U|[L/M]V|[M-REAL]T|[M-REAL]P|[L/M]X|[L/M]AB|[L/M]Z|[L/M]AA|[M-REAL]Y|[L]T|[L/M]O|[M-REAL]S|[M-REAL]R|[M-REAL]P|[M-REAL]X|[L/M]AA|[L]P|[L]T|[L]Y|[L]V|[L/M]Z|[L/M]AB|[M-REAL]Y|[L]S|[L]S|[L/M]O|[L/M]S|[M-REAL]R|[L/M]P|[M-INVI]t15t3|[L/M]D|[M-REAL]B
166,"instance_493",1,Yes,"182,00","19,00","182,00","0,42","182,00","183,00","280,00","0,42","45,00","0,42","312,00","0,42",[M-REAL]A|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[L]AC|[L]AK|[L]N|[L/M]S|[M-REAL]R|[L]E|[L]C|[L/M]P|[M-INVI]t15t3|[L]R|[L/M]D|[M-REAL]AC|[L]L|[L]C|[L/M]AE|[L/M]AH|[L/M]AJ|[M-REAL]AL|[M-REAL]AK|[M-INVI]t36t29|[L/M]AF|[M-INVI]t31t29|[L]G|[L/M]AD|[M-REAL]C|[M-REAL]E|[M-REAL]G|[L]O|[L]AL|[L/M]I|[L/M]K|[M-REAL]N|[L/M]J|[L/M]M|[M-REAL]L|[L]A|[L/M]H|[L/M]F|[L]B|[L/M]D|[M-REAL]B
167,"instance_458",1,Yes,"196,00","17,00","196,00","0,38","196,00","132,00","250,00","0,38","45,00","0,30","282,00","0,30",[L/M]A|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[L/M]W|[L/M]V|[M-REAL]U|[M-REAL]T|[L]AN|[L]AD|[L]B|[L]S|[L]C|[L]AC|[L]D|[L/M]P|[M-INVI]t15t3|[L/M]D|[M-REAL]AC|[L/M]AE|[L]C|[L/M]AJ|[M-REAL]AL|[L]T|[L/M]AG|[M-REAL]AF|[M-INVI]t31t29|[M-REAL]AK|[M-INVI]t36t29|[M-REAL]AD|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[L/M]S|[L]AK|[L]U|[L/M]R|[L]O|[L]AF|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]B|[L]O
168,"instance_269",1,Yes,"154,00","21,00","154,00","0,49","154,00","190,00","280,00","0,49","43,00","0,51","312,00","0,51",[L/M]A|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[M-REAL]R|[L/M]P|[M-INVI]t15t3|[L]C|[L/M]D|[M-REAL]AC|[L/M]AJ|[M-REAL]AE|[L]S|[L]R|[L]I|[L/M]AM|[L/M]AH|[L]AE|[L]H|[L]AC|[L/M]AK|[M-INVI]t36t29|[L/M]AF|[M-INVI]t31t29|[L/M]AD|[M-REAL]C|[L/M]E|[L/M]G|[M-REAL]I|[L]O|[L/M]K|[L/M]N|[L]B|[L/M]J|[M-REAL]H|[L/M]M|[L]C|[L/M]L|[M-REAL]F|[L/M]D|[M-REAL]B|[L]F
169,"instance_6",1,Yes,"232,00","14,00","232,00","0,33","232,00","113,00","320,00","0,33","42,00","0,34","352,00","0,34",[M-REAL]A|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[L]V|[L]W|[L/M]S|[L]O|[L]Z|[L/M]V|[L/M]W|[L]P|[L]AB|[L]O|[L]O|[L]B|[L/M]U|[L]S|[L]AA|[L/M]T|[M-REAL]P|[L/M]X|[M-REAL]Z|[L]D|[L]U|[L]T|[L/M]AB|[L]Y|[L]C|[L]X|[L/M]AA|[L/M]Y|[M-REAL]O|[L]P|[L/M]S|[L/M]R|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]B|[L]A|[L]Z
170,"instance_369",1,Yes,"188,00","18,00","188,00","0,44","188,00","122,00","320,00","0,44","41,00","0,47","352,00","0,47",[M-REAL]A|[L]D|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[L]T|[L/M]S|[L]O|[L/M]V|[L]R|[L/M]W|[L/M]U|[M-REAL]T|[M-REAL]P|[L/M]X|[L/M]AA|[L/M]Z|[L]AA|[L/M]AB|[M-REAL]Y|[L]P|[L/M]O|[L/M]S|[L]T|[L/M]W|[L]Z|[L]AB|[L]P|[L]Y|[L/M]V|[L]S|[L]X|[L]O|[L]Y|[L/M]U|[M-REAL]T|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[L]A|[L/M]B
171,"instance_257",1,Yes,"170,00","18,00","170,00","0,44","170,00","145,00","250,00","0,44","41,00","0,40","282,00","0,40",[L/M]A|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[L]AJ|[L/M]S|[L/M]R|[L]U|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[L/M]AC|[M-REAL]AJ|[L]V|[L]D|[L]O|[L/M]AE|[L]C|[L/M]AM|[L]W|[L]AD|[L/M]AG|[M-REAL]AF|[M-INVI]t31t29|[L]P|[L/M]AK|[M-INVI]t36t29|[M-REAL]AD|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[L/M]S|[M-REAL]R|[M-REAL]P|[M-INVI]t15t3|[M-REAL]D|[L/M]B|[L]O|[L]AF|[L]D|[L]T
172,"instance_233",1,Yes,"174,00","19,00","174,00","0,47","174,00","123,00","320,00","0,47","40,00","0,51","352,00","0,51",[L/M]A|[L]AB|[L/M]C|[M-INVI]t2t14|[L]Y|[L/M]O|[L/M]S|[M-REAL]V|[M-REAL]W|[L]AB|[L]S|[L]R|[L/M]U|[L/M]T|[L/M]P|[L/M]X|[M-REAL]AB|[L]P|[L/M]AA|[L/M]Z|[M-REAL]Y|[M-REAL]O|[M-REAL]S|[L]AA|[L/M]U|[L]O|[L]X|[L]O|[L/M]V|[L]Y|[L/M]W|[L]Z|[L/M]T|[L]V|[L]S|[L]W|[L/M]P|[M-INVI]t15t3|[L/M]D|[L/M]B
173,"instance_358",1,Yes,"168,00","16,00","168,00","0,40","168,00","94,00","260,00","0,40","40,00","0,42","292,00","0,42",[M-REAL]A|[L/M]C|[M-INVI]t2t14|[L/M]O|[M-REAL]S|[L]P|[L]A|[L/M]R|[M-REAL]P|[L]O|[L/M]X|[M-REAL]Z|[M-REAL]AA|[L]X|[L/M]AB|[L]S|[L]P|[L]P|[L/M]Y|[L/M]O|[M-REAL]S|[L]Z|[L/M]R|[M-REAL]P|[M-REAL]X|[L/M]AA|[M-REAL]AB|[L]R|[L/M]Z|[L]S|[L/M]Y|[M-REAL]O|[L]AB|[L/M]S|[M-REAL]R|[M-REAL]P|[M-INVI]t15t3|[L]AA|[L/M]D|[L/M]B
174,"instance_280",1,Yes,"168,00","13,00","168,00","0,35","168,00","85,00","230,00","0,35","37,00","0,36","262,00","0,36",[L/M]A|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[L]P|[L/M]W|[L]O|[L]Z|[L/M]U|[L/M]V|[M-REAL]T|[M-REAL]P|[M-REAL]X|[M-REAL]Z|[L/M]AB|[L]U|[L]T|[L/M]AA|[M-REAL]Y|[L]X|[L]S|[L]D|[L/M]O|[L/M]S|[M-REAL]U|[M-REAL]W|[L]T|[L/M]V|[M-REAL]T|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[L]W|[L]C|[L]Y|[L/M]B
175,"instance_140",1,Yes,"168,00","13,00","168,00","0,35","168,00","80,00","230,00","0,35","37,00","0,36","262,00","0,36",[M-REAL]A|[M-REAL]C|[M-INVI]t2t14|[L]U|[L]P|[L/M]O|[L]P|[L]AA|[L/M]S|[M-REAL]V|[L]X|[L/M]W|[L]B|[L]S|[L]A|[L/M]U|[L]C|[L]Y|[L/M]T|[M-REAL]P|[M-REAL]X|[M-REAL]AA|[L/M]AB|[L/M]Z|[M-REAL]Y|[L/M]O|[M-REAL]S|[M-REAL]U|[L/M]V|[L/M]W|[M-REAL]T|[M-REAL]P|[M-INVI]t15t3|[L/M]D|[M-REAL]B|[L]T|[L]V
176,"instance_225",1,Yes,"168,00","13,00","168,00","0,35","168,00","81,00","230,00","0,35","37,00","0,36","262,00","0,36",[M-REAL]A|[M-REAL]C|[M-INVI]t2t14|[L]X|[L]D|[L]V|[L/M]O|[M-REAL]S|[M-REAL]U|[L]Y|[L]B|[L/M]W|[L]A|[L/M]V|[L/M]T|[L/M]P|[M-REAL]X|[L/M]AA|[M-REAL]Z|[L]W|[L/M]AB|[M-REAL]Y|[L/M]O|[L]Z|[L/M]S|[M-REAL]V|[M-REAL]W|[M-REAL]U|[L/M]T|[L]C|[L]U|[L]S|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]B|[L]U
177,"instance_342",1,Yes,"168,00","13,00","168,00","0,35","168,00","79,00","230,00","0,35","37,00","0,36","262,00","0,36",[M-REAL]A|[L]T|[L]T|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[L/M]S|[M-REAL]U|[M-REAL]W|[L/M]V|[M-REAL]T|[L]S|[L]O|[L/M]P|[M-REAL]X|[M-REAL]AA|[L]O|[L]W|[L]A|[L]B|[L/M]Z|[L]D|[L/M]AB|[L/M]Y|[M-REAL]O|[M-REAL]S|[L]U|[L/M]V|[L/M]U|[L/M]W|[M-REAL]T|[L]AA|[L]X|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]B
178,"instance_237",1,Yes,"168,00","13,00","168,00","0,35","168,00","76,00","230,00","0,35","37,00","0,36","262,00","0,36",[L/M]A|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[L/M]S|[M-REAL]W|[L]P|[L]S|[L/M]V|[L]B|[L/M]U|[M-REAL]T|[L]U|[L/M]P|[M-REAL]X|[M-REAL]AA|[L]T|[L]O|[L/M]Z|[L]V|[L/M]AB|[L/M]Y|[M-REAL]O|[M-REAL]S|[M-REAL]U|[M-REAL]V|[M-REAL]W|[L]AA|[L/M]T|[M-REAL]P|[M-INVI]t15t3|[L/M]D|[M-REAL]B|[L]W|[L]W|[L]X|[L]O
179,"instance_297",1,Yes,"106,00","17,00","106,00","0,47","106,00","56,00","200,00","0,47","36,00","0,54","232,00","0,54",[L]B|[L/M]A|[L/M]C|[M-INVI]t2t14|[L/M]O|[M-REAL]S|[M-REAL]R|[M-REAL]P|[M-REAL]X|[M-REAL]AA|[L/M]AB|[M-REAL]Z|[L/M]Y|[L/M]O|[M-REAL]S|[M-REAL]R|[M-REAL]P|[L/M]X|[L/M]AA|[L/M]Z|[M-REAL]AB|[M-REAL]Y|[M-REAL]O|[L]P|[L]S|[L/M]S|[M-REAL]U|[L]R|[L/M]V|[L/M]W|[L/M]T|[L/M]P|[M-INVI]t15t3|[L]U|[L/M]D|[M-REAL]B
