Result of replaying M1.tpn on Process 12 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost Lo","Decomposed Sync-Move Numerator","Raw Fitness Cost Hi","Sync-Move Fitness","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Decomposed Sync-Move Fitness","Decomposed Sync-Move Denominator","Raw Fitness Perc Hi","Raw Fitness Cost Max","Raw Fitness Perc Lo",Match
48,"instance_134",1,Yes,"54,00","20,00","54,00","0,69","54,00","69,00","220,00","0,69","29,00","0,79","252,00","0,79",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AJ|[L]B|[L/M]AC|[L/M]AH|[L/M]AD|[M-REAL]AE|[L/M]AI|[L/M]AC|[L]D|[L/M]AG|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[M-INVI]t29t27|[L/M]AB|[M-REAL]D|[M-REAL]B|[L]AE
49,"instance_392",1,Yes,"94,00","12,00","94,00","0,43","94,00","38,00","160,00","0,43","28,00","0,51","192,00","0,51",[M-REAL]A|[L]D|[L]AI|[L/M]C|[L/M]AA|[M-REAL]AC|[L/M]AD|[L/M]AF|[M-REAL]AE|[M-REAL]AI|[L/M]AC|[L]A|[L/M]AD|[M-REAL]AE|[L]AB|[L/M]AC|[M-REAL]AD|[L]AG|[L/M]AH|[L/M]AJ|[M-REAL]AG|[L/M]AE|[M-REAL]AC|[M-REAL]AD|[M-INVI]t29t27|[M-REAL]AB|[M-REAL]D|[L/M]B
50,"instance_380",1,Yes,"40,00","21,00","40,00","0,75","40,00","17,00","220,00","0,75","28,00","0,84","252,00","0,84",[L/M]A|[L/M]C|[L/M]AA|[M-REAL]AF|[L]D|[L/M]AC|[L/M]AH|[L/M]AJ|[L/M]AD|[M-REAL]AE|[M-REAL]AC|[L/M]AD|[L/M]AE|[L/M]AI|[L/M]AC|[M-REAL]AD|[L/M]AG|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[M-REAL]D|[L]AF|[L/M]B
51,"instance_249",1,Yes,"112,00","12,00","112,00","0,43","112,00","72,00","190,00","0,43","28,00","0,50","222,00","0,50",[L/M]A|[M-REAL]C|[L]AE|[L/M]AA|[M-REAL]AF|[L/M]AI|[L]AF|[L/M]AH|[M-REAL]AC|[L]AB|[L/M]AD|[M-REAL]AE|[M-REAL]AJ|[L]C|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]AE|[L]B|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[M-REAL]AB|[L]AJ|[L/M]D|[M-REAL]B|[L]AC|[L]AE
52,"instance_469",1,Yes,"40,00","21,00","40,00","0,75","40,00","14,00","220,00","0,75","28,00","0,84","252,00","0,84",[L/M]A|[M-REAL]C|[L]AB|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AI|[L/M]AJ|[L/M]AD|[L/M]AE|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-INVI]t29t27|[M-REAL]AB|[L]C|[L/M]D|[L/M]B
53,"instance_448",1,Yes,"40,00","21,00","40,00","0,75","40,00","15,00","220,00","0,75","28,00","0,84","252,00","0,84",[L]AC|[L/M]A|[L/M]C|[L]AE|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AI|[L/M]AJ|[L/M]AH|[L/M]AD|[L/M]AG|[M-REAL]AE|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[M-REAL]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[L/M]D|[L/M]B
54,"instance_257",1,Yes,"40,00","21,00","40,00","0,75","40,00","35,00","220,00","0,75","28,00","0,84","252,00","0,84",[L]AD|[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AD|[L/M]AI|[L/M]AJ|[L/M]AH|[L/M]AE|[L/M]AC|[M-REAL]AD|[L]AB|[L/M]AG|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]AE|[M-REAL]AC|[L/M]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[M-INVI]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
55,"instance_268",1,Yes,"82,00","15,00","82,00","0,54","82,00","97,00","190,00","0,54","28,00","0,63","222,00","0,63",[M-REAL]A|[L]AG|[L/M]C|[L/M]AA|[M-REAL]AC|[L/M]AF|[L/M]AD|[L/M]AJ|[L/M]AH|[L/M]AI|[L/M]AE|[L]A|[L]AB|[L/M]AC|[M-REAL]AD|[L/M]AE|[M-REAL]AG|[L]B|[L/M]AC|[L/M]AD|[M-REAL]AE|[L]D|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[M-REAL]AB|[M-REAL]D|[M-REAL]B
56,"instance_156",1,Yes,"56,00","19,00","56,00","0,70","56,00","28,00","220,00","0,70","27,00","0,78","252,00","0,78",[L/M]A|[M-REAL]C|[L]AC|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AJ|[L/M]AD|[L/M]AI|[L/M]AE|[L]B|[L]AB|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L]C|[L/M]AG|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[M-REAL]AB|[L/M]D|[M-REAL]B
57,"instance_417",1,Yes,"80,00","13,00","80,00","0,48","80,00","34,00","160,00","0,48","27,00","0,58","192,00","0,58",[L/M]A|[M-REAL]C|[L]AB|[L/M]AA|[M-REAL]AC|[L/M]AF|[L/M]AD|[L/M]AH|[M-REAL]AE|[M-REAL]AJ|[L]D|[L/M]AI|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]AE|[L]C|[L]AJ|[L/M]AC|[M-REAL]AD|[L/M]AE|[M-REAL]AC|[M-REAL]AD|[M-INVI]t29t27|[M-REAL]AB|[M-REAL]D|[L/M]B
58,"instance_114",1,Yes,"26,00","22,00","26,00","0,81","26,00","16,00","220,00","0,81","27,00","0,90","252,00","0,90",[L/M]A|[L/M]C|[L/M]AA|[L]AI|[L/M]AC|[L/M]AF|[L/M]AH|[L/M]AJ|[M-REAL]AI|[L/M]AD|[L/M]AE|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[L/M]D|[L/M]B
59,"instance_316",1,Yes,"68,00","16,00","68,00","0,59","68,00","26,00","190,00","0,59","27,00","0,69","222,00","0,69",[L/M]A|[L/M]C|[M-REAL]AA|[M-REAL]AF|[L]AG|[L/M]AI|[L]D|[L]AF|[L/M]AC|[L/M]AD|[L/M]AJ|[L/M]AH|[L/M]AE|[M-REAL]AC|[M-REAL]AD|[L]AA|[L/M]AE|[L/M]AC|[M-REAL]AG|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[M-REAL]D|[L/M]B
60,"instance_64",1,Yes,"38,00","18,00","38,00","0,69","38,00","8,00","170,00","0,69","26,00","0,81","202,00","0,81",[L/M]A|[L/M]C|[M-REAL]E|[M-INVI]t4t8|[L/M]I|[M-REAL]J|[L/M]K|[M-REAL]I|[L/M]J|[L/M]K|[M-REAL]I|[L]E|[L/M]J|[M-REAL]K|[L/M]I|[M-REAL]J|[M-REAL]K|[L/M]I|[L/M]J|[L/M]K|[L/M]I|[L/M]J|[M-INVI]t9t5|[L/M]F|[L/M]D|[L/M]B
61,"instance_161",1,Yes,"12,00","23,00","12,00","0,88","12,00","3,00","220,00","0,88","26,00","0,95","252,00","0,95",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AJ|[L/M]AD|[L/M]AH|[L/M]AI|[L/M]AE|[L/M]AG|[L/M]AC|[M-REAL]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[L/M]D|[L/M]B
62,"instance_255",1,Yes,"54,00","17,00","54,00","0,65","54,00","26,00","190,00","0,65","26,00","0,76","222,00","0,76",[L]AE|[L/M]A|[L/M]C|[L/M]AA|[L]AH|[L/M]AC|[L]AB|[L/M]AF|[L/M]AJ|[L/M]AD|[L/M]AI|[M-REAL]AE|[M-REAL]AC|[L/M]AD|[M-REAL]AE|[M-REAL]AH|[L/M]AG|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
63,"instance_27",1,Yes,"66,00","14,00","66,00","0,54","66,00","33,00","160,00","0,54","26,00","0,66","192,00","0,66",[L/M]A|[L/M]C|[L/M]AA|[M-REAL]AC|[L/M]AF|[L/M]AD|[M-REAL]AE|[L/M]AC|[M-REAL]AD|[M-REAL]AI|[L]B|[L/M]AH|[L/M]AJ|[L/M]AG|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[M-REAL]AD|[M-INVI]t29t27|[M-REAL]AB|[L/M]D|[M-REAL]B|[L]AB|[L]AI
64,"instance_271",1,Yes,"52,00","15,00","52,00","0,60","52,00","29,00","160,00","0,60","25,00","0,73","192,00","0,73",[L/M]A|[L/M]C|[L/M]AA|[M-REAL]AC|[M-REAL]AD|[L/M]AF|[L/M]AE|[L/M]AH|[L]AG|[L/M]AC|[L/M]AD|[M-REAL]AE|[L/M]AJ|[M-REAL]AC|[L/M]AI|[L/M]AD|[M-REAL]AE|[L]B|[L/M]AC|[M-REAL]AD|[M-INVI]t29t27|[M-REAL]AG|[L/M]AB|[L/M]D|[M-REAL]B
65,"instance_6",1,Yes,"40,00","18,00","40,00","0,72","40,00","10,00","190,00","0,72","25,00","0,82","222,00","0,82",[L/M]A|[M-REAL]C|[L]AE|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AJ|[L/M]AD|[L/M]AH|[L/M]AI|[L/M]AG|[L/M]AE|[L/M]AC|[M-REAL]AD|[M-REAL]AE|[L]C|[L/M]AC|[L/M]AD|[M-REAL]AE|[M-REAL]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[L/M]D|[L/M]B
66,"instance_230",1,Yes,"82,00","12,00","82,00","0,48","82,00","46,00","160,00","0,48","25,00","0,57","192,00","0,57",[L/M]A|[M-REAL]C|[L/M]AA|[M-REAL]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]AE|[M-REAL]AF|[L/M]AJ|[M-REAL]AI|[L/M]AH|[L]B|[L]AF|[L]C|[L]D|[L/M]AG|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[M-REAL]D|[M-REAL]B|[L]AI
67,"instance_48",1,Yes,"82,00","12,00","82,00","0,48","82,00","14,00","160,00","0,48","25,00","0,57","192,00","0,57",[M-REAL]A|[M-REAL]C|[M-REAL]AA|[M-REAL]AC|[L/M]AD|[L]D|[L/M]AF|[L]AB|[L/M]AI|[L/M]AH|[L/M]AJ|[L]A|[L/M]AG|[L/M]AE|[L/M]AC|[L]AA|[L/M]AD|[M-REAL]AE|[L]C|[L/M]AC|[M-REAL]AD|[M-INVI]t29t27|[M-REAL]AB|[M-REAL]D|[L/M]B
68,"instance_205",1,Yes,"70,00","15,00","70,00","0,60","70,00","19,00","190,00","0,60","25,00","0,68","222,00","0,68",[M-REAL]A|[L]AG|[L/M]C|[L]AD|[L/M]AA|[M-REAL]AF|[L]B|[L/M]AC|[L/M]AI|[L/M]AH|[L/M]AD|[L/M]AJ|[L/M]AE|[L]A|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[M-REAL]AG|[L/M]AB|[L/M]D|[M-REAL]B|[L]AF
69,"instance_343",1,Yes,"82,00","12,00","82,00","0,48","82,00","35,00","160,00","0,48","25,00","0,57","192,00","0,57",[L/M]A|[L]D|[L/M]C|[L/M]AA|[M-REAL]AF|[L/M]AH|[L]AG|[L/M]AC|[L/M]AJ|[L]B|[L/M]AI|[M-REAL]AG|[L]AF|[L/M]AD|[M-REAL]AE|[L/M]AC|[M-REAL]AD|[L/M]AE|[M-REAL]AC|[M-REAL]AD|[M-INVI]t29t27|[L/M]AB|[M-REAL]D|[M-REAL]B|[L]AD
70,"instance_146",1,Yes,"40,00","18,00","40,00","0,72","40,00","11,00","190,00","0,72","25,00","0,82","222,00","0,82",[L/M]A|[M-REAL]C|[L]AH|[L/M]AA|[L/M]AF|[L/M]AC|[M-REAL]AD|[L/M]AJ|[M-REAL]AE|[L/M]AC|[L/M]AI|[L/M]AD|[L/M]AE|[M-REAL]AH|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L]C|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[L/M]D|[L/M]B
71,"instance_436",1,Yes,"40,00","18,00","40,00","0,72","40,00","13,00","190,00","0,72","25,00","0,82","222,00","0,82",[L/M]A|[M-REAL]C|[L/M]AA|[L/M]AF|[L]C|[L/M]AC|[M-REAL]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[L/M]AH|[L]AG|[L/M]AJ|[L/M]AE|[L/M]AI|[L/M]AC|[L/M]AD|[M-REAL]AG|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[L/M]D|[L/M]B
72,"instance_83",1,Yes,"38,00","16,00","38,00","0,67","38,00","15,00","160,00","0,67","24,00","0,80","192,00","0,80",[L/M]A|[L/M]C|[M-REAL]AA|[M-REAL]AC|[L/M]AD|[M-REAL]AE|[L/M]AF|[L/M]AJ|[L/M]AC|[M-REAL]AD|[L/M]AE|[M-REAL]AC|[L/M]AI|[L/M]AH|[L/M]AD|[L/M]AG|[M-REAL]AE|[L/M]AC|[M-REAL]AD|[M-INVI]t29t27|[L]AA|[L/M]AB|[L/M]D|[L/M]B
73,"instance_376",1,Yes,"56,00","16,00","56,00","0,67","56,00","35,00","190,00","0,67","24,00","0,75","222,00","0,75",[M-REAL]A|[L]AI|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[M-REAL]AI|[L/M]AH|[L/M]AD|[L/M]AJ|[L]A|[L/M]AE|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L]D|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[M-REAL]D|[L]AC|[L/M]B
74,"instance_464",1,Yes,"38,00","16,00","38,00","0,67","38,00","16,00","160,00","0,67","24,00","0,80","192,00","0,80",[L/M]A|[L/M]C|[L]AB|[L/M]AA|[L/M]AF|[L/M]AC|[M-REAL]AD|[M-REAL]AE|[L/M]AC|[L/M]AI|[L/M]AD|[L/M]AJ|[M-REAL]AE|[M-REAL]AC|[L/M]AH|[L/M]AD|[L/M]AG|[L/M]AE|[M-REAL]AC|[M-REAL]AD|[M-INVI]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
75,"instance_125",1,Yes,"26,00","19,00","26,00","0,79","26,00","27,00","190,00","0,79","24,00","0,88","222,00","0,88",[L/M]A|[L/M]C|[L/M]AA|[M-REAL]AC|[L/M]AD|[L/M]AF|[M-REAL]AE|[L/M]AC|[L/M]AH|[L/M]AI|[L/M]AD|[L/M]AJ|[L/M]AG|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L]D|[L/M]AC|[M-REAL]AD|[M-INVI]t29t27|[L/M]AB|[M-REAL]D|[L/M]B
76,"instance_331",1,Yes,"26,00","19,00","26,00","0,79","26,00","28,00","190,00","0,79","24,00","0,88","222,00","0,88",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AJ|[L/M]AD|[L/M]AI|[M-REAL]AE|[L/M]AC|[L]AB|[L/M]AG|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[M-REAL]AD|[M-INVI]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
77,"instance_357",1,Yes,"68,00","13,00","68,00","0,54","68,00","26,00","160,00","0,54","24,00","0,65","192,00","0,65",[L]AG|[L/M]A|[L/M]C|[M-REAL]AA|[L]D|[L/M]AC|[L/M]AF|[L/M]AH|[L/M]AJ|[M-REAL]AD|[L]AB|[L/M]AE|[M-REAL]AC|[L/M]AI|[L/M]AD|[M-REAL]AE|[M-REAL]AG|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[M-REAL]AB|[M-REAL]D|[L]AA|[L/M]B
78,"instance_298",1,Yes,"42,00","17,00","42,00","0,74","42,00","46,00","190,00","0,74","23,00","0,81","222,00","0,81",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[M-REAL]AH|[L/M]AJ|[L/M]AD|[L]AB|[L/M]AE|[L/M]AI|[L]B|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[M-REAL]AB|[L]AH|[L/M]D|[M-REAL]B
79,"instance_292",1,Yes,"54,00","14,00","54,00","0,61","54,00","14,00","160,00","0,61","23,00","0,72","192,00","0,72",[M-REAL]A|[L]AH|[L/M]C|[L/M]AA|[L]AI|[L/M]AF|[M-REAL]AH|[M-REAL]AI|[L/M]AJ|[M-REAL]AC|[L/M]AD|[M-REAL]AE|[L/M]AG|[L/M]AC|[M-REAL]AD|[L/M]AE|[L]A|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[L/M]D|[L/M]B
80,"instance_275",1,Yes,"54,00","14,00","54,00","0,61","54,00","18,00","160,00","0,61","23,00","0,72","192,00","0,72",[M-REAL]A|[L]AF|[L/M]C|[L/M]AA|[M-REAL]AF|[L]AB|[L/M]AC|[L/M]AH|[L/M]AI|[L/M]AJ|[L/M]AD|[L/M]AG|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[M-REAL]AD|[M-INVI]t29t27|[M-REAL]AB|[L]A|[L/M]D|[L/M]B
81,"instance_494",1,Yes,"42,00","17,00","42,00","0,74","42,00","6,00","190,00","0,74","23,00","0,81","222,00","0,81",[L]AE|[L]AB|[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L]AH|[L/M]AF|[L/M]AJ|[L/M]AD|[L/M]AI|[M-REAL]AH|[L/M]AE|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
82,"instance_248",1,Yes,"0,00","23,00","0,00","1,00","0,00","18,00","220,00","1,00","23,00","1,00","252,00","1,00",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AJ|[L/M]AI|[L/M]AD|[L/M]AH|[L/M]AE|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[L/M]D|[L/M]B
83,"instance_459",1,Yes,"0,00","23,00","0,00","1,00","0,00","18,00","220,00","1,00","23,00","1,00","252,00","1,00",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AJ|[L/M]AD|[L/M]AI|[L/M]AH|[L/M]AE|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[L/M]D|[L/M]B
84,"instance_211",1,Yes,"42,00","17,00","42,00","0,74","42,00","16,00","190,00","0,74","23,00","0,81","222,00","0,81",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L]AG|[L/M]AD|[M-REAL]AF|[L/M]AH|[L/M]AJ|[L/M]AE|[L]B|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AI|[M-REAL]AG|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[L/M]D|[L]AF|[M-REAL]B
85,"instance_335",1,Yes,"54,00","14,00","54,00","0,61","54,00","18,00","160,00","0,61","23,00","0,72","192,00","0,72",[L/M]A|[L/M]C|[M-REAL]AA|[M-REAL]AC|[L]B|[L/M]AF|[L/M]AJ|[L/M]AD|[L/M]AI|[L/M]AE|[L/M]AC|[M-REAL]AD|[M-REAL]AE|[L/M]AC|[L/M]AH|[L/M]AG|[L]D|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[M-REAL]D|[M-REAL]B|[L]AA
86,"instance_15",1,Yes,"54,00","14,00","54,00","0,61","54,00","24,00","160,00","0,61","23,00","0,72","192,00","0,72",[L/M]A|[L/M]C|[M-REAL]AA|[M-REAL]AC|[L]AB|[L/M]AD|[M-REAL]AE|[L/M]AF|[M-REAL]AJ|[L/M]AC|[L/M]AH|[L/M]AD|[L/M]AI|[L/M]AG|[L/M]AE|[L/M]AC|[M-REAL]AD|[M-INVI]t29t27|[M-REAL]AB|[L]AJ|[L]AA|[L/M]D|[L/M]B
87,"instance_82",1,Yes,"28,00","18,00","28,00","0,82","28,00","5,00","190,00","0,82","22,00","0,87","222,00","0,87",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AD|[M-REAL]AE|[L/M]AF|[L/M]AH|[L]B|[L/M]AJ|[L/M]AC|[L/M]AI|[L/M]AG|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[L/M]D|[M-REAL]B|[L]AE
88,"instance_482",1,Yes,"70,00","12,00","70,00","0,55","70,00","51,00","160,00","0,55","22,00","0,64","192,00","0,64",[M-REAL]A|[L]D|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AD|[L/M]AJ|[L/M]AI|[M-REAL]AH|[L]AB|[L/M]AE|[L]A|[L]B|[L/M]AG|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[M-REAL]AB|[M-REAL]D|[M-REAL]B|[L]AH
89,"instance_124",1,Yes,"70,00","12,00","70,00","0,55","70,00","23,00","160,00","0,55","22,00","0,64","192,00","0,64",[L/M]A|[M-REAL]C|[L]AD|[L/M]AA|[M-REAL]AF|[L]AB|[L]D|[L/M]AC|[L]C|[L/M]AH|[M-REAL]AD|[L/M]AI|[L/M]AJ|[L/M]AE|[L/M]AG|[L]AF|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[M-REAL]AB|[M-REAL]D|[L/M]B
90,"instance_317",1,Yes,"28,00","18,00","28,00","0,82","28,00","11,00","190,00","0,82","22,00","0,87","222,00","0,87",[M-REAL]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AJ|[L/M]AI|[L/M]AD|[L/M]AE|[L]A|[L/M]AG|[L]AB|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
91,"instance_221",1,Yes,"28,00","18,00","28,00","0,82","28,00","12,00","190,00","0,82","22,00","0,87","222,00","0,87",[L]AI|[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L]B|[L/M]AF|[L/M]AD|[L/M]AH|[M-REAL]AI|[L/M]AE|[L/M]AJ|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[L/M]D|[M-REAL]B
92,"instance_203",1,Yes,"112,00","6,00","112,00","0,27","112,00","53,00","130,00","0,27","22,00","0,31","162,00","0,31",[M-REAL]A|[M-REAL]C|[M-REAL]AA|[L]AJ|[L/M]AF|[L]AA|[L/M]AC|[M-REAL]AJ|[M-REAL]AI|[M-REAL]AH|[M-REAL]AG|[L]A|[L]C|[L/M]AD|[M-INVI]t29t27|[L]B|[L/M]AB|[L]AG|[L/M]D|[M-REAL]B|[L]AI|[L]AH
93,"instance_349",1,Yes,"40,00","15,00","40,00","0,68","40,00","16,00","160,00","0,68","22,00","0,79","192,00","0,79",[L/M]A|[L/M]C|[L/M]AA|[M-REAL]AF|[L]D|[L/M]AI|[L/M]AC|[L/M]AJ|[L/M]AH|[L/M]AD|[L/M]AG|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[M-REAL]AD|[M-INVI]t29t27|[L/M]AB|[M-REAL]D|[L]AF|[L/M]B
94,"instance_29",1,Yes,"24,00","16,00","24,00","0,73","24,00","2,00","140,00","0,73","22,00","0,86","172,00","0,86",[L/M]A|[L/M]C|[L/M]E|[M-INVI]t4t8|[M-REAL]I|[L/M]J|[M-REAL]K|[M-REAL]I|[L/M]J|[L/M]K|[L/M]I|[L/M]J|[L/M]K|[L/M]I|[M-REAL]J|[M-REAL]K|[L/M]I|[M-REAL]J|[M-INVI]t9t5|[L/M]F|[L/M]D|[L/M]B
95,"instance_136",1,Yes,"40,00","15,00","40,00","0,68","40,00","16,00","160,00","0,68","22,00","0,79","192,00","0,79",[L/M]A|[M-REAL]C|[L/M]AA|[L]C|[L/M]AC|[M-REAL]AD|[M-REAL]AE|[L/M]AC|[L/M]AF|[L/M]AD|[L/M]AI|[L/M]AH|[L/M]AJ|[L/M]AE|[M-REAL]AC|[L/M]AG|[L]D|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[M-REAL]D|[L/M]B
96,"instance_263",1,Yes,"70,00","12,00","70,00","0,55","70,00","27,00","160,00","0,55","22,00","0,64","192,00","0,64",[L]AG|[M-REAL]A|[L/M]C|[L]B|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AJ|[L/M]AH|[L/M]AD|[L/M]AI|[M-REAL]AG|[M-REAL]AE|[L/M]AC|[L]D|[L]A|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[M-REAL]D|[M-REAL]B|[L]AE
97,"instance_481",1,Yes,"70,00","12,00","70,00","0,55","70,00","54,00","160,00","0,55","22,00","0,64","192,00","0,64",[L/M]A|[L/M]C|[L/M]AA|[M-REAL]AC|[M-REAL]AD|[L/M]AE|[M-REAL]AF|[L/M]AC|[L]AG|[L/M]AH|[L/M]AD|[L]AF|[L]B|[L/M]AI|[L/M]AJ|[M-REAL]AG|[M-INVI]t29t27|[L/M]AB|[L]AD|[L/M]D|[M-REAL]B|[L]AC
98,"instance_76",1,Yes,"40,00","14,00","40,00","0,67","40,00","13,00","140,00","0,67","21,00","0,77","172,00","0,77",[L/M]A|[L/M]C|[M-REAL]E|[M-INVI]t4t8|[M-REAL]I|[L/M]J|[M-REAL]K|[L/M]I|[L/M]J|[L/M]K|[L/M]I|[L/M]J|[L/M]K|[M-REAL]I|[M-REAL]J|[M-INVI]t9t5|[L/M]F|[L]I|[L]E|[L/M]D|[L/M]B
99,"instance_98",1,Yes,"14,00","19,00","14,00","0,90","14,00","7,00","190,00","0,90","21,00","0,94","222,00","0,94",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AD|[L/M]AJ|[L/M]AH|[L/M]AE|[L/M]AI|[L/M]AG|[L]D|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-INVI]t29t27|[L/M]AB|[M-REAL]D|[L/M]B
