Result of replaying ML4.tpn on Process 7 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost Lo","Decomposed Sync-Move Numerator","Raw Fitness Cost Hi","Sync-Move Fitness","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Decomposed Sync-Move Fitness","Decomposed Sync-Move Denominator","Raw Fitness Perc Hi","Raw Fitness Cost Max","Raw Fitness Perc Lo",Match
193,"instance_407",1,Yes,"208,00","14,00","208,00","0,31","208,00","1.660,00","260,00","0,31","45,00","0,37","328,00","0,37",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[L/M]J|[M-REAL]L|[L/M]K|[L]AA|[L]AB|[L/M]H|[M-REAL]I|[M-REAL]P|[L]E|[L]A|[L]AC|[L]Q|[L]M|[L]T|[L]B|[L]D|[L/M]T|[L/M]N|[L/M]R|[L/M]Q|[M-REAL]AA|[M-REAL]AC|[L]F|[L/M]AE|[L]C|[L/M]AD|[M-REAL]AB|[L]R|[L/M]G|[L/M]P|[M-REAL]T|[M-REAL]H|[L]P|[L/M]O|[M-INVI]t7t5|[M-REAL]R|[M-REAL]F|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B
194,"instance_245",1,Yes,"196,00","17,00","196,00","0,38","196,00","1.793,00","290,00","0,38","45,00","0,45","358,00","0,45",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]N|[L]T|[L/M]J|[L]D|[L/M]G|[L]F|[L]AC|[L/M]P|[L]AE|[L]W|[L/M]O|[L]Q|[L]E|[L/M]R|[L]C|[L]P|[L/M]H|[L/M]X|[L]A|[L]AA|[L/M]Y|[L/M]Z|[M-REAL]W|[M-REAL]Q|[M-REAL]AA|[M-REAL]AC|[M-REAL]AE|[M-REAL]L|[L/M]AD|[L/M]K|[L/M]AB|[M-REAL]P|[M-INVI]t7t5|[M-REAL]T|[L/M]R|[L]N|[L/M]Q|[M-INVI]t16t3|[M-REAL]F|[M-REAL]D|[L]M|[L/M]B
195,"instance_302",1,Yes,"148,00","20,00","148,00","0,44","148,00","1.132,00","260,00","0,44","45,00","0,55","328,00","0,55",[M-REAL]A|[M-REAL]C|[M-REAL]P|[M-REAL]T|[L/M]E|[L/M]R|[M-REAL]N|[L/M]O|[M-REAL]G|[L]N|[L/M]Q|[L]C|[L/M]H|[L/M]J|[L/M]M|[M-REAL]I|[L/M]K|[L]A|[L/M]G|[M-REAL]H|[L]T|[L/M]I|[M-REAL]G|[M-REAL]H|[L/M]I|[L/M]G|[M-REAL]H|[L]B|[L]F|[L/M]I|[L/M]G|[L/M]H|[M-REAL]I|[M-REAL]G|[L/M]H|[M-REAL]I|[L]P|[L]D|[L/M]G|[L/M]H|[M-INVI]t7t5|[M-REAL]F|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B
196,"instance_423",1,Yes,"226,00","14,00","226,00","0,31","226,00","2.291,00","290,00","0,31","45,00","0,37","358,00","0,37",[M-REAL]A|[L]T|[L/M]C|[M-REAL]E|[L/M]G|[M-REAL]H|[M-REAL]I|[M-REAL]N|[L]AE|[L/M]O|[L/M]P|[M-REAL]T|[L]E|[L/M]G|[M-REAL]H|[L/M]I|[M-REAL]G|[M-REAL]R|[M-REAL]J|[L]AC|[L]AB|[L/M]L|[L/M]Q|[L/M]K|[L]Q|[L]AD|[L]F|[L/M]H|[M-REAL]I|[M-REAL]G|[M-INVI]t16t3|[L]B|[L]R|[L]R|[L]AA|[L]A|[L]J|[L/M]H|[M-INVI]t7t5|[M-REAL]F|[L/M]D|[M-REAL]B|[L]T|[L]N|[L]P
197,"instance_459",1,Yes,"148,00","20,00","148,00","0,44","148,00","1.645,00","260,00","0,44","45,00","0,55","328,00","0,55",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L/M]G|[M-REAL]P|[L/M]H|[L/M]T|[M-REAL]I|[M-REAL]G|[L/M]H|[L]M|[L]P|[L/M]R|[L/M]N|[L]B|[L/M]I|[L/M]J|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]Q|[L]E|[L]F|[L/M]G|[L/M]H|[M-REAL]I|[L/M]G|[M-REAL]H|[M-REAL]L|[L/M]I|[M-REAL]G|[L/M]K|[L]D|[L/M]H|[L]A|[L/M]O|[M-INVI]t16t3|[L/M]I|[M-REAL]G|[M-REAL]H|[M-INVI]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]C
198,"instance_430",1,Yes,"208,00","14,00","208,00","0,31","208,00","1.603,00","260,00","0,31","45,00","0,37","328,00","0,37",[M-REAL]A|[M-REAL]C|[M-REAL]P|[M-REAL]T|[M-REAL]R|[M-REAL]Q|[L/M]AA|[M-REAL]AC|[M-REAL]E|[M-REAL]J|[L/M]M|[L/M]AD|[M-REAL]G|[L]A|[L]Q|[L/M]AE|[L]D|[L]J|[L/M]N|[L]Q|[L/M]O|[L]R|[L]C|[L]S|[L]B|[L]F|[L/M]AB|[L/M]K|[L]T|[L]AC|[L/M]H|[M-REAL]I|[L]E|[L/M]G|[L/M]P|[M-REAL]T|[L]P|[L/M]R|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]H|[M-INVI]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B
199,"instance_14",1,Yes,"178,00","17,00","178,00","0,38","178,00","1.320,00","260,00","0,38","45,00","0,46","328,00","0,46",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]P|[L]D|[L/M]H|[L]Y|[L]K|[L/M]R|[L]P|[L]A|[L/M]X|[L/M]I|[L/M]G|[M-REAL]H|[M-REAL]I|[M-REAL]Y|[L]O|[L]B|[L/M]G|[L]F|[L/M]Z|[L/M]H|[M-REAL]I|[L]M|[L/M]G|[L/M]H|[L]E|[L/M]I|[M-REAL]G|[M-REAL]H|[L]C|[L/M]J|[L/M]W|[L/M]N|[L/M]Q|[M-INVI]t16t3|[M-REAL]O|[M-REAL]L|[M-REAL]K|[M-INVI]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B
200,"instance_479",1,Yes,"166,00","20,00","166,00","0,44","166,00","2.298,00","290,00","0,44","45,00","0,54","358,00","0,54",[L/M]A|[L/M]C|[M-REAL]E|[M-REAL]N|[M-REAL]G|[L/M]J|[L/M]M|[L/M]O|[M-REAL]P|[L]E|[L]AA|[L]AB|[L/M]H|[L/M]R|[M-REAL]I|[M-REAL]Z|[L/M]Y|[L/M]G|[L/M]X|[M-REAL]W|[M-REAL]Q|[M-REAL]AA|[M-REAL]AD|[M-REAL]H|[L/M]AE|[L]N|[L]P|[L/M]AC|[M-REAL]AB|[L]Z|[L]D|[L/M]P|[L/M]T|[M-INVI]t7t5|[M-REAL]R|[L/M]Q|[L]Q|[L/M]K|[M-INVI]t16t3|[L]R|[L]AD|[L/M]F|[M-REAL]D|[L]W|[L/M]B
201,"instance_22",1,Yes,"196,00","17,00","196,00","0,38","196,00","2.127,00","290,00","0,38","45,00","0,45","358,00","0,45",[L]Q|[L]R|[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]J|[M-REAL]N|[M-REAL]L|[L/M]K|[L]Z|[L/M]O|[L/M]P|[M-REAL]T|[L]M|[L/M]H|[M-REAL]R|[M-REAL]I|[M-REAL]Q|[L/M]AA|[L/M]AC|[L]X|[L]D|[L]E|[L/M]AD|[L/M]AE|[L]J|[L/M]G|[M-REAL]H|[M-REAL]AB|[M-INVI]t7t5|[L/M]P|[L/M]F|[M-REAL]T|[L]Y|[L/M]R|[L/M]Q|[M-INVI]t16t3|[M-REAL]D|[L]W|[L]AB|[L/M]B|[L]C|[L]N|[L]T
202,"instance_457",1,Yes,"208,00","14,00","208,00","0,31","208,00","2.015,00","260,00","0,31","45,00","0,37","328,00","0,37",[M-REAL]A|[M-REAL]C|[M-REAL]P|[L]F|[L/M]T|[M-REAL]R|[M-REAL]Q|[M-REAL]E|[M-REAL]G|[L]S|[L/M]N|[L]P|[L]E|[L]P|[L/M]AA|[L/M]H|[M-REAL]I|[M-REAL]AD|[L]R|[L/M]AE|[L/M]O|[L/M]AC|[L]A|[L/M]AB|[M-REAL]P|[M-REAL]T|[M-REAL]R|[M-REAL]J|[M-REAL]L|[L]B|[L]C|[L/M]K|[L/M]Q|[L]L|[L/M]G|[M-INVI]t16t3|[M-REAL]H|[M-INVI]t7t5|[M-REAL]F|[L]J|[L]R|[L/M]D|[M-REAL]B|[L]Q|[L]AD
203,"instance_499",1,Yes,"166,00","20,00","166,00","0,44","166,00","1.211,00","290,00","0,44","45,00","0,54","358,00","0,54",[L/M]A|[M-REAL]C|[M-REAL]E|[L]B|[L/M]P|[L/M]J|[L/M]G|[M-REAL]H|[L/M]I|[M-REAL]G|[M-REAL]T|[M-REAL]R|[L/M]Q|[L]P|[L/M]L|[L]E|[L]T|[L/M]H|[L/M]K|[L/M]AA|[M-REAL]I|[M-REAL]AD|[L]Q|[L/M]G|[L]R|[L]S|[L]D|[L/M]AE|[L]F|[L/M]AC|[L]C|[L/M]AB|[M-REAL]P|[M-REAL]T|[L/M]H|[L/M]N|[L/M]O|[L/M]R|[M-REAL]Q|[M-INVI]t7t5|[M-REAL]F|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B|[L]AD
204,"instance_315",1,Yes,"214,00","17,00","214,00","0,38","214,00","1.452,00","320,00","0,38","45,00","0,45","388,00","0,45",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[L]AB|[L/M]H|[L/M]I|[M-REAL]G|[L]E|[L]AC|[L/M]H|[M-REAL]I|[L]B|[L/M]N|[L/M]O|[L/M]G|[L/M]H|[M-REAL]I|[M-REAL]J|[L/M]P|[L/M]L|[M-REAL]T|[L]AD|[L/M]R|[L]R|[L]C|[L/M]K|[L]T|[L/M]G|[M-REAL]H|[M-INVI]t7t5|[L/M]F|[L]P|[L]G|[L/M]Q|[M-INVI]t16t3|[L]I|[L]Q|[L]J|[L]A|[L]AE|[L/M]D|[M-REAL]B|[L]S|[L]AA
205,"instance_290",1,Yes,"176,00","15,00","176,00","0,34","176,00","979,00","230,00","0,34","44,00","0,41","298,00","0,41",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]H|[L]Q|[L]O|[L/M]I|[M-REAL]G|[M-REAL]H|[L]F|[L]L|[L/M]N|[L]R|[L]D|[L]E|[L/M]I|[M-REAL]G|[L/M]H|[M-REAL]O|[M-REAL]I|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]J|[M-REAL]L|[L/M]P|[M-REAL]R|[L/M]G|[L/M]K|[L]A|[L/M]S|[M-REAL]Q|[L/M]H|[M-REAL]I|[M-REAL]G|[L/M]H|[M-INVI]t7t5|[M-REAL]F|[M-INVI]t16t3|[M-REAL]D|[L/M]B|[L]C|[L]G
206,"instance_64",1,Yes,"134,00","21,00","134,00","0,48","134,00","1.090,00","260,00","0,48","44,00","0,59","328,00","0,59",[L/M]A|[M-REAL]C|[M-REAL]P|[M-REAL]E|[M-REAL]T|[L]F|[L/M]R|[L]T|[L/M]J|[L]P|[L/M]G|[M-REAL]H|[L]E|[L]D|[L]K|[L/M]M|[L/M]I|[M-REAL]G|[L/M]H|[L/M]I|[M-REAL]G|[L/M]Q|[L/M]H|[L/M]I|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]G|[L/M]H|[M-REAL]I|[M-INVI]t16t3|[M-REAL]G|[L]C|[L/M]N|[L/M]H|[M-REAL]K|[M-INVI]t7t5|[L/M]O|[M-REAL]F|[M-REAL]D|[L/M]B
207,"instance_63",1,Yes,"134,00","21,00","134,00","0,48","134,00","1.929,00","260,00","0,48","44,00","0,59","328,00","0,59",[L/M]A|[L]G|[L/M]C|[M-REAL]E|[L]D|[L/M]G|[L/M]H|[M-REAL]I|[M-REAL]P|[M-REAL]T|[L/M]G|[L/M]N|[L/M]R|[L/M]H|[M-REAL]I|[M-REAL]G|[L/M]H|[L/M]O|[L/M]I|[M-REAL]G|[M-REAL]H|[L/M]I|[M-REAL]G|[M-REAL]H|[M-REAL]J|[L/M]M|[L/M]K|[L/M]Q|[L/M]I|[M-REAL]G|[L]B|[L]P|[L]E|[L]T|[L/M]H|[M-REAL]I|[M-INVI]t16t3|[L/M]G|[M-REAL]H|[M-INVI]t7t5|[L/M]F|[M-REAL]D|[M-REAL]B|[L]J
208,"instance_184",1,Yes,"212,00","15,00","212,00","0,34","212,00","2.321,00","290,00","0,34","44,00","0,41","358,00","0,41",[M-REAL]A|[L]O|[L/M]C|[M-REAL]E|[L/M]J|[L]D|[L]X|[L/M]N|[M-REAL]O|[M-REAL]L|[M-REAL]P|[L]AD|[L]W|[L/M]K|[L]AA|[L]F|[L]A|[L/M]T|[L/M]R|[L]P|[L/M]G|[L]Y|[L/M]Q|[M-REAL]AA|[M-REAL]AD|[M-REAL]AE|[L]R|[L]M|[L]Q|[L]Z|[L/M]AC|[L/M]AB|[L/M]H|[M-INVI]t7t5|[M-REAL]F|[L/M]P|[M-REAL]R|[M-REAL]S|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]D|[L]E|[L]AE|[L/M]B
209,"instance_293",1,Yes,"224,00","12,00","224,00","0,27","224,00","1.923,00","260,00","0,27","44,00","0,32","328,00","0,32",[M-REAL]A|[M-REAL]C|[M-REAL]P|[M-REAL]T|[M-REAL]R|[L/M]Q|[M-REAL]AA|[M-REAL]AD|[M-REAL]AE|[M-REAL]E|[M-REAL]N|[L/M]O|[L/M]AC|[L/M]J|[L]R|[L/M]AB|[M-REAL]P|[L/M]T|[M-REAL]R|[L]E|[L]D|[L]C|[L/M]G|[M-REAL]H|[M-INVI]t7t5|[M-REAL]L|[L]AD|[L]B|[L]N|[L]T|[L/M]K|[L]M|[L]P|[L/M]F|[L]AA|[L]P|[L]A|[L/M]Q|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B|[L]H|[L]AE|[L]R
210,"instance_87",1,Yes,"212,00","15,00","212,00","0,34","212,00","2.133,00","290,00","0,34","44,00","0,41","358,00","0,41",[L]AC|[L]K|[L]AB|[L]Z|[L]AE|[L/M]A|[M-REAL]C|[M-REAL]P|[M-REAL]E|[M-REAL]T|[L/M]N|[L]L|[L/M]G|[L]C|[L]X|[L]AA|[L/M]O|[L]R|[L/M]R|[L/M]Q|[M-REAL]AA|[M-REAL]AC|[M-REAL]AE|[L]Q|[L]W|[L/M]AD|[M-REAL]AB|[L/M]J|[L/M]H|[M-INVI]t7t5|[L/M]P|[L]Y|[L/M]T|[M-REAL]L|[M-REAL]K|[M-REAL]R|[M-REAL]Q|[L]P|[L]E|[L/M]F|[M-INVI]t16t3|[M-REAL]D|[L/M]B|[L]D
211,"instance_280",1,Yes,"164,00","18,00","164,00","0,41","164,00","1.437,00","260,00","0,41","44,00","0,50","328,00","0,50",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L/M]G|[M-REAL]H|[L/M]I|[M-REAL]G|[M-REAL]P|[M-REAL]R|[L]D|[L]E|[L]W|[L/M]N|[L/M]J|[L/M]Z|[L]A|[L/M]X|[L/M]H|[M-REAL]I|[M-REAL]G|[L]B|[L/M]Y|[L/M]H|[M-REAL]W|[L]K|[L]F|[L/M]M|[L/M]I|[L/M]Q|[L]R|[L/M]G|[L]C|[L/M]H|[M-INVI]t16t3|[M-REAL]I|[L/M]G|[L]P|[L/M]O|[M-REAL]K|[M-REAL]H|[M-INVI]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B
212,"instance_377",1,Yes,"164,00","18,00","164,00","0,41","164,00","1.263,00","260,00","0,41","44,00","0,50","328,00","0,50",[M-REAL]A|[L]W|[L/M]C|[L/M]P|[M-REAL]E|[M-REAL]G|[M-REAL]H|[M-REAL]R|[M-REAL]Z|[L/M]I|[L/M]Y|[L]D|[L/M]X|[M-REAL]W|[L/M]Q|[L]B|[L/M]J|[M-REAL]L|[L]R|[L/M]K|[L/M]G|[M-REAL]H|[M-REAL]I|[M-INVI]t16t3|[L/M]G|[M-REAL]N|[L/M]H|[L/M]O|[M-REAL]I|[L/M]G|[L/M]H|[M-REAL]I|[M-REAL]G|[L/M]H|[M-INVI]t7t5|[L/M]F|[M-REAL]D|[M-REAL]B|[L]E|[L]N|[L]L|[L]Z|[L]A|[L]I
213,"instance_483",1,Yes,"134,00","21,00","134,00","0,48","134,00","1.230,00","260,00","0,48","44,00","0,59","328,00","0,59",[M-REAL]A|[M-REAL]C|[M-REAL]P|[L/M]T|[L/M]R|[L/M]E|[M-REAL]Q|[M-REAL]AA|[L]L|[L/M]N|[L/M]J|[M-REAL]L|[L]F|[L/M]G|[L/M]AC|[L]AB|[L]A|[L/M]O|[L/M]AD|[L/M]AE|[M-REAL]AB|[L/M]K|[L]S|[L/M]P|[M-REAL]R|[M-REAL]S|[L/M]Q|[L/M]AA|[M-REAL]AD|[M-REAL]AC|[M-REAL]AE|[M-REAL]AB|[L/M]H|[L/M]P|[M-REAL]T|[M-INVI]t7t5|[M-REAL]F|[L]B|[L/M]R|[L]C|[L/M]Q|[M-INVI]t16t3|[L/M]D|[M-REAL]B
214,"instance_2",1,Yes,"194,00","15,00","194,00","0,34","194,00","1.096,00","260,00","0,34","44,00","0,41","328,00","0,41",[M-REAL]A|[M-REAL]C|[M-REAL]P|[M-REAL]T|[M-REAL]R|[L/M]Q|[L/M]E|[M-REAL]J|[L/M]M|[M-REAL]G|[L]F|[L]D|[L]Q|[L/M]K|[L/M]H|[L/M]AA|[M-REAL]I|[M-REAL]AC|[L]C|[L]P|[L/M]AD|[L/M]AE|[L]T|[L/M]AB|[L]S|[L]J|[L]R|[L]B|[L/M]G|[L]A|[L/M]P|[L/M]R|[M-REAL]H|[M-REAL]S|[M-REAL]Q|[M-INVI]t7t5|[M-REAL]N|[L/M]O|[M-REAL]F|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B|[L]N|[L]AC
215,"instance_120",1,Yes,"230,00","15,00","230,00","0,34","230,00","2.426,00","320,00","0,34","44,00","0,41","388,00","0,41",[M-REAL]A|[L/M]C|[M-REAL]P|[L]I|[L]AA|[L/M]R|[M-REAL]X|[L]AC|[L/M]Z|[L]B|[L]AB|[L]Q|[L]A|[L/M]Y|[M-REAL]W|[L/M]E|[M-REAL]N|[L/M]G|[L]D|[L/M]O|[L/M]H|[L]P|[L]N|[L/M]Q|[M-REAL]I|[L/M]G|[L]P|[L]R|[L]K|[L]AE|[L]W|[L/M]J|[L]F|[L/M]H|[L]X|[L]T|[L]AD|[L/M]M|[M-INVI]t16t3|[M-REAL]K|[M-INVI]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B
216,"instance_342",1,Yes,"182,00","18,00","182,00","0,41","182,00","2.271,00","290,00","0,41","44,00","0,49","358,00","0,49",[L/M]A|[M-REAL]C|[L]AC|[L/M]E|[M-REAL]N|[M-REAL]J|[M-REAL]L|[L]C|[L/M]K|[L]P|[L/M]G|[L]B|[L]J|[L/M]O|[L]Q|[L/M]P|[L/M]R|[L/M]X|[M-REAL]Z|[M-REAL]Y|[L]D|[L]N|[L]AA|[L/M]H|[M-INVI]t7t5|[L/M]W|[L/M]F|[L]AB|[L/M]Q|[M-REAL]AA|[M-REAL]AC|[L/M]AE|[L]Y|[L]L|[L/M]AD|[M-REAL]AB|[M-REAL]P|[L]Z|[L/M]T|[L/M]R|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B
217,"instance_323",1,Yes,"194,00","15,00","194,00","0,34","194,00","1.598,00","260,00","0,34","44,00","0,41","328,00","0,41",[L/M]A|[M-REAL]C|[L]D|[L]F|[L]AA|[L]AB|[L]B|[L/M]E|[M-REAL]G|[L/M]H|[M-REAL]N|[M-REAL]J|[L/M]O|[M-REAL]P|[L/M]M|[L/M]T|[M-REAL]R|[L/M]Q|[M-REAL]AA|[M-REAL]I|[L]Q|[L/M]G|[M-REAL]H|[L]J|[L]P|[L]P|[L/M]AC|[L]R|[L]S|[L]N|[L/M]AD|[L/M]AE|[M-REAL]AB|[M-INVI]t7t5|[M-REAL]P|[L]C|[L/M]R|[L/M]K|[M-REAL]F|[M-REAL]S|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B
218,"instance_11",1,Yes,"134,00","21,00","134,00","0,48","134,00","1.551,00","260,00","0,48","44,00","0,59","328,00","0,59",[M-REAL]A|[L]H|[L/M]C|[M-REAL]E|[L/M]G|[M-REAL]H|[L/M]I|[L]E|[L/M]P|[L/M]T|[L/M]G|[L/M]H|[M-REAL]I|[L]A|[L/M]R|[M-REAL]G|[M-REAL]J|[L/M]M|[L]D|[L/M]H|[M-REAL]I|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]K|[L/M]G|[M-REAL]H|[L/M]I|[M-REAL]G|[M-REAL]N|[L/M]H|[L/M]Q|[L]F|[L/M]O|[L/M]I|[M-REAL]G|[M-REAL]H|[M-INVI]t7t5|[M-REAL]F|[M-INVI]t16t3|[M-REAL]D|[L]N|[L/M]B|[L]J
219,"instance_285",1,Yes,"162,00","16,00","162,00","0,37","162,00","1.211,00","230,00","0,37","43,00","0,46","298,00","0,46",[M-REAL]A|[M-REAL]C|[L]F|[L/M]E|[L]Q|[L/M]G|[M-REAL]H|[L/M]N|[L/M]I|[M-REAL]G|[M-REAL]H|[L]C|[L/M]I|[L/M]O|[L]K|[L]T|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]G|[L]L|[L]B|[L/M]J|[L/M]H|[M-REAL]I|[M-REAL]G|[L/M]H|[M-REAL]I|[M-REAL]G|[L/M]H|[M-REAL]L|[M-REAL]K|[M-INVI]t7t5|[M-REAL]F|[L/M]P|[M-REAL]R|[M-REAL]S|[M-REAL]Q|[M-INVI]t16t3|[L]A|[L/M]D|[M-REAL]B|[L]R
220,"instance_50",1,Yes,"150,00","19,00","150,00","0,44","150,00","1.315,00","260,00","0,44","43,00","0,54","328,00","0,54",[M-REAL]A|[L]H|[L/M]C|[M-REAL]P|[M-REAL]T|[M-REAL]R|[L]H|[L/M]Q|[L/M]E|[M-REAL]G|[M-REAL]H|[L/M]I|[L]B|[L]S|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]G|[M-REAL]H|[M-INVI]t16t3|[L/M]J|[L]R|[L]D|[L]P|[L/M]I|[L]K|[L]A|[L/M]G|[L/M]H|[L/M]M|[L/M]I|[M-REAL]G|[L/M]N|[L/M]O|[L/M]H|[M-REAL]K|[M-REAL]I|[L/M]G|[M-REAL]H|[M-INVI]t7t5|[L/M]F|[M-REAL]D|[M-REAL]B
221,"instance_486",1,Yes,"120,00","22,00","120,00","0,51","120,00","994,00","260,00","0,51","43,00","0,63","328,00","0,63",[L/M]A|[M-REAL]C|[M-REAL]E|[L/M]J|[L/M]P|[L/M]G|[M-REAL]H|[M-REAL]I|[L]F|[L]C|[L]O|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]T|[L/M]N|[L/M]G|[L]B|[L/M]H|[M-REAL]I|[L/M]G|[L/M]H|[L/M]I|[M-REAL]G|[L/M]H|[L/M]I|[M-REAL]G|[L/M]H|[L/M]R|[L]E|[L/M]L|[L/M]I|[M-REAL]G|[M-REAL]H|[M-REAL]O|[L/M]Q|[M-REAL]K|[M-INVI]t7t5|[M-REAL]F|[M-INVI]t16t3|[L/M]D|[M-REAL]B|[L]K
222,"instance_20",1,Yes,"162,00","16,00","162,00","0,37","162,00","1.282,00","230,00","0,37","43,00","0,46","298,00","0,46",[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[L]Q|[L/M]H|[L]C|[L/M]I|[M-REAL]G|[L/M]P|[L/M]H|[M-REAL]I|[M-REAL]J|[L]F|[L/M]L|[L]O|[L]J|[L]B|[L/M]K|[L]R|[L]E|[L]D|[L/M]T|[L/M]G|[M-REAL]H|[M-REAL]I|[M-REAL]R|[L/M]G|[M-REAL]H|[L/M]I|[M-REAL]G|[L/M]H|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]I|[L/M]G|[M-REAL]H|[M-INVI]t7t5|[L/M]N|[M-REAL]O|[M-REAL]F|[M-REAL]D|[M-REAL]B
223,"instance_113",1,Yes,"150,00","19,00","150,00","0,44","150,00","1.420,00","260,00","0,44","43,00","0,54","328,00","0,54",[M-REAL]A|[M-REAL]C|[L/M]P|[L]I|[L/M]E|[M-REAL]G|[L/M]H|[L/M]N|[M-REAL]I|[L]K|[L/M]O|[L/M]G|[M-REAL]H|[L/M]I|[L/M]G|[M-REAL]H|[M-REAL]J|[L/M]I|[L/M]L|[M-REAL]T|[M-REAL]K|[M-REAL]R|[L]D|[L]A|[L]J|[L/M]Q|[L/M]G|[L/M]H|[M-REAL]I|[M-REAL]G|[L]C|[L/M]H|[M-REAL]I|[M-REAL]G|[L]S|[L/M]H|[M-INVI]t16t3|[M-INVI]t7t5|[L/M]F|[M-REAL]D|[L]G|[L]R|[L/M]B
224,"instance_183",1,Yes,"180,00","16,00","180,00","0,37","180,00","1.515,00","260,00","0,37","43,00","0,45","328,00","0,45",[M-REAL]A|[M-REAL]C|[M-REAL]P|[L/M]R|[M-REAL]S|[M-REAL]Q|[M-REAL]AA|[M-REAL]E|[M-REAL]G|[L]K|[L/M]AC|[L]P|[L/M]N|[L]E|[L/M]H|[L/M]J|[M-REAL]I|[L]B|[L]P|[L/M]AE|[L/M]G|[M-REAL]H|[L]D|[L/M]AD|[L/M]AB|[M-REAL]P|[L]AA|[L]C|[L]Q|[L/M]R|[L/M]S|[L/M]Q|[L]F|[L/M]O|[L]A|[L/M]L|[M-REAL]K|[M-INVI]t16t3|[M-INVI]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]T
225,"instance_313",1,Yes,"228,00","13,00","228,00","0,30","228,00","1.776,00","290,00","0,30","43,00","0,36","358,00","0,36",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]P|[M-REAL]J|[L/M]R|[L]R|[L]AC|[L/M]M|[L]T|[L]P|[L/M]N|[L/M]K|[L]W|[L]B|[L]P|[L/M]H|[M-REAL]I|[L]D|[L/M]X|[L/M]Z|[L]Q|[L]C|[L]AB|[L/M]Y|[M-REAL]W|[L]AD|[L/M]G|[M-REAL]H|[L]AE|[L]A|[L]E|[L]F|[L/M]Q|[L]J|[L]AA|[L/M]O|[M-INVI]t7t5|[M-INVI]t16t3|[M-REAL]F|[M-REAL]D|[M-REAL]B
226,"instance_445",1,Yes,"162,00","16,00","162,00","0,37","162,00","875,00","230,00","0,37","43,00","0,46","298,00","0,46",[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[L]K|[L/M]H|[M-REAL]I|[M-REAL]P|[M-REAL]J|[L]F|[L]D|[L/M]M|[L/M]T|[L/M]G|[M-REAL]H|[M-REAL]R|[L/M]Q|[L]C|[L/M]I|[M-REAL]G|[M-REAL]H|[M-REAL]N|[L/M]I|[L/M]O|[M-REAL]K|[M-INVI]t16t3|[M-REAL]G|[L/M]H|[M-REAL]I|[L/M]G|[L]R|[L]J|[L/M]H|[M-REAL]I|[L]E|[L]N|[L/M]G|[M-REAL]H|[M-INVI]t7t5|[M-REAL]F|[M-REAL]D|[L]P|[L/M]B
