Result of replaying M5.tpn on Process 1 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost Lo","Decomposed Sync-Move Numerator","Raw Fitness Cost Hi","Sync-Move Fitness","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Decomposed Sync-Move Fitness","Decomposed Sync-Move Denominator","Raw Fitness Perc Hi","Raw Fitness Cost Max","Raw Fitness Perc Lo",Match
89,"instance_291",1,Yes,"70.00","39.00","70.00","0.80","70.00","904.00","430.00","0.80","49.00","0.87","538.00","0.87",[L]AC|[L/M]A|[L/M]C|[L/M]E|[L/M]X|[L/M]P|[L/M]AE|[L/M]R|[L/M]S|[L/M]Z|[L/M]G|[L/M]L|[L/M]AF|[L/M]N|[L/M]K|[M-REAL]O|[L/M]AB|[M-REAL]Q|[L/M]T|[L/M]AA|[L/M]M|[L/M]H|[L/M]AD|[L/M]V|[L]AB|[L/M]Z|[L/M]U|[L/M]F|[L/M]AC|[M-REAL]AA|[L]O|[L/M]AD|[L]Q|[L/M]Z|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L]AA|[L/M]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[L/M]B
90,"instance_175",1,Yes,"126.00","31.00","126.00","0.63","126.00","1,161.00","390.00","0.63","49.00","0.75","498.00","0.75",[L/M]A|[L/M]C|[M-REAL]X|[L/M]Z|[M-REAL]P|[L]O|[L/M]E|[M-REAL]G|[M-REAL]I|[L]W|[L/M]R|[L]Q|[L/M]H|[L]Z|[L/M]L|[L/M]S|[M-REAL]O|[M-REAL]Q|[L]G|[L/M]N|[M-REAL]AE|[L/M]AF|[L/M]AC|[L/M]M|[L/M]F|[L/M]T|[L/M]AA|[L]AE|[L]X|[L/M]AD|[M-REAL]V|[L]I|[L/M]U|[L/M]Z|[L/M]AB|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]P|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[L/M]B
91,"instance_87",1,Yes,"126.00","31.00","126.00","0.63","126.00","3,643.00","390.00","0.63","49.00","0.75","498.00","0.75",[L/M]A|[M-REAL]C|[M-REAL]X|[M-REAL]E|[L]H|[L/M]P|[L/M]G|[L]E|[L/M]Z|[L/M]AE|[L/M]S|[L/M]L|[L/M]J|[M-REAL]H|[L/M]R|[L]Z|[L/M]AF|[L/M]N|[L/M]AC|[L/M]O|[L/M]Q|[L]F|[L/M]M|[L/M]AA|[L/M]T|[M-REAL]F|[M-REAL]V|[L/M]U|[L]V|[L/M]AD|[L]C|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]Y|[L]AD|[L]X|[L/M]AC|[L/M]AA|[M-INVI]t26t24|[M-REAL]Y|[L/M]D|[L/M]B
92,"instance_38",1,Yes,"70.00","39.00","70.00","0.80","70.00","833.00","430.00","0.80","49.00","0.87","538.00","0.87",[L/M]A|[L/M]C|[L/M]P|[M-REAL]X|[L/M]Z|[L/M]E|[M-REAL]R|[L/M]AE|[L/M]S|[L]AD|[L/M]L|[L/M]G|[L/M]K|[L/M]AF|[L/M]N|[L/M]AC|[L/M]Q|[L/M]O|[L/M]AA|[L/M]M|[L/M]AD|[L/M]H|[L/M]T|[L/M]Z|[L/M]V|[L/M]U|[L/M]F|[L]Z|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]X|[L/M]AB|[L/M]AA|[L/M]AD|[L]AA|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]AD|[L]R|[L/M]Z|[L/M]AB|[M-REAL]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[L/M]B
93,"instance_387",1,Yes,"142.00","27.00","142.00","0.55","142.00","4,074.00","350.00","0.55","49.00","0.69","458.00","0.69",[L]P|[L/M]A|[L/M]C|[M-REAL]P|[L/M]E|[L]B|[L/M]X|[M-REAL]Z|[L]Y|[L/M]L|[L/M]AC|[L/M]AE|[L/M]AA|[M-REAL]AD|[M-REAL]N|[M-REAL]R|[M-REAL]Z|[L/M]S|[L/M]AB|[L/M]O|[L/M]AF|[L/M]Q|[M-REAL]T|[L]R|[L/M]M|[M-REAL]G|[L/M]V|[M-REAL]I|[L]N|[L]T|[L/M]H|[L/M]AA|[L/M]U|[L/M]AD|[L/M]F|[L]Z|[L]K|[L/M]Z|[M-REAL]AB|[M-REAL]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-INVI]t26t24|[M-REAL]Y|[L]G|[L/M]D|[M-REAL]B
94,"instance_386",1,Yes,"70.00","39.00","70.00","0.80","70.00","1,388.00","430.00","0.80","49.00","0.87","538.00","0.87",[L/M]A|[L/M]C|[L/M]P|[L/M]X|[L/M]Z|[L/M]E|[L/M]AE|[L]B|[L/M]G|[L/M]S|[L]Z|[L/M]L|[M-REAL]O|[L/M]R|[L/M]AC|[L/M]AF|[L/M]I|[L/M]N|[L/M]Q|[L/M]AA|[M-REAL]AD|[L/M]M|[L]AA|[L/M]T|[L/M]V|[L/M]H|[L/M]F|[L/M]U|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L]O|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]Z|[L/M]AC|[M-REAL]AA|[M-INVI]t26t24|[L]AD|[L/M]Y|[L/M]D|[M-REAL]B
95,"instance_420",1,Yes,"126.00","31.00","126.00","0.63","126.00","6,017.00","390.00","0.63","49.00","0.75","498.00","0.75",[L/M]A|[L/M]C|[L/M]X|[L/M]P|[L/M]R|[L]F|[L/M]AE|[L/M]E|[L]H|[L/M]AF|[L/M]S|[L/M]Z|[M-REAL]AB|[L/M]L|[M-REAL]AA|[L/M]AD|[M-REAL]O|[L/M]Q|[L/M]G|[L]AC|[L/M]I|[L]Z|[L/M]T|[L/M]N|[L/M]M|[L]O|[L]B|[L/M]W|[L/M]Z|[L]Z|[L/M]AB|[L/M]AA|[L/M]AD|[M-REAL]Z|[L/M]U|[M-REAL]AB|[L/M]AA|[L]AB|[L/M]AD|[M-REAL]Z|[L]AA|[L/M]AC|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[M-REAL]H|[M-REAL]F|[L/M]D|[M-REAL]B
96,"instance_468",1,Yes,"110.00","35.00","110.00","0.71","110.00","1,543.00","430.00","0.71","49.00","0.80","538.00","0.80",[M-REAL]A|[L]AE|[L/M]C|[L/M]E|[L/M]P|[L/M]X|[M-REAL]AE|[M-REAL]L|[L]AC|[L/M]R|[L]T|[L/M]S|[L/M]Z|[L]AA|[L/M]N|[L/M]G|[L/M]Q|[L/M]AF|[L]L|[L/M]O|[L/M]K|[L/M]AC|[L/M]M|[L/M]H|[L/M]AA|[M-REAL]T|[L/M]V|[L]AD|[L/M]F|[L/M]AD|[L/M]U|[L]AA|[L]Z|[L/M]Z|[L/M]AC|[M-REAL]AA|[L]A|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[L/M]B
97,"instance_164",1,Yes,"126.00","31.00","126.00","0.63","126.00","5,492.00","390.00","0.63","49.00","0.75","498.00","0.75",[L/M]A|[L]B|[L/M]C|[L/M]E|[L/M]P|[L/M]X|[L/M]G|[L/M]AE|[M-REAL]Z|[L/M]L|[L/M]AC|[L/M]R|[L]Z|[L/M]K|[L/M]N|[M-REAL]S|[M-REAL]O|[L/M]Q|[L/M]AA|[L]AC|[L/M]AF|[L]U|[L/M]H|[L]Y|[L/M]M|[L/M]AD|[L]S|[L/M]T|[L/M]F|[L/M]W|[L/M]Z|[M-REAL]AB|[L]AA|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[M-REAL]AA|[L]AB|[L/M]AD|[L/M]Z|[M-REAL]AB|[L/M]AA|[M-INVI]t26t24|[M-REAL]Y|[M-REAL]U|[L]O|[L/M]D|[M-REAL]B
98,"instance_96",1,Yes,"112.00","32.00","112.00","0.67","112.00","1,867.00","390.00","0.67","48.00","0.78","498.00","0.78",[L/M]A|[L]AD|[L/M]C|[L]R|[L/M]P|[L/M]X|[L/M]E|[L/M]S|[M-REAL]R|[M-REAL]L|[L/M]AE|[L]Y|[L/M]G|[L]AC|[L/M]Z|[L/M]J|[L/M]AF|[L/M]AC|[L]AB|[L/M]Q|[L/M]H|[L]M|[L/M]AA|[L]F|[L/M]T|[L/M]AD|[L/M]N|[L/M]W|[L/M]Z|[L/M]O|[M-REAL]AB|[M-REAL]M|[M-REAL]F|[L/M]U|[L/M]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L]L|[L/M]AA|[M-REAL]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-INVI]t26t24|[M-REAL]Y|[L/M]D|[L/M]B
99,"instance_402",1,Yes,"168.00","24.00","168.00","0.50","168.00","4,995.00","350.00","0.50","48.00","0.63","458.00","0.63",[L/M]A|[L/M]C|[L/M]X|[M-REAL]AE|[M-REAL]P|[L/M]E|[M-REAL]L|[L]M|[L/M]Z|[L]B|[L/M]G|[L]AD|[L/M]S|[L/M]O|[L/M]K|[L/M]N|[L/M]R|[L/M]AC|[M-REAL]AA|[L]Y|[L/M]AF|[L/M]H|[L/M]AD|[L/M]Q|[M-REAL]Z|[M-REAL]T|[M-REAL]V|[L]AA|[L/M]AB|[L]AE|[L]P|[L]AB|[L]Z|[L/M]U|[L]L|[L/M]AA|[M-REAL]AD|[L]T|[L/M]Z|[M-REAL]AB|[M-REAL]M|[L/M]AA|[M-INVI]t26t24|[M-REAL]Y|[L/M]F|[L/M]D|[M-REAL]B|[L]V
100,"instance_183",1,Yes,"112.00","32.00","112.00","0.67","112.00","3,341.00","390.00","0.67","48.00","0.78","498.00","0.78",[L/M]A|[L/M]C|[L/M]P|[M-REAL]E|[L]H|[L/M]G|[L/M]S|[L/M]X|[M-REAL]I|[L/M]Z|[M-REAL]AB|[L/M]AE|[L/M]AA|[M-REAL]H|[L/M]L|[L/M]R|[L]D|[L/M]AD|[L/M]N|[L/M]O|[L]AA|[L/M]M|[L/M]Q|[L]E|[L]AA|[L]AB|[L]Z|[L/M]T|[L/M]V|[L/M]F|[L/M]AF|[L/M]Z|[L/M]U|[L/M]AB|[L/M]AA|[L/M]AD|[M-REAL]Z|[L/M]AC|[M-REAL]AA|[L/M]AD|[L/M]Z|[L/M]AC|[M-REAL]AA|[M-INVI]t26t24|[L/M]Y|[M-REAL]D|[L]K|[L/M]B
101,"instance_313",1,Yes,"112.00","32.00","112.00","0.67","112.00","1,115.00","390.00","0.67","48.00","0.78","498.00","0.78",[L]B|[L/M]A|[L/M]C|[L/M]X|[L/M]P|[L/M]E|[M-REAL]AE|[L]Z|[L/M]R|[L/M]G|[L]W|[L/M]S|[L/M]Z|[L]AA|[L/M]AF|[L/M]K|[L]F|[L/M]AB|[L/M]Q|[L/M]H|[L/M]AA|[L]M|[L/M]AD|[L/M]T|[L/M]Z|[L/M]AC|[L]AE|[M-REAL]V|[L/M]U|[L/M]AA|[L/M]AD|[L/M]L|[M-REAL]Z|[L/M]AC|[M-REAL]AA|[L]Y|[L/M]O|[L/M]AD|[L/M]Z|[L/M]N|[M-REAL]M|[M-REAL]F|[L/M]AB|[L/M]AA|[M-INVI]t26t24|[M-REAL]Y|[L/M]D|[M-REAL]B
102,"instance_488",1,Yes,"168.00","24.00","168.00","0.50","168.00","3,755.00","350.00","0.50","48.00","0.63","458.00","0.63",[M-REAL]A|[M-REAL]C|[M-REAL]X|[M-REAL]Z|[L]M|[L/M]AB|[L/M]E|[M-REAL]AA|[L/M]L|[M-REAL]N|[L/M]P|[L/M]G|[L/M]AD|[L/M]AE|[L/M]R|[L]X|[L]AA|[L/M]J|[L/M]O|[M-REAL]M|[M-REAL]S|[M-REAL]Q|[L/M]T|[L/M]AF|[M-REAL]Z|[L]A|[L]Q|[L/M]AC|[L]B|[L/M]H|[L/M]F|[L/M]AA|[M-REAL]AD|[L]Z|[L/M]W|[L/M]Z|[L/M]U|[L/M]AB|[L]Z|[L]N|[L]AD|[L]C|[L/M]AA|[M-INVI]t26t24|[L]S|[L/M]Y|[L/M]D|[M-REAL]B
103,"instance_126",1,Yes,"112.00","32.00","112.00","0.67","112.00","4,196.00","390.00","0.67","48.00","0.78","498.00","0.78",[L/M]A|[L/M]C|[L/M]P|[L/M]E|[M-REAL]L|[M-REAL]R|[L/M]X|[L]Z|[L/M]G|[M-REAL]I|[L]B|[L/M]AE|[L/M]S|[L/M]Z|[L/M]Q|[L/M]O|[L/M]AF|[L/M]AB|[L/M]N|[L]L|[L]R|[L/M]H|[L/M]M|[L/M]T|[L]AC|[L/M]V|[L/M]AA|[L/M]U|[L/M]F|[L/M]AD|[M-REAL]Z|[L]AD|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]Z|[L/M]AC|[L/M]AA|[M-REAL]AD|[L]Z|[L/M]Z|[M-REAL]AB|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[M-REAL]B|[L]K
104,"instance_264",1,Yes,"128.00","28.00","128.00","0.58","128.00","2,286.00","350.00","0.58","48.00","0.72","458.00","0.72",[M-REAL]A|[L]AF|[L/M]C|[L/M]X|[M-REAL]Z|[M-REAL]AB|[M-REAL]E|[L/M]AA|[L]B|[L/M]AD|[L/M]G|[L/M]P|[L/M]Z|[L/M]S|[L/M]L|[L/M]R|[L]A|[L/M]I|[L/M]AB|[M-REAL]AA|[M-REAL]AD|[L/M]H|[L]V|[L/M]O|[L/M]N|[L/M]Q|[L]F|[L/M]M|[M-REAL]F|[L/M]T|[L/M]AE|[L/M]Z|[M-REAL]V|[M-REAL]AF|[L/M]U|[L/M]AB|[M-REAL]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L/M]AA|[M-INVI]t26t24|[L]AC|[L]E|[L/M]Y|[L/M]D|[M-REAL]B|[L]AA
105,"instance_11",1,Yes,"112.00","32.00","112.00","0.67","112.00","2,009.00","390.00","0.67","48.00","0.78","498.00","0.78",[L/M]A|[L/M]C|[M-REAL]X|[L/M]E|[M-REAL]G|[M-REAL]L|[L/M]P|[M-REAL]Z|[L]AA|[L/M]AE|[L/M]S|[L]X|[L/M]O|[L]U|[L/M]N|[L/M]R|[L/M]I|[L/M]M|[L/M]AF|[L/M]AB|[L/M]Q|[L]AD|[L/M]AA|[L/M]T|[L]F|[L/M]AD|[L/M]W|[L/M]Z|[L]L|[L/M]AC|[M-REAL]AA|[M-REAL]U|[L]G|[L]Z|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]AD|[L/M]H|[L/M]Z|[M-REAL]F|[L/M]AB|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[L/M]B
106,"instance_88",1,Yes,"112.00","32.00","112.00","0.67","112.00","2,966.00","390.00","0.67","48.00","0.78","498.00","0.78",[L/M]A|[M-REAL]C|[M-REAL]E|[L/M]G|[L]H|[L]E|[L/M]P|[L/M]X|[L/M]AE|[L/M]L|[L/M]S|[M-REAL]N|[L/M]Z|[L/M]R|[L]Z|[L/M]AF|[L/M]O|[L/M]J|[L/M]Q|[L/M]AB|[L/M]AA|[L]W|[L/M]T|[M-REAL]V|[L]F|[L/M]AD|[L/M]Z|[L]Z|[L/M]AB|[L/M]U|[L/M]AA|[L/M]M|[L]N|[L/M]AD|[M-REAL]Z|[L/M]AB|[L/M]AA|[M-REAL]H|[L/M]AD|[M-REAL]Z|[L]C|[L/M]AB|[M-REAL]F|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[L/M]B
107,"instance_273",1,Yes,"42.00","41.00","42.00","0.87","42.00","118.00","430.00","0.87","47.00","0.92","538.00","0.92",[L/M]A|[L/M]C|[M-REAL]P|[L/M]E|[L/M]G|[L/M]X|[L/M]Z|[L/M]AE|[L/M]R|[L/M]L|[L/M]J|[L/M]S|[L/M]AF|[L/M]O|[L/M]N|[L/M]M|[L/M]H|[L/M]AC|[L/M]AA|[L/M]F|[L/M]AD|[L]Z|[M-REAL]Q|[L/M]T|[L/M]W|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]U|[M-REAL]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-INVI]t26t24|[L]P|[L]Q|[L/M]Y|[L/M]D|[L/M]B
108,"instance_379",1,Yes,"154.00","25.00","154.00","0.53","154.00","2,435.00","350.00","0.53","47.00","0.66","458.00","0.66",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L]Z|[L/M]L|[M-REAL]N|[L]AE|[L/M]P|[L]E|[L/M]X|[L]F|[L/M]S|[L/M]G|[L]U|[L]B|[L/M]O|[L/M]Z|[L/M]R|[L]AA|[L]V|[L/M]AB|[L/M]K|[L/M]H|[L/M]M|[L/M]Q|[L/M]AA|[L/M]T|[M-REAL]V|[M-REAL]F|[M-REAL]AE|[M-REAL]U|[L]C|[L/M]AD|[M-REAL]Z|[L/M]AF|[L]A|[L/M]AB|[M-REAL]AA|[L/M]AD|[L]N|[L/M]Z|[L/M]AB|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[M-REAL]B
109,"instance_23",1,Yes,"98.00","33.00","98.00","0.70","98.00","3,665.00","390.00","0.70","47.00","0.80","498.00","0.80",[L]AA|[L/M]A|[L/M]C|[L/M]E|[L/M]X|[L/M]P|[L/M]S|[L/M]AE|[L/M]G|[L/M]AF|[L/M]Z|[L/M]K|[L/M]L|[L/M]N|[L/M]R|[L/M]AC|[M-REAL]AA|[M-REAL]O|[L/M]H|[L]AB|[L/M]M|[L/M]Q|[L]AB|[L]O|[L/M]AD|[L/M]F|[L/M]Z|[M-REAL]AB|[M-REAL]AA|[L/M]AD|[L/M]Z|[M-REAL]T|[M-REAL]V|[L/M]U|[L/M]AB|[L/M]AA|[L/M]AD|[L]W|[L/M]Z|[M-REAL]AB|[L]AA|[L]T|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[L/M]B
110,"instance_303",1,Yes,"194.00","21.00","194.00","0.45","194.00","6,119.00","350.00","0.45","47.00","0.58","458.00","0.58",[M-REAL]A|[L]H|[L/M]C|[M-REAL]X|[M-REAL]P|[L]AD|[L]Y|[L/M]E|[L/M]Z|[M-REAL]G|[L]AC|[L/M]L|[L/M]AE|[L/M]R|[L/M]J|[M-REAL]H|[L]A|[L]P|[L/M]O|[M-REAL]S|[L]AB|[L/M]Q|[L/M]AF|[L/M]AC|[L]D|[L/M]T|[L/M]AA|[L]Z|[L/M]W|[L]F|[L/M]AD|[L]M|[L/M]U|[L]AA|[L]X|[L/M]Z|[M-REAL]AB|[L/M]AA|[M-INVI]t26t24|[L/M]N|[M-REAL]Y|[M-REAL]M|[M-REAL]F|[M-REAL]D|[L]G|[L]S|[L/M]B
111,"instance_193",1,Yes,"98.00","33.00","98.00","0.70","98.00","1,638.00","390.00","0.70","47.00","0.80","498.00","0.80",[L/M]A|[L/M]C|[L]N|[L/M]P|[L/M]S|[L/M]E|[L]AA|[L/M]X|[L/M]Z|[L/M]AE|[L/M]R|[L]B|[L/M]G|[L/M]L|[M-REAL]N|[L]AD|[L]F|[L/M]Q|[L]D|[L/M]K|[L/M]AF|[L/M]O|[L/M]AC|[L/M]H|[L/M]T|[L/M]AA|[M-REAL]AD|[L/M]M|[L/M]V|[L/M]U|[L/M]Z|[L/M]AB|[M-REAL]AA|[L/M]AD|[M-REAL]Z|[L/M]AC|[L/M]AA|[M-REAL]F|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[M-REAL]D|[M-REAL]B|[L]Z
112,"instance_86",1,Yes,"98.00","33.00","98.00","0.70","98.00","1,088.00","390.00","0.70","47.00","0.80","498.00","0.80",[M-REAL]A|[L]H|[L/M]C|[L/M]E|[L/M]P|[L/M]X|[L/M]L|[L/M]Z|[L/M]G|[L/M]K|[M-REAL]H|[L/M]S|[M-REAL]AE|[L]M|[L]Z|[L]AD|[L/M]R|[L/M]O|[L/M]AF|[L/M]N|[L/M]AC|[L/M]AA|[M-REAL]M|[L]AE|[L]U|[L/M]Q|[L]A|[L/M]T|[L/M]AD|[M-REAL]Z|[L/M]F|[L/M]V|[L/M]AB|[L/M]AA|[M-REAL]U|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[L/M]B
113,"instance_210",1,Yes,"138.00","29.00","138.00","0.62","138.00","2,797.00","390.00","0.62","47.00","0.72","498.00","0.72",[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]L|[L/M]J|[L/M]N|[M-REAL]P|[M-REAL]H|[L]Z|[L/M]X|[L/M]R|[L/M]S|[L/M]O|[L/M]AE|[L]AC|[L/M]AF|[L]G|[L/M]Z|[L]L|[L/M]AC|[L]E|[L/M]M|[L]C|[L/M]AA|[L]P|[L/M]Q|[L]AA|[L]AA|[L/M]T|[L/M]AD|[L/M]W|[L/M]F|[L/M]Z|[L/M]U|[L/M]AC|[L]AD|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[M-REAL]AA|[M-INVI]t26t24|[L]H|[L/M]Y|[L/M]D|[L/M]B
114,"instance_216",1,Yes,"98.00","33.00","98.00","0.70","98.00","1,850.00","390.00","0.70","47.00","0.80","498.00","0.80",[L/M]A|[M-REAL]C|[L/M]E|[L]R|[L/M]X|[L/M]AE|[L/M]P|[L/M]L|[M-REAL]R|[L/M]Z|[M-REAL]O|[L/M]G|[L]AA|[L/M]S|[L]F|[L/M]N|[L/M]M|[L/M]AC|[L]O|[L/M]J|[L]D|[L/M]AA|[L/M]AD|[L/M]Q|[L/M]H|[L/M]AF|[L/M]T|[L/M]Z|[M-REAL]F|[L/M]AC|[L/M]W|[L]Z|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]U|[M-REAL]Z|[L/M]AC|[M-REAL]AA|[M-INVI]t26t24|[L/M]Y|[M-REAL]D|[L]C|[L/M]B
115,"instance_101",1,Yes,"42.00","41.00","42.00","0.87","42.00","104.00","430.00","0.87","47.00","0.92","538.00","0.92",[L]O|[L/M]A|[L/M]C|[L]AD|[L/M]P|[L/M]X|[L/M]R|[L/M]E|[L/M]AE|[L/M]Z|[L/M]S|[L/M]Q|[L/M]L|[L/M]G|[M-REAL]O|[L/M]AF|[L/M]N|[L/M]M|[L/M]AB|[L/M]T|[L/M]K|[L/M]W|[L/M]AA|[M-REAL]AD|[L/M]H|[L/M]Z|[L/M]U|[L/M]F|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L]AC|[L/M]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[L/M]B
116,"instance_103",1,Yes,"154.00","25.00","154.00","0.53","154.00","3,297.00","350.00","0.53","47.00","0.66","458.00","0.66",[M-REAL]A|[M-REAL]C|[L/M]P|[L]Q|[L]AD|[L]C|[L/M]X|[L]M|[L/M]AE|[L/M]E|[M-REAL]L|[L]AA|[L/M]N|[L/M]G|[L]D|[L]L|[L/M]Z|[L/M]R|[L]W|[L/M]S|[L/M]AF|[L/M]J|[M-REAL]Q|[L/M]AC|[M-REAL]AA|[L/M]AD|[L/M]H|[L/M]O|[M-REAL]M|[L]AA|[L]A|[L/M]Z|[L/M]T|[M-REAL]V|[L/M]F|[L]Y|[L/M]U|[L/M]AC|[L/M]AA|[M-REAL]AD|[L/M]Z|[L/M]AC|[M-REAL]AA|[M-INVI]t26t24|[M-REAL]Y|[M-REAL]D|[L/M]B
117,"instance_323",1,Yes,"154.00","25.00","154.00","0.53","154.00","5,794.00","350.00","0.53","47.00","0.66","458.00","0.66",[M-REAL]A|[L]N|[L]O|[L/M]C|[L/M]P|[L/M]E|[L/M]X|[L/M]Z|[L/M]S|[L/M]L|[M-REAL]N|[M-REAL]O|[L/M]AE|[M-REAL]G|[M-REAL]I|[L]Z|[L/M]H|[L]Z|[L]A|[L]K|[L/M]M|[L/M]AC|[L/M]AF|[L/M]AA|[L/M]AD|[M-REAL]Z|[M-REAL]R|[M-REAL]Q|[L]G|[L/M]T|[M-REAL]AB|[L]Q|[L/M]V|[L]Y|[L/M]U|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]AB|[L]R|[L/M]AC|[L/M]AA|[M-INVI]t26t24|[M-REAL]Y|[L/M]F|[L/M]D|[L/M]B
118,"instance_464",1,Yes,"98.00","33.00","98.00","0.70","98.00","803.00","390.00","0.70","47.00","0.80","498.00","0.80",[L/M]A|[M-REAL]C|[L]Y|[L/M]P|[L]AD|[L/M]R|[L/M]X|[L/M]S|[L/M]E|[L/M]AE|[L/M]L|[L/M]Q|[L/M]Z|[L/M]G|[L]AA|[L/M]AF|[L/M]N|[L/M]K|[L/M]AC|[M-REAL]T|[M-REAL]AA|[M-REAL]O|[L/M]AD|[L/M]W|[M-REAL]Z|[L/M]M|[L/M]H|[L]T|[L/M]AC|[L]Z|[L/M]F|[L/M]U|[L/M]AA|[M-REAL]AD|[L]O|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-INVI]t26t24|[M-REAL]Y|[L]C|[L/M]D|[L/M]B
119,"instance_14",1,Yes,"98.00","33.00","98.00","0.70","98.00","607.00","390.00","0.70","47.00","0.80","498.00","0.80",[L/M]A|[M-REAL]C|[M-REAL]E|[L]Q|[L/M]G|[L]B|[L/M]X|[M-REAL]Z|[L]E|[L/M]P|[L/M]AE|[L/M]L|[L/M]K|[L/M]N|[L]T|[L/M]S|[L/M]AF|[L/M]AB|[L/M]O|[L/M]M|[L]C|[L/M]AA|[L/M]R|[L/M]H|[L/M]AD|[L/M]F|[L/M]Z|[M-REAL]Q|[M-REAL]T|[L]Z|[L/M]W|[L/M]AB|[L/M]AA|[L]AC|[L/M]AD|[L/M]Z|[L/M]U|[M-REAL]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[M-REAL]B
120,"instance_485",1,Yes,"154.00","25.00","154.00","0.53","154.00","535.00","350.00","0.53","47.00","0.66","458.00","0.66",[L/M]A|[L]Q|[M-REAL]C|[M-REAL]E|[L]AD|[L/M]X|[L/M]P|[M-REAL]AE|[L]AA|[L/M]G|[L/M]L|[L/M]S|[L/M]Z|[L]D|[L/M]R|[L/M]AF|[L/M]J|[L/M]N|[L/M]O|[L]Y|[M-REAL]Q|[L/M]T|[L/M]AB|[L/M]V|[M-REAL]AA|[M-REAL]AD|[L]B|[L]F|[L]AE|[L]C|[L/M]Z|[L/M]AC|[M-REAL]AA|[L]E|[L/M]AD|[L/M]Z|[L/M]AC|[L]AA|[L/M]M|[L/M]AA|[L/M]H|[M-REAL]F|[M-INVI]t26t24|[M-REAL]Y|[L/M]U|[M-REAL]D|[M-REAL]B
