Result of replaying M8.tpn on Process 1 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Traversed Arcs","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Num. States","Move-Model Fitness","Trace Fitness","Max Fitness Cost","Move-Log Fitness","Trace Length","Queued States",Match
45,"instance_2",1,Yes,"877.00","27.00","29.00","42.00","584.00","0.80","0.46","50.00","0.48","42.00","640.00",[L/M]A|[L/M]C|[M-REAL]I|[L]H|[L/M]M|[L/M]K|[M-REAL]L|[L/M]J|[M-REAL]D|[L]I|[L]M|[L]O|[L/M]N|[L/M]O|[L/M]C|[L]G|[L]D|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L]O|[L/M]D|[L/M]N|[M-REAL]O|[L]F|[L/M]C|[L/M]E|[L/M]H|[L]D|[L]F|[L/M]G|[L]N|[L]C|[L]D|[L]K|[L]L|[L]C|[L]J|[L]N|[L]O|[L]E|[L]I|[L/M]F|[L]L|[L/M]D|[L/M]B
46,"instance_363",1,Yes,"963.00","27.00","30.00","42.00","633.00","0.80","0.46","50.00","0.48","42.00","674.00",[L/M]A|[L/M]C|[L/M]I|[L]O|[L/M]M|[L/M]K|[M-REAL]L|[L/M]J|[L]H|[L/M]D|[L]K|[L]C|[L/M]N|[M-REAL]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L]O|[L]G|[L]D|[L]D|[L/M]F|[M-REAL]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L]D|[L/M]G|[M-REAL]H|[L]I|[L]B|[L]C|[L/M]F|[L]L|[L]L|[L]N|[L]J|[L/M]D|[M-REAL]B|[L]M|[L]E|[L]H|[L]O|[L]F|[L]N
47,"instance_175",1,Yes,"720.00","18.00","27.00","40.00","447.00","0.84","0.62","48.00","0.68","40.00","528.00",[L]D|[L/M]A|[L]N|[L/M]C|[L]B|[L/M]E|[L/M]H|[L]F|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L]D|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[M-REAL]D|[L]O|[L/M]N|[L/M]O|[L]O|[L/M]C|[L/M]E|[L]D|[L]F|[L]G|[L/M]G|[L/M]H|[M-REAL]F|[L]C|[L]E|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[M-REAL]D|[M-REAL]B|[L]H
48,"instance_82",1,Yes,"352.00","8.00","20.00","41.00","168.00","0.90","0.84","49.00","0.90","41.00","284.00",[L/M]A|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L]N|[L/M]D|[M-REAL]N|[L]H|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[L/M]D|[M-REAL]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L]C|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L/M]I|[L/M]L|[L/M]M|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L]N|[L/M]G|[M-REAL]H|[L/M]F|[L/M]D|[L/M]B
49,"instance_474",1,Yes,"714.00","24.00","21.00","42.00","458.00","0.88","0.52","50.00","0.50","42.00","564.00",[L/M]A|[M-REAL]C|[M-REAL]E|[L]N|[L]N|[L]K|[L]J|[L/M]H|[M-REAL]G|[L/M]F|[L]L|[L/M]D|[L]J|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L]O|[L]K|[L/M]D|[L/M]N|[L/M]O|[L]C|[L]G|[L]M|[L]E|[L]L|[L]I|[L]D|[L]C|[L/M]C|[L]D|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L]O|[L]C|[L]I|[L]M|[L/M]B
50,"instance_300",1,Yes,"602.00","20.00","20.00","34.00","386.00","0.71","0.52","42.00","0.71","34.00","447.00",[L/M]A|[L/M]C|[M-REAL]I|[L/M]K|[L]E|[L/M]M|[M-REAL]L|[L]I|[L/M]J|[L/M]D|[M-REAL]N|[L/M]O|[L/M]C|[M-REAL]E|[L]L|[L]N|[L]N|[L/M]G|[M-REAL]H|[L/M]F|[L/M]D|[L]B|[L/M]N|[M-REAL]O|[L]F|[L/M]C|[L/M]I|[L]C|[L/M]M|[L/M]L|[L/M]K|[L/M]J|[L/M]D|[M-REAL]N|[L]H|[L/M]O|[M-REAL]C|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L]O|[L/M]D|[M-REAL]B
51,"instance_302",1,Yes,"600.00","16.00","16.00","34.00","341.00","0.76","0.62","42.00","0.76","34.00","417.00",[L/M]A|[L/M]C|[L/M]I|[L/M]L|[L/M]M|[M-REAL]K|[L]O|[L]D|[L/M]J|[L]G|[L/M]D|[L]E|[L/M]N|[M-REAL]O|[L/M]C|[M-REAL]E|[L]L|[L/M]G|[L/M]H|[L]O|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]I|[M-REAL]L|[L/M]M|[L]I|[L]K|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L/M]E|[M-REAL]G|[L/M]H|[L/M]F|[M-REAL]D|[L/M]B
52,"instance_7",1,Yes,"454.00","16.00","14.00","34.00","268.00","0.76","0.62","42.00","0.76","34.00","344.00",[L/M]A|[L/M]C|[L/M]E|[M-REAL]G|[M-REAL]H|[L]B|[L/M]F|[L/M]D|[L/M]N|[L]J|[L/M]O|[M-REAL]C|[L]N|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[L]I|[L/M]D|[L/M]N|[L/M]O|[L]I|[L/M]C|[M-REAL]I|[L/M]K|[L/M]M|[L/M]L|[M-REAL]J|[L/M]D|[M-REAL]N|[L]G|[L/M]O|[L]C|[L/M]C|[M-REAL]I|[L/M]L|[L/M]M|[L/M]K|[L/M]J|[L/M]D|[M-REAL]B|[L]H
53,"instance_278",1,Yes,"635.00","22.00","18.00","35.00","395.00","0.74","0.49","43.00","0.57","35.00","470.00",[L/M]A|[L/M]C|[M-REAL]I|[L]C|[L/M]M|[L]H|[L]F|[L]O|[L]M|[L]O|[L]E|[L/M]L|[L]I|[L/M]K|[L]M|[L/M]J|[L]C|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L/M]I|[M-REAL]M|[L/M]K|[M-REAL]L|[L]N|[L]B|[L/M]J|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L]D|[L/M]I|[M-REAL]M|[L/M]K|[L/M]L|[L]G|[L/M]J|[L/M]D|[M-REAL]B|[L]L
54,"instance_336",1,Yes,"610.00","16.00","20.00","34.00","360.00","0.76","0.62","42.00","0.76","34.00","451.00",[L/M]A|[M-REAL]C|[M-REAL]I|[L]B|[L]G|[L/M]K|[L/M]L|[L/M]M|[L]I|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]I|[L/M]L|[L/M]M|[L]H|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L]D|[L/M]E|[M-REAL]G|[M-REAL]H|[L]I|[L]C|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[M-REAL]H|[L/M]F|[M-REAL]D|[M-REAL]B|[L]H
55,"instance_167",1,Yes,"605.00","18.00","22.00","32.00","363.00","0.72","0.55","40.00","0.72","32.00","428.00",[L]C|[L/M]A|[L/M]C|[L/M]E|[L]C|[L/M]G|[M-REAL]H|[L/M]F|[L]N|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L]O|[L]H|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L]H|[L/M]D|[M-REAL]N|[M-REAL]O|[L]B|[L/M]C|[M-REAL]E|[L]D|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L/M]E|[M-REAL]H|[L/M]G|[L/M]F|[M-REAL]D|[M-REAL]B|[L]E
56,"instance_377",1,Yes,"652.00","22.00","28.00","34.00","423.00","0.73","0.48","42.00","0.56","34.00","473.00",[M-REAL]A|[L]N|[L/M]C|[L/M]E|[L]J|[L/M]G|[M-REAL]H|[L/M]F|[L/M]D|[M-REAL]N|[L]A|[L/M]O|[L/M]C|[M-REAL]I|[L]F|[L/M]K|[L/M]M|[M-REAL]L|[M-REAL]J|[L]H|[L/M]D|[L]H|[L/M]N|[M-REAL]O|[L]L|[L/M]C|[L/M]I|[L/M]M|[L/M]L|[L/M]K|[L/M]J|[L/M]D|[L]I|[L]C|[L]O|[L]N|[L]E|[L]G|[L]O|[L]D|[L/M]B
57,"instance_307",1,Yes,"580.00","22.00","20.00","34.00","367.00","0.73","0.48","42.00","0.56","34.00","433.00",[L/M]A|[M-REAL]C|[L]J|[L]F|[L/M]I|[L]I|[L/M]M|[L/M]K|[M-REAL]L|[M-REAL]J|[M-REAL]D|[L]G|[L/M]N|[L/M]O|[L/M]C|[M-REAL]I|[L]L|[L/M]K|[L/M]M|[L/M]L|[M-REAL]J|[L]O|[L/M]D|[L/M]N|[M-REAL]O|[L]N|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[L]C|[L]D|[L]D|[L]E|[L]C|[L]O|[L]J|[L]H|[L/M]F|[L/M]D|[L/M]B
58,"instance_497",1,Yes,"478.00","12.00","16.00","35.00","244.00","0.83","0.72","43.00","0.83","35.00","335.00",[L/M]A|[L/M]C|[L/M]I|[L/M]M|[L/M]K|[M-REAL]L|[L]M|[L/M]J|[M-REAL]D|[L/M]N|[L]N|[L/M]O|[L/M]C|[L/M]I|[L/M]M|[L/M]K|[L/M]L|[L/M]J|[L/M]D|[M-REAL]N|[L/M]O|[M-REAL]C|[M-REAL]I|[M-REAL]M|[L/M]K|[L]I|[L]L|[L/M]L|[L]C|[L/M]J|[L]D|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]B
59,"instance_268",1,Yes,"561.00","16.00","15.00","33.00","335.00","0.76","0.61","41.00","0.76","33.00","411.00",[L/M]A|[M-REAL]C|[L]D|[L/M]I|[L]H|[L/M]L|[L/M]M|[L]D|[L/M]K|[L/M]J|[M-REAL]D|[L]C|[L]E|[L/M]N|[L]B|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[M-REAL]N|[L]G|[L/M]O|[L/M]C|[L/M]E|[L]N|[L/M]H|[M-REAL]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]E|[M-REAL]H|[L/M]G|[L/M]F|[M-REAL]D|[M-REAL]B
60,"instance_495",1,Yes,"411.00","10.00","15.00","36.00","197.00","0.86","0.77","44.00","0.86","36.00","312.00",[L/M]A|[L/M]C|[L/M]I|[L/M]M|[L]B|[L/M]L|[M-REAL]K|[L/M]J|[M-REAL]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]M|[L/M]K|[L/M]L|[L/M]J|[L]D|[L/M]D|[L]C|[L]O|[L/M]N|[M-REAL]O|[M-REAL]C|[L/M]I|[L/M]L|[L/M]M|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]M|[L/M]L|[L/M]K|[L/M]J|[L/M]D|[M-REAL]B|[L]K
61,"instance_70",1,Yes,"747.00","18.00","49.00","35.00","429.00","0.81","0.58","43.00","0.63","35.00","504.00",[M-REAL]A|[L/M]C|[L]C|[L/M]I|[L]B|[L/M]M|[L/M]L|[M-REAL]K|[L/M]J|[L/M]D|[L]O|[L/M]N|[M-REAL]O|[L/M]C|[L/M]I|[L/M]M|[L/M]K|[L/M]L|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L]G|[L]E|[L/M]C|[L]F|[L]D|[L/M]I|[L]D|[L]H|[L]N|[L]A|[L/M]M|[L/M]K|[L/M]L|[L/M]J|[M-REAL]D|[M-REAL]B|[L]O|[L]K
62,"instance_75",1,Yes,"761.00","20.00","38.00","34.00","488.00","0.77","0.52","42.00","0.59","34.00","547.00",[L/M]A|[L/M]C|[L/M]I|[L]C|[L]H|[L]F|[L/M]L|[M-REAL]M|[M-REAL]K|[L/M]J|[L/M]D|[L/M]N|[L]N|[L/M]O|[L/M]C|[L/M]E|[L]K|[L/M]G|[M-REAL]H|[L/M]F|[L/M]D|[M-REAL]N|[L]M|[L/M]O|[L]E|[L]H|[L]G|[L]M|[L]D|[L/M]C|[L]B|[L/M]I|[L]N|[L/M]L|[M-REAL]M|[L/M]K|[L/M]J|[L/M]D|[M-REAL]B|[L]O
63,"instance_108",1,Yes,"606.00","20.00","19.00","34.00","374.00","0.77","0.52","42.00","0.59","34.00","431.00",[L]H|[L/M]A|[L/M]C|[M-REAL]I|[L/M]M|[M-REAL]L|[M-REAL]K|[M-REAL]J|[L]M|[L/M]D|[L]E|[L]J|[L]L|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]M|[L/M]K|[L/M]L|[L/M]J|[M-REAL]D|[L]K|[L]G|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L]F|[L/M]G|[L/M]F|[L]D|[L]N|[L]O|[L]D|[L]I|[L]C|[L/M]D|[L/M]B
64,"instance_200",1,Yes,"571.00","22.00","23.00","33.00","364.00","0.72","0.46","41.00","0.55","33.00","432.00",[L]G|[L]C|[L]O|[L]F|[L/M]A|[M-REAL]C|[L]H|[L]F|[L]D|[L]B|[L]G|[L]N|[L]K|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]K|[L/M]L|[L]C|[L/M]M|[L/M]J|[L/M]D|[L/M]N|[M-REAL]O|[L]D|[L/M]C|[L/M]E|[M-REAL]G|[L/M]H|[L]E|[L/M]F|[M-REAL]D|[M-REAL]B|[L]O
65,"instance_274",1,Yes,"680.00","22.00","19.00","33.00","439.00","0.72","0.46","41.00","0.55","33.00","485.00",[M-REAL]A|[L]H|[L/M]C|[L/M]I|[L]C|[L]O|[L/M]M|[L/M]K|[M-REAL]L|[M-REAL]J|[L]E|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[L]A|[L]D|[L]F|[L/M]H|[M-REAL]F|[M-REAL]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L]G|[L]B|[L]D|[L]N|[L]L|[L]J|[L]D|[L/M]G|[L]F|[L/M]F|[M-REAL]D|[M-REAL]B
66,"instance_216",1,Yes,"649.00","18.00","24.00","34.00","384.00","0.81","0.57","42.00","0.62","34.00","447.00",[M-REAL]A|[L/M]C|[L]C|[L/M]E|[L]D|[L/M]G|[M-REAL]H|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]L|[L/M]M|[L/M]K|[L/M]J|[L]O|[L]F|[L]O|[L]K|[L]E|[L]H|[L]G|[L]N|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L]D|[L/M]I|[M-REAL]K|[L/M]M|[L/M]L|[L]A|[L/M]J|[M-REAL]D|[L]H|[L/M]B
67,"instance_25",1,Yes,"488.00","10.00","16.00","34.00","243.00","0.85","0.76","42.00","0.85","34.00","344.00",[L/M]A|[L/M]C|[L/M]I|[L/M]M|[L/M]K|[L/M]L|[L]E|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L]O|[L/M]I|[L]G|[L/M]M|[L/M]L|[M-REAL]K|[L/M]J|[L/M]D|[L/M]N|[M-REAL]O|[L]C|[L/M]C|[M-REAL]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L]K|[L/M]H|[M-REAL]G|[L/M]F|[L/M]D|[L/M]B
68,"instance_83",1,Yes,"750.00","24.00","29.00","34.00","490.00","0.78","0.43","42.00","0.41","34.00","545.00",[L/M]A|[L/M]C|[L]D|[L/M]I|[L/M]M|[L]O|[L/M]L|[L]C|[L/M]K|[L/M]J|[L]B|[L]C|[L]E|[L/M]D|[M-REAL]N|[L]H|[L/M]O|[M-REAL]C|[M-REAL]I|[L]H|[L]G|[L]D|[L]F|[L/M]K|[L]N|[L]O|[L/M]L|[L]I|[L/M]M|[L]C|[L/M]J|[L/M]D|[M-REAL]B|[L]N|[L]E|[L]F|[L]N|[L]G
69,"instance_43",1,Yes,"318.00","10.00","11.00","33.00","157.00","0.85","0.76","41.00","0.85","33.00","254.00",[L/M]A|[M-REAL]C|[L]F|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L]C|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L]G|[L/M]E|[M-REAL]G|[L/M]H|[L]C|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[M-REAL]H|[L/M]F|[L]H|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]K|[L/M]M|[L/M]L|[L/M]J|[L/M]D|[L/M]B
70,"instance_249",1,Yes,"477.00","16.00","14.00","34.00","280.00","0.85","0.62","42.00","0.65","34.00","357.00",[L/M]A|[L/M]C|[M-REAL]I|[L]H|[L]C|[L/M]M|[L]I|[L/M]L|[L]C|[L]D|[L]N|[L]O|[L/M]K|[M-REAL]J|[L]F|[L]E|[L]G|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L]J|[L/M]E|[L/M]H|[L]M|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]M|[L/M]L|[L/M]K|[L/M]J|[L/M]D|[L/M]B
71,"instance_448",1,Yes,"497.00","18.00","18.00","33.00","298.00","0.80","0.56","41.00","0.61","33.00","366.00",[L/M]A|[L/M]C|[L/M]E|[L]F|[L]O|[L]E|[L/M]G|[M-REAL]H|[M-REAL]F|[M-REAL]D|[L]M|[L/M]N|[L]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]M|[L/M]K|[L/M]L|[L]C|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L]D|[L/M]D|[L]H|[L]F|[L]H|[L]G|[L]C|[L]D|[L/M]B
72,"instance_126",1,Yes,"398.00","10.00","9.00","33.00","212.00","0.85","0.76","41.00","0.85","33.00","292.00",[L/M]A|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L]I|[L/M]D|[L/M]N|[M-REAL]O|[M-REAL]C|[M-REAL]I|[L]J|[L]D|[L/M]L|[L/M]M|[L/M]K|[M-REAL]J|[L]C|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L]O|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[M-REAL]D|[L/M]B
73,"instance_441",1,Yes,"528.00","18.00","15.00","32.00","322.00","0.79","0.55","40.00","0.59","32.00","385.00",[L]E|[L]C|[L/M]A|[M-REAL]C|[M-REAL]E|[L/M]H|[L]E|[L/M]G|[L/M]F|[M-REAL]D|[L]G|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L]N|[L]D|[L]F|[L]D|[L]H|[L]O|[L/M]G|[L]E|[L/M]H|[L]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]E|[M-REAL]G|[L/M]H|[L]C|[L/M]F|[L/M]D|[L/M]B
74,"instance_118",1,Yes,"776.00","16.00","22.00","33.00","459.00","0.84","0.61","41.00","0.64","33.00","517.00",[L/M]A|[L/M]C|[L/M]I|[L/M]K|[L/M]M|[L/M]L|[L/M]J|[L/M]D|[L]O|[L/M]N|[L/M]O|[M-REAL]C|[L]F|[L/M]E|[L/M]G|[L/M]H|[L]E|[L/M]F|[L/M]D|[L]E|[L/M]N|[M-REAL]O|[L/M]C|[M-REAL]E|[L/M]H|[L/M]G|[L]C|[L]H|[L]N|[L]O|[L]C|[L]D|[L]B|[L/M]F|[L/M]D|[M-REAL]B|[L]G
75,"instance_93",1,Yes,"490.00","16.00","15.00","32.00","296.00","0.83","0.60","40.00","0.62","32.00","361.00",[L/M]A|[L]G|[L]H|[L]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L]B|[L/M]F|[L/M]D|[L]O|[L/M]N|[L/M]O|[L/M]C|[M-REAL]E|[L]D|[L/M]G|[L/M]H|[L/M]F|[L]N|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L/M]E|[L/M]H|[L]F|[L]D|[L]C|[L]E|[L/M]G|[L/M]F|[M-REAL]D|[M-REAL]B|[L]E
76,"instance_112",1,Yes,"383.00","16.00","7.00","32.00","229.00","0.83","0.60","40.00","0.62","32.00","294.00",[L/M]A|[L/M]C|[L/M]E|[L/M]G|[M-REAL]H|[L]C|[L/M]F|[M-REAL]D|[M-REAL]N|[L]F|[L]E|[L/M]O|[L/M]C|[L/M]E|[L]C|[L/M]H|[L/M]G|[L]N|[L]D|[L]N|[L]O|[L/M]F|[L]H|[L]D|[L]H|[L]G|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]B
77,"instance_354",1,Yes,"585.00","23.00","17.00","33.00","396.00","0.81","0.44","41.00","0.39","33.00","438.00",[L/M]A|[L]D|[L]I|[L/M]C|[L/M]E|[M-REAL]H|[M-REAL]G|[L]J|[L/M]F|[L]C|[L/M]D|[L]O|[L]N|[L]C|[L]D|[L/M]N|[L]H|[L]G|[L]K|[L]L|[L]N|[L/M]O|[L]E|[L/M]C|[L]F|[L]D|[L]H|[L]O|[L]M|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[M-REAL]D|[L]G|[L/M]B
78,"instance_133",1,Yes,"153.00","8.00","3.00","32.00","67.00","0.88","0.80","40.00","0.88","32.00","143.00",[L/M]A|[L/M]C|[M-REAL]E|[L]O|[L]D|[L/M]G|[M-REAL]H|[L/M]F|[M-REAL]D|[L]H|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L]E|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]B
79,"instance_405",1,Yes,"591.00","12.00","11.00","33.00","322.00","0.92","0.71","41.00","0.70","33.00","378.00",[L/M]A|[L/M]C|[L/M]I|[L/M]M|[L/M]K|[L/M]L|[L]F|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]E|[L]O|[L/M]H|[L/M]G|[L]H|[L/M]F|[L]H|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L]C|[L]G|[L]D|[L]E|[L]N|[L]E|[L/M]E|[M-REAL]H|[L/M]G|[L/M]F|[L/M]D|[L/M]B
80,"instance_67",1,Yes,"299.00","10.00","15.00","33.00","146.00","0.96","0.76","41.00","0.73","33.00","237.00",[L/M]A|[M-REAL]C|[L]N|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L]D|[L]E|[L/M]K|[L]H|[L/M]M|[L/M]L|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L]C|[L]O|[L]G|[L]F|[L]C|[L/M]B
81,"instance_498",1,Yes,"417.00","14.00","15.00","26.00","237.00","0.73","0.59","34.00","0.73","26.00","305.00",[L]H|[L/M]A|[L/M]C|[M-REAL]E|[M-REAL]H|[L]C|[L]B|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L]E|[L/M]I|[L]O|[L/M]K|[L/M]L|[L/M]M|[L]K|[L/M]J|[L/M]D|[L/M]N|[M-REAL]O|[M-REAL]C|[L/M]I|[M-REAL]K|[L/M]M|[L/M]L|[L/M]J|[L/M]D|[M-REAL]B|[L]C
82,"instance_55",1,Yes,"365.00","14.00","13.00","26.00","205.00","0.73","0.59","34.00","0.73","26.00","266.00",[L/M]A|[L/M]C|[M-REAL]I|[L]C|[L/M]M|[L]D|[L/M]L|[M-REAL]K|[L/M]J|[L/M]D|[M-REAL]N|[L]B|[L/M]O|[M-REAL]C|[L]I|[L]D|[L/M]I|[L/M]L|[L/M]K|[L/M]M|[L/M]J|[M-REAL]D|[L]K|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[M-REAL]D|[M-REAL]B|[L]N
83,"instance_440",1,Yes,"459.00","14.00","9.00","26.00","252.00","0.73","0.59","34.00","0.73","26.00","315.00",[L/M]A|[L/M]C|[L/M]I|[L/M]L|[L/M]M|[L/M]K|[M-REAL]J|[M-REAL]D|[L]B|[L]K|[L/M]N|[L/M]O|[L]O|[L]I|[L/M]C|[M-REAL]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[M-REAL]O|[L]E|[L]D|[L/M]C|[M-REAL]I|[M-REAL]K|[L/M]M|[L/M]L|[L/M]J|[L/M]D|[M-REAL]B|[L]J
84,"instance_414",1,Yes,"527.00","18.00","11.00","32.00","330.00","0.94","0.55","40.00","0.47","32.00","389.00",[L/M]A|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L]G|[L]D|[L]D|[L]G|[L]O|[L]C|[L]E|[L]O|[L]F|[L]N|[L/M]F|[L/M]D|[L/M]N|[L]H|[L]E|[L]F|[L/M]O|[L]F|[L]N|[L]C|[L/M]C|[L/M]E|[L]H|[L/M]G|[L/M]H|[M-REAL]F|[L/M]D|[L/M]B
85,"instance_324",1,Yes,"305.00","12.00","10.00","26.00","161.00","0.77","0.65","34.00","0.77","26.00","237.00",[L/M]A|[M-REAL]C|[L]F|[L]D|[L/M]E|[L]D|[L/M]H|[L/M]G|[M-REAL]F|[M-REAL]D|[L]C|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L]I|[L/M]K|[L/M]L|[L/M]M|[L/M]J|[L/M]D|[L]J|[L/M]N|[L/M]O|[L/M]C|[M-REAL]I|[L/M]L|[L/M]K|[L/M]M|[M-REAL]J|[M-REAL]D|[L/M]B
86,"instance_260",1,Yes,"340.00","10.00","7.00","27.00","156.00","0.81","0.71","35.00","0.81","27.00","257.00",[L/M]A|[L/M]C|[M-REAL]I|[L]D|[L/M]M|[L/M]K|[L]J|[L/M]L|[M-REAL]J|[L]I|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]L|[L/M]K|[L]J|[L/M]M|[M-REAL]J|[L/M]D|[L]C|[L/M]N|[L/M]O|[M-REAL]C|[L/M]I|[L/M]M|[L/M]L|[L/M]K|[L/M]J|[M-REAL]D|[L/M]B
87,"instance_353",1,Yes,"355.00","10.00","9.00","27.00","162.00","0.81","0.71","35.00","0.81","27.00","257.00",[L]I|[L/M]A|[L]J|[L/M]C|[L/M]I|[L/M]M|[L/M]K|[L/M]L|[M-REAL]J|[L]O|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]I|[L/M]M|[L/M]K|[L/M]L|[L]K|[L/M]J|[L/M]D|[L/M]N|[M-REAL]O|[L]J|[L/M]C|[L/M]I|[M-REAL]K|[L/M]L|[L/M]M|[M-REAL]J|[L/M]D|[L/M]B
